Datum Zeit,Leipzig-Mitte PM10_HVS
,µg/m³
31-01-18,
30-01-18,
29-01-18,
28-01-18,
27-01-18,
26-01-18,
25-01-18,
24-01-18,
23-01-18,
22-01-18,
21-01-18,
20-01-18,
19-01-18,
18-01-18,
17-01-18,
16-01-18,7.74
15-01-18,19.38
14-01-18,26.69
13-01-18,28.98
12-01-18,43.18
11-01-18,43.23
10-01-18,44.82
09-01-18,34.58
08-01-18,22.02
07-01-18,10.57
06-01-18,23.57
05-01-18,19.05
04-01-18,14.83
03-01-18,6.65
02-01-18,9.83
01-01-18,20.62

