Datum Zeit,Niesky PM10_TEOM
,µg/m³
01-02-18 00:00,
31-01-18 23:00,
31-01-18 22:00,
31-01-18 21:00,
31-01-18 20:00,
31-01-18 19:00,
31-01-18 18:00,
31-01-18 17:00,
31-01-18 16:00,
31-01-18 15:00,
31-01-18 14:00,
31-01-18 13:00,
31-01-18 12:00,
31-01-18 11:00,
31-01-18 10:00,
31-01-18 09:00,
31-01-18 08:00,
31-01-18 07:00,
31-01-18 06:00,
31-01-18 05:00,
31-01-18 04:00,
31-01-18 03:00,
31-01-18 02:00,
31-01-18 01:00,
31-01-18 00:00,
30-01-18 23:00,
30-01-18 22:00,
30-01-18 21:00,
30-01-18 20:00,
30-01-18 19:00,
30-01-18 18:00,
30-01-18 17:00,7
30-01-18 16:00,7
30-01-18 15:00,8
30-01-18 14:00,6
30-01-18 13:00,8
30-01-18 12:00,6
30-01-18 11:00,4
30-01-18 10:00,5
30-01-18 09:00,4
30-01-18 08:00,2
30-01-18 07:00,3
30-01-18 06:00,4
30-01-18 05:00,2
30-01-18 04:00,0
30-01-18 03:00,0
30-01-18 02:00,1
30-01-18 01:00,2
30-01-18 00:00,3
29-01-18 23:00,4
29-01-18 22:00,6
29-01-18 21:00,4
29-01-18 20:00,4
29-01-18 19:00,3
29-01-18 18:00,2
29-01-18 17:00,2
29-01-18 16:00,2
29-01-18 15:00,4
29-01-18 14:00,3
29-01-18 13:00,3
29-01-18 12:00,3
29-01-18 11:00,2
29-01-18 10:00,2
29-01-18 09:00,2
29-01-18 08:00,3
29-01-18 07:00,4
29-01-18 06:00,3
29-01-18 05:00,4
29-01-18 04:00,4
29-01-18 03:00,4
29-01-18 02:00,3
29-01-18 01:00,4
29-01-18 00:00,5
28-01-18 23:00,6
28-01-18 22:00,5
28-01-18 21:00,4
28-01-18 20:00,4
28-01-18 19:00,5
28-01-18 18:00,5
28-01-18 17:00,3
28-01-18 16:00,3
28-01-18 15:00,4
28-01-18 14:00,4
28-01-18 13:00,3
28-01-18 12:00,5
28-01-18 11:00,6
28-01-18 10:00,7
28-01-18 09:00,7
28-01-18 08:00,10
28-01-18 07:00,11
28-01-18 06:00,14
28-01-18 05:00,16
28-01-18 04:00,20
28-01-18 03:00,19
28-01-18 02:00,22
28-01-18 01:00,22
28-01-18 00:00,20
27-01-18 23:00,20
27-01-18 22:00,26
27-01-18 21:00,36
27-01-18 20:00,26
27-01-18 19:00,7
27-01-18 18:00,13
27-01-18 17:00,18
27-01-18 16:00,22
27-01-18 15:00,23
27-01-18 14:00,25
27-01-18 13:00,26
27-01-18 12:00,26
27-01-18 11:00,28
27-01-18 10:00,26
27-01-18 09:00,24
27-01-18 08:00,24
27-01-18 07:00,28
27-01-18 06:00,30
27-01-18 05:00,34
27-01-18 04:00,39
27-01-18 03:00,43
27-01-18 02:00,45
27-01-18 01:00,45
27-01-18 00:00,44
26-01-18 23:00,41
26-01-18 22:00,41
26-01-18 21:00,40
26-01-18 20:00,38
26-01-18 19:00,37
26-01-18 18:00,37
26-01-18 17:00,35
26-01-18 16:00,31
26-01-18 15:00,30
26-01-18 14:00,30
26-01-18 13:00,28
26-01-18 12:00,28
26-01-18 11:00,29
26-01-18 10:00,31
26-01-18 09:00,32
26-01-18 08:00,34
26-01-18 07:00,33
26-01-18 06:00,33
26-01-18 05:00,34
26-01-18 04:00,36
26-01-18 03:00,37
26-01-18 02:00,36
26-01-18 01:00,37
26-01-18 00:00,37
25-01-18 23:00,37
25-01-18 22:00,36
25-01-18 21:00,30
25-01-18 20:00,27
25-01-18 19:00,25
25-01-18 18:00,21
25-01-18 17:00,19
25-01-18 16:00,18
25-01-18 15:00,18
25-01-18 14:00,17
25-01-18 13:00,16
25-01-18 12:00,18
25-01-18 11:00,19
25-01-18 10:00,18
25-01-18 09:00,19
25-01-18 08:00,20
25-01-18 07:00,18
25-01-18 06:00,15
