Datum Zeit,Chemnitz-Leipziger Str. PM10_TEOM
,µg/m³
01-02-18 00:00,
31-01-18 23:00,
31-01-18 22:00,
31-01-18 21:00,
31-01-18 20:00,
31-01-18 19:00,
31-01-18 18:00,
31-01-18 17:00,
31-01-18 16:00,
31-01-18 15:00,
31-01-18 14:00,
31-01-18 13:00,
31-01-18 12:00,
31-01-18 11:00,
31-01-18 10:00,
31-01-18 09:00,
31-01-18 08:00,
31-01-18 07:00,
31-01-18 06:00,
31-01-18 05:00,
31-01-18 04:00,
31-01-18 03:00,
31-01-18 02:00,
31-01-18 01:00,
31-01-18 00:00,
30-01-18 23:00,
30-01-18 22:00,
30-01-18 21:00,
30-01-18 20:00,
30-01-18 19:00,
30-01-18 18:00,
30-01-18 17:00,
30-01-18 16:00,
30-01-18 15:00,
30-01-18 14:00,
30-01-18 13:00,
30-01-18 12:00,
30-01-18 11:00,
30-01-18 10:00,
30-01-18 09:00,
30-01-18 08:00,
30-01-18 07:00,
30-01-18 06:00,
30-01-18 05:00,0
30-01-18 04:00,2
30-01-18 03:00,4
30-01-18 02:00,0
30-01-18 01:00,0
30-01-18 00:00,3
29-01-18 23:00,4
29-01-18 22:00,3
29-01-18 21:00,4
29-01-18 20:00,8
29-01-18 19:00,9
29-01-18 18:00,7
29-01-18 17:00,9
29-01-18 16:00,11
29-01-18 15:00,10
29-01-18 14:00,10
29-01-18 13:00,9
29-01-18 12:00,10
29-01-18 11:00,10
29-01-18 10:00,8
29-01-18 09:00,8
29-01-18 08:00,5
29-01-18 07:00,6
29-01-18 06:00,3
29-01-18 05:00,1
29-01-18 04:00,1
29-01-18 03:00,4
29-01-18 02:00,6
29-01-18 01:00,8
29-01-18 00:00,5
28-01-18 23:00,3
28-01-18 22:00,7
28-01-18 21:00,7
28-01-18 20:00,9
28-01-18 19:00,7
28-01-18 18:00,5
28-01-18 17:00,7
28-01-18 16:00,6
28-01-18 15:00,6
28-01-18 14:00,7
28-01-18 13:00,5
28-01-18 12:00,7
28-01-18 11:00,5
28-01-18 10:00,6
28-01-18 09:00,7
28-01-18 08:00,10
28-01-18 07:00,10
28-01-18 06:00,12
28-01-18 05:00,13
28-01-18 04:00,11
28-01-18 03:00,12
28-01-18 02:00,10
28-01-18 01:00,10
28-01-18 00:00,12
27-01-18 23:00,14
27-01-18 22:00,21
27-01-18 21:00,32
27-01-18 20:00,40
27-01-18 19:00,43
27-01-18 18:00,40
27-01-18 17:00,35
27-01-18 16:00,34
27-01-18 15:00,33
27-01-18 14:00,33
27-01-18 13:00,31
27-01-18 12:00,28
27-01-18 11:00,25
27-01-18 10:00,21
27-01-18 09:00,17
27-01-18 08:00,18
27-01-18 07:00,17
27-01-18 06:00,17
27-01-18 05:00,16
27-01-18 04:00,15
27-01-18 03:00,12
27-01-18 02:00,12
27-01-18 01:00,12
27-01-18 00:00,15
26-01-18 23:00,19
26-01-18 22:00,18
26-01-18 21:00,17
26-01-18 20:00,17
26-01-18 19:00,14
26-01-18 18:00,14
26-01-18 17:00,16
26-01-18 16:00,23
26-01-18 15:00,30
26-01-18 14:00,28
26-01-18 13:00,28
26-01-18 12:00,34
26-01-18 11:00,37
26-01-18 10:00,28
26-01-18 09:00,29
26-01-18 08:00,25
26-01-18 07:00,24
26-01-18 06:00,23
26-01-18 05:00,20
26-01-18 04:00,14
26-01-18 03:00,10
26-01-18 02:00,12
26-01-18 01:00,13
26-01-18 00:00,18
25-01-18 23:00,18
25-01-18 22:00,19
25-01-18 21:00,23
25-01-18 20:00,32
25-01-18 19:00,33
25-01-18 18:00,30
25-01-18 17:00,32
25-01-18 16:00,29
25-01-18 15:00,26
25-01-18 14:00,27
25-01-18 13:00,25
25-01-18 12:00,22
25-01-18 11:00,21
25-01-18 10:00,18
25-01-18 09:00,17
25-01-18 08:00,15
25-01-18 07:00,10
25-01-18 06:00,7
