Datum Zeit,Schwartenberg O3
,µg/m³
01-06-03 00:00,97
31-05-03 23:00,108
31-05-03 22:00,103
31-05-03 21:00,115
31-05-03 20:00,98
31-05-03 19:00,103
31-05-03 18:00,108
31-05-03 17:00,116
31-05-03 16:00,124
31-05-03 15:00,133
31-05-03 14:00,108
31-05-03 13:00,115
31-05-03 12:00,125
31-05-03 11:00,154
31-05-03 10:00,148
31-05-03 09:00,142
31-05-03 08:00,144
31-05-03 07:00,144
31-05-03 06:00,156
31-05-03 05:00,161
31-05-03 04:00,165
31-05-03 03:00,154
31-05-03 02:00,160
31-05-03 01:00,160
31-05-03 00:00,152
30-05-03 23:00,145
30-05-03 22:00,163
30-05-03 21:00,158
30-05-03 20:00,150
30-05-03 19:00,154
30-05-03 18:00,160
30-05-03 17:00,199
30-05-03 16:00,193
30-05-03 15:00,171
30-05-03 14:00,153
30-05-03 13:00,153
30-05-03 12:00,192
30-05-03 11:00,177
30-05-03 10:00,121
30-05-03 09:00,106
30-05-03 08:00,97
30-05-03 07:00,98
30-05-03 06:00,102
30-05-03 05:00,100
30-05-03 04:00,98
30-05-03 03:00,107
30-05-03 02:00,107
30-05-03 01:00,109
30-05-03 00:00,117
29-05-03 23:00,127
29-05-03 22:00,129
29-05-03 21:00,124
29-05-03 20:00,125
29-05-03 19:00,125
29-05-03 18:00,124
29-05-03 17:00,130
29-05-03 16:00,147
29-05-03 15:00,140
29-05-03 14:00,139
29-05-03 13:00,128
29-05-03 12:00,132
29-05-03 11:00,109
29-05-03 10:00,109
29-05-03 09:00,102
29-05-03 08:00,98
29-05-03 07:00,113
29-05-03 06:00,115
29-05-03 05:00,114
29-05-03 04:00,120
29-05-03 03:00,124
29-05-03 02:00,128
29-05-03 01:00,113
29-05-03 00:00,113
28-05-03 23:00,116
28-05-03 22:00,121
28-05-03 21:00,112
28-05-03 20:00,114
28-05-03 19:00,109
28-05-03 18:00,108
28-05-03 17:00,105
28-05-03 16:00,107
28-05-03 15:00,110
28-05-03 14:00,109
28-05-03 13:00,101
28-05-03 12:00,96
28-05-03 11:00,97
28-05-03 10:00,97
28-05-03 09:00,92
28-05-03 08:00,86
28-05-03 07:00,72
28-05-03 06:00,80
28-05-03 05:00,72
28-05-03 04:00,75
28-05-03 03:00,88
28-05-03 02:00,88
28-05-03 01:00,84
28-05-03 00:00,80
27-05-03 23:00,77
27-05-03 22:00,82
27-05-03 21:00,81
27-05-03 20:00,83
27-05-03 19:00,87
27-05-03 18:00,82
27-05-03 17:00,80
27-05-03 16:00,70
27-05-03 15:00,68
27-05-03 14:00,67
27-05-03 13:00,
27-05-03 12:00,
27-05-03 11:00,
27-05-03 10:00,78
27-05-03 09:00,86
27-05-03 08:00,69
27-05-03 07:00,69
27-05-03 06:00,71
27-05-03 05:00,76
27-05-03 04:00,74
27-05-03 03:00,75
27-05-03 02:00,78
27-05-03 01:00,66
27-05-03 00:00,71
26-05-03 23:00,75
26-05-03 22:00,83
26-05-03 21:00,84
26-05-03 20:00,86
26-05-03 19:00,94
26-05-03 18:00,95
26-05-03 17:00,95
26-05-03 16:00,89
26-05-03 15:00,83
26-05-03 14:00,79
26-05-03 13:00,79
26-05-03 12:00,71
26-05-03 11:00,74
26-05-03 10:00,77
26-05-03 09:00,78
26-05-03 08:00,81
26-05-03 07:00,83
26-05-03 06:00,82
26-05-03 05:00,83
26-05-03 04:00,78
26-05-03 03:00,69
26-05-03 02:00,74
26-05-03 01:00,76
26-05-03 00:00,76
25-05-03 23:00,80
25-05-03 22:00,90
25-05-03 21:00,84
25-05-03 20:00,112
25-05-03 19:00,119
25-05-03 18:00,125
25-05-03 17:00,125
25-05-03 16:00,124
25-05-03 15:00,124
25-05-03 14:00,123
25-05-03 13:00,126
25-05-03 12:00,129
25-05-03 11:00,128
25-05-03 10:00,130
25-05-03 09:00,115
25-05-03 08:00,112
25-05-03 07:00,108
25-05-03 06:00,109
25-05-03 05:00,100
25-05-03 04:00,106
25-05-03 03:00,105
25-05-03 02:00,111
25-05-03 01:00,116
25-05-03 00:00,116
24-05-03 23:00,114
24-05-03 22:00,110
24-05-03 21:00,107
24-05-03 20:00,107
24-05-03 19:00,116
24-05-03 18:00,120
24-05-03 17:00,117
24-05-03 16:00,112
24-05-03 15:00,111
24-05-03 14:00,108
24-05-03 13:00,100
24-05-03 12:00,86
24-05-03 11:00,73
24-05-03 10:00,60
24-05-03 09:00,61
24-05-03 08:00,64
24-05-03 07:00,39
24-05-03 06:00,52
24-05-03 05:00,42
24-05-03 04:00,45
24-05-03 03:00,51
24-05-03 02:00,44
24-05-03 01:00,58
24-05-03 00:00,65
23-05-03 23:00,65
23-05-03 22:00,68
23-05-03 21:00,77
23-05-03 20:00,76
23-05-03 19:00,80
23-05-03 18:00,82
23-05-03 17:00,79
23-05-03 16:00,72
23-05-03 15:00,72
23-05-03 14:00,66
23-05-03 13:00,67
23-05-03 12:00,46
23-05-03 11:00,37
23-05-03 10:00,38
23-05-03 09:00,40
23-05-03 08:00,47
23-05-03 07:00,50
23-05-03 06:00,53
23-05-03 05:00,60
23-05-03 04:00,70
23-05-03 03:00,73
23-05-03 02:00,79
23-05-03 01:00,85
23-05-03 00:00,91
22-05-03 23:00,89
22-05-03 22:00,90
22-05-03 21:00,95
22-05-03 20:00,96
22-05-03 19:00,99
22-05-03 18:00,98
22-05-03 17:00,101
22-05-03 16:00,88
22-05-03 15:00,72
22-05-03 14:00,82
22-05-03 13:00,84
22-05-03 12:00,93
22-05-03 11:00,88
22-05-03 10:00,80
22-05-03 09:00,74
22-05-03 08:00,65
22-05-03 07:00,62
22-05-03 06:00,65
22-05-03 05:00,66
22-05-03 04:00,68
22-05-03 03:00,70
22-05-03 02:00,73
22-05-03 01:00,75
22-05-03 00:00,78
21-05-03 23:00,81
21-05-03 22:00,74
21-05-03 21:00,83
21-05-03 20:00,87
21-05-03 19:00,94
21-05-03 18:00,96
21-05-03 17:00,98
21-05-03 16:00,98
21-05-03 15:00,100
21-05-03 14:00,98
21-05-03 13:00,96
21-05-03 12:00,98
21-05-03 11:00,97
21-05-03 10:00,98
21-05-03 09:00,97
21-05-03 08:00,88
21-05-03 07:00,89
21-05-03 06:00,89
21-05-03 05:00,88
21-05-03 04:00,87
21-05-03 03:00,91
21-05-03 02:00,95
21-05-03 01:00,93
21-05-03 00:00,89
20-05-03 23:00,89
20-05-03 22:00,88
20-05-03 21:00,90
20-05-03 20:00,95
20-05-03 19:00,93
20-05-03 18:00,94
20-05-03 17:00,95
20-05-03 16:00,96
20-05-03 15:00,96
20-05-03 14:00,93
20-05-03 13:00,88
20-05-03 12:00,86
20-05-03 11:00,86
20-05-03 10:00,87
20-05-03 09:00,85
20-05-03 08:00,83
20-05-03 07:00,80
20-05-03 06:00,80
20-05-03 05:00,79
20-05-03 04:00,79
20-05-03 03:00,82
20-05-03 02:00,87
20-05-03 01:00,88
20-05-03 00:00,85
19-05-03 23:00,72
19-05-03 22:00,65
19-05-03 21:00,71
19-05-03 20:00,75
19-05-03 19:00,72
19-05-03 18:00,65
19-05-03 17:00,80
19-05-03 16:00,83
19-05-03 15:00,84
19-05-03 14:00,88
19-05-03 13:00,88
19-05-03 12:00,77
19-05-03 11:00,73
19-05-03 10:00,72
19-05-03 09:00,60
19-05-03 08:00,54
19-05-03 07:00,53
19-05-03 06:00,49
19-05-03 05:00,63
19-05-03 04:00,63
19-05-03 03:00,72
19-05-03 02:00,89
19-05-03 01:00,90
19-05-03 00:00,86
18-05-03 23:00,83
18-05-03 22:00,87
18-05-03 21:00,90
18-05-03 20:00,93
18-05-03 19:00,93
18-05-03 18:00,99
18-05-03 17:00,97
18-05-03 16:00,97
18-05-03 15:00,92
18-05-03 14:00,91
18-05-03 13:00,93
18-05-03 12:00,94
18-05-03 11:00,96
18-05-03 10:00,91
18-05-03 09:00,93
18-05-03 08:00,88
18-05-03 07:00,91
18-05-03 06:00,100
18-05-03 05:00,100
18-05-03 04:00,102
18-05-03 03:00,105
18-05-03 02:00,100
18-05-03 01:00,103
18-05-03 00:00,104
17-05-03 23:00,108
17-05-03 22:00,100
17-05-03 21:00,99
17-05-03 20:00,103
17-05-03 19:00,96
17-05-03 18:00,100
17-05-03 17:00,120
17-05-03 16:00,127
17-05-03 15:00,122
17-05-03 14:00,125
17-05-03 13:00,124
17-05-03 12:00,122
17-05-03 11:00,119
17-05-03 10:00,102
17-05-03 09:00,94
17-05-03 08:00,83
17-05-03 07:00,83
17-05-03 06:00,86
17-05-03 05:00,74
17-05-03 04:00,83
17-05-03 03:00,92
17-05-03 02:00,97
17-05-03 01:00,104
17-05-03 00:00,105
16-05-03 23:00,107
16-05-03 22:00,114
16-05-03 21:00,114
16-05-03 20:00,111
16-05-03 19:00,113
16-05-03 18:00,116
16-05-03 17:00,121
16-05-03 16:00,123
16-05-03 15:00,121
16-05-03 14:00,115
16-05-03 13:00,114
16-05-03 12:00,108
16-05-03 11:00,105
16-05-03 10:00,88
16-05-03 09:00,98
16-05-03 08:00,101
16-05-03 07:00,103
16-05-03 06:00,105
16-05-03 05:00,105
16-05-03 04:00,103
16-05-03 03:00,100
16-05-03 02:00,100
16-05-03 01:00,101
16-05-03 00:00,102
15-05-03 23:00,97
15-05-03 22:00,106
15-05-03 21:00,111
15-05-03 20:00,104
15-05-03 19:00,95
15-05-03 18:00,95
15-05-03 17:00,95
15-05-03 16:00,90
15-05-03 15:00,97
15-05-03 14:00,95
15-05-03 13:00,102
15-05-03 12:00,93
15-05-03 11:00,79
15-05-03 10:00,82
15-05-03 09:00,71
15-05-03 08:00,66
15-05-03 07:00,68
15-05-03 06:00,70
15-05-03 05:00,75
15-05-03 04:00,79
15-05-03 03:00,82
15-05-03 02:00,87
15-05-03 01:00,90
15-05-03 00:00,94
14-05-03 23:00,97
14-05-03 22:00,96
14-05-03 21:00,99
14-05-03 20:00,106
14-05-03 19:00,104
14-05-03 18:00,104
14-05-03 17:00,102
14-05-03 16:00,106
14-05-03 15:00,105
14-05-03 14:00,105
14-05-03 13:00,102
14-05-03 12:00,99
14-05-03 11:00,93
14-05-03 10:00,90
14-05-03 09:00,88
14-05-03 08:00,75
14-05-03 07:00,74
14-05-03 06:00,80
14-05-03 05:00,80
14-05-03 04:00,83
14-05-03 03:00,87
14-05-03 02:00,93
14-05-03 01:00,90
14-05-03 00:00,81
13-05-03 23:00,78
13-05-03 22:00,85
13-05-03 21:00,78
13-05-03 20:00,81
13-05-03 19:00,83
13-05-03 18:00,88
13-05-03 17:00,77
13-05-03 16:00,77
13-05-03 15:00,79
13-05-03 14:00,85
13-05-03 13:00,83
13-05-03 12:00,74
13-05-03 11:00,91
13-05-03 10:00,92
13-05-03 09:00,84
13-05-03 08:00,82
13-05-03 07:00,85
13-05-03 06:00,94
13-05-03 05:00,92
13-05-03 04:00,70
13-05-03 03:00,93
13-05-03 02:00,97
13-05-03 01:00,87
13-05-03 00:00,71
12-05-03 23:00,75
12-05-03 22:00,89
12-05-03 21:00,107
12-05-03 20:00,102
12-05-03 19:00,101
12-05-03 18:00,109
12-05-03 17:00,115
12-05-03 16:00,117
12-05-03 15:00,107
12-05-03 14:00,100
12-05-03 13:00,92
12-05-03 12:00,97
12-05-03 11:00,87
12-05-03 10:00,80
12-05-03 09:00,76
12-05-03 08:00,74
12-05-03 07:00,64
12-05-03 06:00,70
12-05-03 05:00,59
12-05-03 04:00,50
12-05-03 03:00,62
12-05-03 02:00,74
12-05-03 01:00,68
12-05-03 00:00,76
11-05-03 23:00,76
11-05-03 22:00,93
11-05-03 21:00,101
11-05-03 20:00,99
11-05-03 19:00,101
11-05-03 18:00,102
11-05-03 17:00,102
11-05-03 16:00,100
11-05-03 15:00,105
11-05-03 14:00,108
11-05-03 13:00,108
11-05-03 12:00,104
11-05-03 11:00,87
11-05-03 10:00,63
11-05-03 09:00,61
11-05-03 08:00,63
11-05-03 07:00,83
11-05-03 06:00,110
11-05-03 05:00,84
11-05-03 04:00,89
11-05-03 03:00,99
11-05-03 02:00,107
11-05-03 01:00,104
11-05-03 00:00,106
10-05-03 23:00,103
10-05-03 22:00,103
10-05-03 21:00,74
10-05-03 20:00,74
10-05-03 19:00,79
10-05-03 18:00,76
10-05-03 17:00,85
10-05-03 16:00,90
10-05-03 15:00,84
10-05-03 14:00,82
10-05-03 13:00,80
10-05-03 12:00,76
10-05-03 11:00,63
10-05-03 10:00,56
10-05-03 09:00,47
10-05-03 08:00,62
10-05-03 07:00,67
10-05-03 06:00,77
10-05-03 05:00,89
10-05-03 04:00,99
10-05-03 03:00,95
10-05-03 02:00,96
10-05-03 01:00,78
10-05-03 00:00,81
09-05-03 23:00,111
09-05-03 22:00,122
09-05-03 21:00,106
09-05-03 20:00,106
09-05-03 19:00,103
09-05-03 18:00,113
09-05-03 17:00,111
09-05-03 16:00,125
09-05-03 15:00,132
09-05-03 14:00,126
09-05-03 13:00,121
09-05-03 12:00,106
09-05-03 11:00,97
09-05-03 10:00,86
09-05-03 09:00,82
09-05-03 08:00,100
09-05-03 07:00,110
09-05-03 06:00,102
09-05-03 05:00,88
09-05-03 04:00,95
09-05-03 03:00,98
09-05-03 02:00,109
09-05-03 01:00,118
09-05-03 00:00,120
08-05-03 23:00,109
08-05-03 22:00,107
08-05-03 21:00,121
08-05-03 20:00,141
08-05-03 19:00,155
08-05-03 18:00,164
08-05-03 17:00,164
08-05-03 16:00,167
08-05-03 15:00,148
08-05-03 14:00,130
08-05-03 13:00,146
08-05-03 12:00,183
08-05-03 11:00,182
08-05-03 10:00,112
