Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2003-01-01,,,,,,,111,,
2003-01-01,01:00,,,191,59,,,,
2003-01-01,02:00,,,57,59,,,,
2003-01-01,03:00,,,38,51,,,,
2003-01-01,04:00,,,36,57,,,,
2003-01-01,05:00,,,61,69,,,,
2003-01-01,06:00,,,31,51,,,,
2003-01-01,07:00,,,13,38,,,,
2003-01-01,08:00,,,8,37,,,,
2003-01-01,09:00,,,13,39,,,,
2003-01-01,10:00,,,21,38,,,,
2003-01-01,11:00,,,29,44,,,,
2003-01-01,12:00,,,29,43,,,,
2003-01-01,13:00,,,20,35,,,,
2003-01-01,14:00,,,13,25,,,,
2003-01-01,15:00,,,15,28,,,,
2003-01-01,16:00,,,26,37,,,,
2003-01-01,17:00,,,14,30,,,,
2003-01-01,18:00,,,8,26,,,,
2003-01-01,19:00,,,8,26,,,,
2003-01-01,20:00,,,9,24,,,,
2003-01-01,21:00,,,5,21,,,,
2003-01-01,22:00,,,5,23,,,,
2003-01-01,23:00,,,4,16,,,,
2003-01-02,,,,,,,15,,
2003-01-02,00:00,,,2,14,,,,
2003-01-02,01:00,,,10,17,,,,
2003-01-02,02:00,,,2,15,,,,
2003-01-02,03:00,,,2,13,,,,
2003-01-02,04:00,,,4,16,,,,
2003-01-02,05:00,,,21,27,,,,
2003-01-02,06:00,,,58,50,,,,
2003-01-02,07:00,,,59,55,,,,
2003-01-02,08:00,,,38,52,,,,
2003-01-02,09:00,,,19,38,,,,
2003-01-02,10:00,,,43,55,,,,
2003-01-02,11:00,,,70,69,,,,
2003-01-02,12:00,,,70,64,,,,
2003-01-02,13:00,,,95,77,,,,
2003-01-02,14:00,,,58,61,,,,
2003-01-02,15:00,,,81,74,,,,
2003-01-02,16:00,,,228,122,,,,
2003-01-02,17:00,,,66,78,,,,
2003-01-02,18:00,,,42,62,,,,
2003-01-02,19:00,,,55,62,,,,
2003-01-02,20:00,,,25,45,,,,
2003-01-02,21:00,,,46,50,,,,
2003-01-02,22:00,,,16,35,,,,
2003-01-02,23:00,,,51,47,,,,
2003-01-03,,,,,,,18,,
2003-01-03,00:00,,,27,39,,,,
2003-01-03,01:00,,,6,17,,,,
2003-01-03,02:00,,,5,17,,,,
2003-01-03,03:00,,,1,15,,,,
2003-01-03,04:00,,,1,12,,,,
2003-01-03,05:00,,,2,14,,,,
2003-01-03,06:00,,,3,17,,,,
2003-01-03,07:00,,,3,14,,,,
2003-01-03,08:00,,,34,34,,,,
2003-01-03,09:00,,,93,50,,,,
2003-01-03,10:00,,,152,59,,,,
2003-01-03,11:00,,,127,55,,,,
2003-01-03,12:00,,,133,53,,,,
2003-01-03,16:00,,,236,40,,,,
2003-01-03,17:00,,,254,43,,,,
2003-01-03,18:00,,,274,45,,,,
2003-01-03,19:00,,,240,44,,,,
2003-01-03,20:00,,,238,42,,,,
2003-01-03,21:00,,,165,52,,,,
2003-01-03,22:00,,,165,49,,,,
2003-01-03,23:00,,,132,35,,,,
2003-01-04,,,,,,,29,,
2003-01-04,00:00,,,47,27,,,,
2003-01-04,01:00,,,49,27,,,,
2003-01-04,02:00,,,27,25,,,,
2003-01-04,03:00,,,21,19,,,,
2003-01-04,04:00,,,16,17,,,,
2003-01-04,05:00,,,18,20,,,,
2003-01-04,06:00,,,24,22,,,,
2003-01-04,07:00,,,28,26,,,,
2003-01-04,08:00,,,27,28,,,,
2003-01-04,09:00,,,45,34,,,,
2003-01-04,10:00,,,63,36,,,,
2003-01-04,11:00,,,68,42,,,,
2003-01-04,12:00,,,113,50,,,,
2003-01-04,13:00,,,94,51,,,,
2003-01-04,14:00,,,86,45,,,,
2003-01-04,15:00,,,65,36,,,,
2003-01-04,16:00,,,61,40,,,,
2003-01-04,17:00,,,64,43,,,,
2003-01-04,18:00,,,57,42,,,,
2003-01-04,19:00,,,49,38,,,,
2003-01-04,20:00,,,53,38,,,,
2003-01-04,21:00,,,50,36,,,,
2003-01-04,22:00,,,31,31,,,,
2003-01-04,23:00,,,48,37,,,,
2003-01-05,,,,,,,19,,
2003-01-05,00:00,,,34,33,,,,
2003-01-05,01:00,,,30,24,,,,
2003-01-05,02:00,,,14,14,,,,
2003-01-05,03:00,,,10,13,,,,
2003-01-05,04:00,,,9,13,,,,
2003-01-05,05:00,,,18,18,,,,
2003-01-05,06:00,,,16,16,,,,
2003-01-05,07:00,,,12,14,,,,
2003-01-05,08:00,,,8,14,,,,
2003-01-05,09:00,,,13,20,,,,
2003-01-05,10:00,,,22,23,,,,
2003-01-05,11:00,,,43,32,,,,
2003-01-05,12:00,,,37,31,,,,
2003-01-05,13:00,,,31,28,,,,
2003-01-05,14:00,,,24,28,,,,
2003-01-05,15:00,,,33,32,,,,
2003-01-05,16:00,,,29,30,,,,
2003-01-05,17:00,,,44,40,,,,
2003-01-05,18:00,,,69,48,,,,
2003-01-05,19:00,,,45,37,,,,
2003-01-05,20:00,,,23,29,,,,
2003-01-05,21:00,,,15,28,,,,
2003-01-05,22:00,,,18,28,,,,
2003-01-05,23:00,,,20,28,,,,
2003-01-06,,,,,,,29,,
2003-01-06,00:00,,,14,24,,,,
2003-01-06,01:00,,,11,28,,,,
2003-01-06,02:00,,,10,23,,,,
2003-01-06,03:00,,,4,18,,,,
2003-01-06,04:00,,,8,24,,,,
2003-01-06,05:00,,,68,43,,,,
2003-01-06,06:00,,,72,45,,,,
2003-01-06,07:00,,,109,51,,,,
2003-01-06,08:00,,,136,62,,,,
2003-01-06,09:00,,,62,48,,,,
2003-01-06,10:00,,,84,48,,,,
2003-01-06,11:00,,,98,53,,,,
2003-01-06,12:00,,,70,58,,,,
2003-01-06,17:00,,,77,88,,,,
2003-01-06,18:00,,,54,74,,,,
2003-01-06,19:00,,,62,76,,,,
2003-01-06,20:00,,,48,61,,,,
2003-01-06,21:00,,,51,61,,,,
2003-01-06,22:00,,,33,48,,,,
2003-01-06,23:00,,,29,41,,,,
2003-01-07,,,,,,,48,,
2003-01-07,00:00,,,21,36,,,,
2003-01-07,01:00,,,25,37,,,,
2003-01-07,02:00,,,16,32,,,,
2003-01-07,03:00,,,8,24,,,,
2003-01-07,04:00,,,20,32,,,,
2003-01-07,05:00,,,26,36,,,,
2003-01-07,06:00,,,37,44,,,,
2003-01-07,07:00,,,59,60,,,,
2003-01-07,08:00,,,92,83,,,,
2003-01-07,09:00,,,92,91,,,,
2003-01-07,10:00,,,105,92,,,,
2003-01-07,11:00,,,107,94,,,,
2003-01-07,12:00,,,83,83,,,,
2003-01-07,13:00,,,85,81,,,,
2003-01-07,14:00,,,78,71,,,,
2003-01-07,15:00,,,106,89,,,,
2003-01-07,16:00,,,90,82,,,,
2003-01-07,17:00,,,70,76,,,,
2003-01-07,18:00,,,95,93,,,,
2003-01-07,19:00,,,83,85,,,,
2003-01-07,20:00,,,72,79,,,,
2003-01-07,21:00,,,51,68,,,,
2003-01-07,22:00,,,38,61,,,,
2003-01-07,23:00,,,40,65,,,,
2003-01-08,,,,,,,73,,
2003-01-08,00:00,,,14,54,,,,
2003-01-08,01:00,,,13,56,,,,
2003-01-08,02:00,,,20,59,,,,
2003-01-08,03:00,,,11,51,,,,
2003-01-08,04:00,,,20,53,,,,
2003-01-08,05:00,,,48,71,,,,
2003-01-08,06:00,,,60,73,,,,
2003-01-08,07:00,,,104,96,,,,
2003-01-08,08:00,,,200,141,,,,
2003-01-08,09:00,,,165,125,,,,
2003-01-08,10:00,,,150,120,,,,
2003-01-08,11:00,,,186,141,,,,
2003-01-08,12:00,,,197,136,,,,
2003-01-08,13:00,,,148,115,,,,
2003-01-08,14:00,,,153,126,,,,
2003-01-08,15:00,,,150,120,,,,
2003-01-08,16:00,,,140,116,,,,
2003-01-08,17:00,,,165,127,,,,
2003-01-08,18:00,,,181,138,,,,
2003-01-08,19:00,,,165,126,,,,
2003-01-08,20:00,,,128,112,,,,
2003-01-08,21:00,,,123,107,,,,
2003-01-08,22:00,,,87,93,,,,
2003-01-08,23:00,,,53,79,,,,
2003-01-09,,,,,,,109,,
2003-01-09,00:00,,,43,76,,,,
2003-01-09,01:00,,,20,63,,,,
2003-01-09,02:00,,,18,61,,,,
2003-01-09,03:00,,,31,64,,,,
2003-01-09,04:00,,,19,57,,,,
2003-01-09,05:00,,,42,66,,,,
2003-01-09,06:00,,,70,78,,,,
2003-01-09,07:00,,,104,94,,,,
2003-01-09,08:00,,,112,100,,,,
2003-01-09,09:00,,,135,108,,,,
2003-01-09,10:00,,,155,115,,,,
2003-01-09,11:00,,,169,124,,,,
2003-01-09,12:00,,,174,130,,,,
2003-01-09,13:00,,,133,111,,,,
2003-01-09,14:00,,,101,98,,,,
2003-01-09,15:00,,,113,112,,,,
2003-01-09,16:00,,,136,128,,,,
2003-01-09,17:00,,,155,135,,,,
2003-01-09,18:00,,,174,139,,,,
2003-01-09,19:00,,,173,139,,,,
2003-01-09,20:00,,,152,125,,,,
2003-01-09,21:00,,,136,122,,,,
2003-01-09,22:00,,,85,92,,,,
2003-01-09,23:00,,,43,69,,,,
2003-01-10,00:00,,,37,76,,,,
2003-01-10,01:00,,,41,80,,,,
2003-01-10,02:00,,,40,83,,,,
2003-01-10,03:00,,,32,83,,,,
