Datum Zeit,Leipzig-Mitte O3
,µg/m³
01-05-01 00:00,33
30-04-01 23:00,
30-04-01 22:00,20
30-04-01 21:00,25
30-04-01 20:00,31
30-04-01 19:00,69
30-04-01 18:00,59
30-04-01 17:00,66
30-04-01 16:00,85
30-04-01 15:00,84
30-04-01 14:00,52
30-04-01 13:00,49
30-04-01 12:00,41
30-04-01 11:00,39
30-04-01 10:00,23
30-04-01 09:00,16
30-04-01 08:00,6
30-04-01 07:00,4
30-04-01 06:00,4
30-04-01 05:00,6
30-04-01 04:00,11
30-04-01 03:00,11
30-04-01 02:00,21
30-04-01 01:00,39
30-04-01 00:00,38
29-04-01 23:00,
29-04-01 22:00,23
29-04-01 21:00,22
29-04-01 20:00,22
29-04-01 19:00,45
29-04-01 18:00,57
29-04-01 17:00,59
29-04-01 16:00,71
29-04-01 15:00,72
29-04-01 14:00,74
29-04-01 13:00,79
29-04-01 12:00,79
29-04-01 11:00,72
29-04-01 10:00,61
29-04-01 09:00,50
29-04-01 08:00,47
29-04-01 07:00,44
29-04-01 06:00,41
29-04-01 05:00,38
29-04-01 04:00,38
29-04-01 03:00,22
29-04-01 02:00,23
29-04-01 01:00,36
29-04-01 00:00,
28-04-01 23:00,21
28-04-01 22:00,43
28-04-01 21:00,50
28-04-01 20:00,55
28-04-01 19:00,63
28-04-01 18:00,71
28-04-01 17:00,76
28-04-01 16:00,74
28-04-01 15:00,56
28-04-01 14:00,57
28-04-01 13:00,58
28-04-01 12:00,59
28-04-01 11:00,52
28-04-01 10:00,43
28-04-01 09:00,44
28-04-01 08:00,38
28-04-01 07:00,40
28-04-01 06:00,40
28-04-01 05:00,41
28-04-01 04:00,39
28-04-01 03:00,44
28-04-01 02:00,42
28-04-01 01:00,39
28-04-01 00:00,
27-04-01 23:00,36
27-04-01 22:00,43
27-04-01 21:00,48
27-04-01 20:00,47
27-04-01 19:00,56
27-04-01 18:00,73
27-04-01 17:00,78
27-04-01 16:00,71
27-04-01 15:00,84
27-04-01 14:00,68
27-04-01 13:00,69
27-04-01 12:00,59
27-04-01 11:00,48
27-04-01 10:00,43
27-04-01 09:00,37
27-04-01 08:00,19
27-04-01 07:00,15
27-04-01 06:00,14
27-04-01 05:00,25
27-04-01 04:00,36
27-04-01 03:00,39
27-04-01 02:00,42
27-04-01 01:00,
27-04-01 00:00,40
26-04-01 23:00,43
26-04-01 22:00,51
26-04-01 21:00,60
26-04-01 20:00,67
26-04-01 19:00,57
26-04-01 18:00,67
26-04-01 17:00,77
26-04-01 16:00,69
26-04-01 15:00,68
26-04-01 14:00,66
26-04-01 13:00,70
26-04-01 12:00,64
26-04-01 11:00,68
26-04-01 10:00,59
26-04-01 09:00,61
26-04-01 08:00,46
26-04-01 07:00,44
26-04-01 06:00,46
26-04-01 05:00,56
26-04-01 04:00,61
26-04-01 03:00,56
26-04-01 02:00,57
26-04-01 01:00,
26-04-01 00:00,71
25-04-01 23:00,68
25-04-01 22:00,67
25-04-01 21:00,63
25-04-01 20:00,44
25-04-01 19:00,40
25-04-01 18:00,31
25-04-01 17:00,51
25-04-01 16:00,68
25-04-01 15:00,69
25-04-01 14:00,76
25-04-01 13:00,74
25-04-01 12:00,65
25-04-01 11:00,50
25-04-01 10:00,48
25-04-01 09:00,36
25-04-01 08:00,40
25-04-01 07:00,32
25-04-01 06:00,23
25-04-01 05:00,45
25-04-01 04:00,52
25-04-01 03:00,52
25-04-01 02:00,
