Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
30-04-01,56
29-04-01,19
28-04-01,20
27-04-01,27
26-04-01,23
25-04-01,32
24-04-01,58
23-04-01,42
22-04-01,20
21-04-01,27
20-04-01,48
19-04-01,29
18-04-01,29
17-04-01,41
16-04-01,18
15-04-01,17
14-04-01,23
13-04-01,14
12-04-01,31
11-04-01,59
10-04-01,28
09-04-01,42
08-04-01,29
07-04-01,26
06-04-01,23
05-04-01,27
04-04-01,35
03-04-01,40
02-04-01,54
01-04-01,35

