Datum Zeit,Leipzig-Mitte CO
,mg/m3
01-05-01 00:00,0.8
30-04-01 23:00,0.7
30-04-01 22:00,1.7
30-04-01 21:00,1.5
30-04-01 20:00,1.6
30-04-01 19:00,1.1
30-04-01 18:00,1.5
30-04-01 17:00,1.5
30-04-01 16:00,1.2
30-04-01 15:00,0.7
30-04-01 14:00,1.1
30-04-01 13:00,0.9
30-04-01 12:00,1.1
30-04-01 11:00,1.2
30-04-01 10:00,1.2
30-04-01 09:00,1.3
30-04-01 08:00,1.5
30-04-01 07:00,2.2
30-04-01 06:00,2.0
30-04-01 05:00,0.5
30-04-01 04:00,0.2
30-04-01 03:00,0.1
30-04-01 02:00,0.2
30-04-01 01:00,0.1
30-04-01 00:00,0.2
29-04-01 23:00,0.3
29-04-01 22:00,0.6
29-04-01 21:00,1.1
29-04-01 20:00,1.4
29-04-01 19:00,0.7
29-04-01 18:00,0.8
29-04-01 17:00,1.0
29-04-01 16:00,0.5
29-04-01 15:00,0.6
29-04-01 14:00,0.4
29-04-01 13:00,0.4
29-04-01 12:00,0.3
29-04-01 11:00,0.2
29-04-01 10:00,0.2
29-04-01 09:00,0.4
29-04-01 08:00,0.2
29-04-01 07:00,0.3
29-04-01 06:00,0.2
29-04-01 05:00,
29-04-01 04:00,0.6
29-04-01 03:00,1.9
29-04-01 02:00,0.9
29-04-01 01:00,0.4
29-04-01 00:00,1.2
28-04-01 23:00,1.6
28-04-01 22:00,0.6
28-04-01 21:00,0.3
28-04-01 20:00,0.4
28-04-01 19:00,0.4
28-04-01 18:00,0.2
28-04-01 17:00,0.5
28-04-01 16:00,0.8
28-04-01 15:00,0.6
28-04-01 14:00,0.5
28-04-01 13:00,0.4
28-04-01 12:00,0.2
28-04-01 11:00,0.4
28-04-01 10:00,0.2
28-04-01 09:00,0.2
28-04-01 08:00,0.3
28-04-01 07:00,0.2
28-04-01 06:00,0.1
28-04-01 05:00,0.3
28-04-01 04:00,0.3
28-04-01 03:00,0.3
28-04-01 02:00,0.4
28-04-01 01:00,0.3
28-04-01 00:00,0.3
27-04-01 23:00,0.4
27-04-01 22:00,0.5
27-04-01 21:00,0.3
27-04-01 20:00,0.6
27-04-01 19:00,0.3
27-04-01 18:00,0.3
27-04-01 17:00,0.3
27-04-01 16:00,0.5
27-04-01 15:00,0.2
27-04-01 14:00,0.4
27-04-01 13:00,0.3
27-04-01 12:00,0.3
27-04-01 11:00,0.4
27-04-01 10:00,0.3
27-04-01 09:00,0.3
27-04-01 08:00,0.6
27-04-01 07:00,0.7
27-04-01 06:00,
27-04-01 05:00,0.3
27-04-01 04:00,0.1
27-04-01 03:00,0.1
27-04-01 02:00,0.1
27-04-01 01:00,0.2
27-04-01 00:00,0.5
26-04-01 23:00,0.4
26-04-01 22:00,0.2
26-04-01 21:00,0.3
26-04-01 20:00,0.3
26-04-01 19:00,0.4
26-04-01 18:00,0.5
26-04-01 17:00,0.4
26-04-01 16:00,0.7
26-04-01 15:00,0.4
26-04-01 14:00,0.4
26-04-01 13:00,0.2
26-04-01 12:00,0.3
26-04-01 11:00,0.3
26-04-01 10:00,0.4
26-04-01 09:00,0.3
26-04-01 08:00,0.3
26-04-01 07:00,0.2
26-04-01 06:00,0.3
26-04-01 05:00,0.1
26-04-01 04:00,0.1
26-04-01 03:00,0.1
