Datum Zeit,Klingenthal CO
,mg/m3
01-05-01 00:00,0.2
30-04-01 23:00,0.2
30-04-01 22:00,0.2
30-04-01 21:00,0.1
30-04-01 20:00,0.1
30-04-01 19:00,0.1
30-04-01 18:00,0.1
30-04-01 17:00,0.1
30-04-01 16:00,0.1
30-04-01 15:00,0.1
30-04-01 14:00,0.1
30-04-01 13:00,0.1
30-04-01 12:00,0.1
30-04-01 11:00,0.1
30-04-01 10:00,0.1
30-04-01 09:00,0.1
30-04-01 08:00,0.4
30-04-01 07:00,
30-04-01 06:00,0.4
30-04-01 05:00,0.2
30-04-01 04:00,0.1
30-04-01 03:00,0.1
30-04-01 02:00,0.1
30-04-01 01:00,0.1
30-04-01 00:00,0.1
29-04-01 23:00,0.1
29-04-01 22:00,0.1
29-04-01 21:00,0.2
29-04-01 20:00,0.1
29-04-01 19:00,0.1
29-04-01 18:00,0.1
29-04-01 17:00,0.1
29-04-01 16:00,0.1
29-04-01 15:00,0.1
29-04-01 14:00,0.1
29-04-01 13:00,0.1
29-04-01 12:00,0.1
29-04-01 11:00,0.1
29-04-01 10:00,0.1
29-04-01 09:00,0.1
29-04-01 08:00,0.1
29-04-01 07:00,0.1
29-04-01 06:00,0.1
29-04-01 05:00,0.1
29-04-01 04:00,0.1
29-04-01 03:00,0.1
29-04-01 02:00,0.1
29-04-01 01:00,0.1
29-04-01 00:00,0.1
28-04-01 23:00,0.1
28-04-01 22:00,0.1
28-04-01 21:00,0.1
28-04-01 20:00,0.1
28-04-01 19:00,0.1
28-04-01 18:00,0.1
28-04-01 17:00,0.1
28-04-01 16:00,0.1
28-04-01 15:00,0.1
28-04-01 14:00,0.1
28-04-01 13:00,0.2
28-04-01 12:00,0.3
28-04-01 11:00,0.1
28-04-01 10:00,0.1
28-04-01 09:00,0.1
28-04-01 08:00,
28-04-01 07:00,0.1
28-04-01 06:00,0.1
28-04-01 05:00,0.1
28-04-01 04:00,0.1
28-04-01 03:00,0.1
28-04-01 02:00,0.1
28-04-01 01:00,0.1
28-04-01 00:00,0.1
27-04-01 23:00,0.1
27-04-01 22:00,0.1
27-04-01 21:00,0.1
27-04-01 20:00,0.1
27-04-01 19:00,0.1
27-04-01 18:00,0.1
27-04-01 17:00,0.1
27-04-01 16:00,0.1
27-04-01 15:00,0.1
27-04-01 14:00,0.1
27-04-01 13:00,0.1
27-04-01 12:00,0.1
27-04-01 11:00,0.1
27-04-01 10:00,0.1
27-04-01 09:00,0.1
27-04-01 08:00,0.1
27-04-01 07:00,0.1
27-04-01 06:00,0.1
27-04-01 05:00,0.1
27-04-01 04:00,0.1
27-04-01 03:00,0.1
27-04-01 02:00,0.1
27-04-01 01:00,0.1
27-04-01 00:00,0.1
26-04-01 23:00,0.1
26-04-01 22:00,0.1
26-04-01 21:00,0.1
26-04-01 20:00,0.1
26-04-01 19:00,0.2
26-04-01 18:00,0.1
26-04-01 17:00,0.1
26-04-01 16:00,0.1
26-04-01 15:00,0.2
26-04-01 14:00,0.1
26-04-01 13:00,0.1
26-04-01 12:00,0.1
26-04-01 11:00,0.1
26-04-01 10:00,0.1
26-04-01 09:00,0.1
26-04-01 08:00,
26-04-01 07:00,0.1
26-04-01 06:00,0.1
26-04-01 05:00,0.2
26-04-01 04:00,0.1
26-04-01 03:00,0.1
26-04-01 02:00,0.1
26-04-01 01:00,0.1
26-04-01 00:00,0.1
25-04-01 23:00,0.1
25-04-01 22:00,0.1
25-04-01 21:00,0.1
25-04-01 20:00,0.1
25-04-01 19:00,0.1
25-04-01 18:00,0.1
