Datum Zeit,Carlsfeld O3
,µg/m³
01-05-01 00:00,117
30-04-01 23:00,115
30-04-01 22:00,116
30-04-01 21:00,117
30-04-01 20:00,114
30-04-01 19:00,125
30-04-01 18:00,126
30-04-01 17:00,127
30-04-01 16:00,122
30-04-01 15:00,124
30-04-01 14:00,127
30-04-01 13:00,124
30-04-01 12:00,117
30-04-01 11:00,117
30-04-01 10:00,112
30-04-01 09:00,103
30-04-01 08:00,102
30-04-01 07:00,97
30-04-01 06:00,92
30-04-01 05:00,90
30-04-01 04:00,
30-04-01 03:00,87
30-04-01 02:00,94
30-04-01 01:00,97
30-04-01 00:00,87
29-04-01 23:00,83
29-04-01 22:00,77
29-04-01 21:00,69
29-04-01 20:00,68
29-04-01 19:00,79
29-04-01 18:00,96
29-04-01 17:00,96
29-04-01 16:00,97
29-04-01 15:00,96
29-04-01 14:00,95
29-04-01 13:00,90
29-04-01 12:00,89
29-04-01 11:00,84
29-04-01 10:00,89
29-04-01 09:00,94
29-04-01 08:00,92
29-04-01 07:00,92
29-04-01 06:00,83
29-04-01 05:00,72
29-04-01 04:00,
29-04-01 03:00,68
29-04-01 02:00,72
29-04-01 01:00,73
29-04-01 00:00,74
28-04-01 23:00,74
28-04-01 22:00,77
28-04-01 21:00,78
28-04-01 20:00,80
28-04-01 19:00,83
28-04-01 18:00,84
28-04-01 17:00,88
28-04-01 16:00,93
28-04-01 15:00,92
28-04-01 14:00,89
28-04-01 13:00,80
28-04-01 12:00,78
28-04-01 11:00,74
28-04-01 10:00,74
28-04-01 09:00,71
28-04-01 08:00,74
28-04-01 07:00,78
28-04-01 06:00,82
28-04-01 05:00,
28-04-01 04:00,86
28-04-01 03:00,91
28-04-01 02:00,91
28-04-01 01:00,81
28-04-01 00:00,90
27-04-01 23:00,86
27-04-01 22:00,76
27-04-01 21:00,81
27-04-01 20:00,79
27-04-01 19:00,82
27-04-01 18:00,90
27-04-01 17:00,99
27-04-01 16:00,96
27-04-01 15:00,104
27-04-01 14:00,98
27-04-01 13:00,92
27-04-01 12:00,87
27-04-01 11:00,96
27-04-01 10:00,103
27-04-01 09:00,97
27-04-01 08:00,88
27-04-01 07:00,75
27-04-01 06:00,56
27-04-01 05:00,
27-04-01 04:00,72
27-04-01 03:00,74
27-04-01 02:00,77
27-04-01 01:00,80
27-04-01 00:00,83
26-04-01 23:00,85
26-04-01 22:00,88
26-04-01 21:00,89
26-04-01 20:00,92
26-04-01 19:00,90
26-04-01 18:00,91
26-04-01 17:00,94
26-04-01 16:00,98
26-04-01 15:00,97
26-04-01 14:00,93
26-04-01 13:00,91
26-04-01 12:00,93
26-04-01 11:00,89
26-04-01 10:00,88
26-04-01 09:00,87
26-04-01 08:00,85
26-04-01 07:00,84
26-04-01 06:00,
26-04-01 05:00,86
26-04-01 04:00,89
26-04-01 03:00,89
26-04-01 02:00,90
26-04-01 01:00,95
26-04-01 00:00,96
25-04-01 23:00,100
25-04-01 22:00,109
25-04-01 21:00,109
25-04-01 20:00,94
25-04-01 19:00,60
25-04-01 18:00,74
25-04-01 17:00,102
25-04-01 16:00,104
25-04-01 15:00,103
25-04-01 14:00,105
25-04-01 13:00,108
25-04-01 12:00,108
25-04-01 11:00,109
25-04-01 10:00,110
25-04-01 09:00,110
25-04-01 08:00,108
25-04-01 07:00,100
25-04-01 06:00,
25-04-01 05:00,94
25-04-01 04:00,102
25-04-01 03:00,107
25-04-01 02:00,103
25-04-01 01:00,102
25-04-01 00:00,105
24-04-01 23:00,107
24-04-01 22:00,104
24-04-01 21:00,110
24-04-01 20:00,115
24-04-01 19:00,119
24-04-01 18:00,125
24-04-01 17:00,126
24-04-01 16:00,124
24-04-01 15:00,121
24-04-01 14:00,114
24-04-01 13:00,110
24-04-01 12:00,106
24-04-01 11:00,109
24-04-01 10:00,113
24-04-01 09:00,94
24-04-01 08:00,87
24-04-01 07:00,
24-04-01 06:00,73
24-04-01 05:00,71
24-04-01 04:00,80
24-04-01 03:00,75
24-04-01 02:00,68
24-04-01 01:00,83
24-04-01 00:00,82
23-04-01 23:00,89
23-04-01 22:00,89
23-04-01 21:00,87
23-04-01 20:00,91
23-04-01 19:00,97
23-04-01 18:00,111
23-04-01 17:00,114
23-04-01 16:00,111
23-04-01 15:00,113
23-04-01 14:00,108
23-04-01 13:00,105
23-04-01 12:00,103
23-04-01 11:00,99
23-04-01 10:00,97
23-04-01 09:00,90
23-04-01 08:00,83
23-04-01 07:00,
23-04-01 06:00,67
23-04-01 05:00,64
23-04-01 04:00,66
23-04-01 03:00,72
23-04-01 02:00,72
23-04-01 01:00,70
23-04-01 00:00,72
22-04-01 23:00,70
22-04-01 22:00,68
22-04-01 21:00,71
22-04-01 20:00,74
22-04-01 19:00,73
22-04-01 18:00,75
22-04-01 17:00,77
22-04-01 16:00,75
22-04-01 15:00,76
22-04-01 14:00,84
22-04-01 13:00,84
22-04-01 12:00,79
22-04-01 11:00,76
22-04-01 10:00,74
22-04-01 09:00,71
22-04-01 08:00,
22-04-01 07:00,72
22-04-01 06:00,73
22-04-01 05:00,76
22-04-01 04:00,76
22-04-01 03:00,78
22-04-01 02:00,82
22-04-01 01:00,80
22-04-01 00:00,74
21-04-01 23:00,77
21-04-01 22:00,75
21-04-01 21:00,72
21-04-01 20:00,71
21-04-01 19:00,69
21-04-01 18:00,70
21-04-01 17:00,71
21-04-01 16:00,68
21-04-01 15:00,63
21-04-01 14:00,66
21-04-01 13:00,70
21-04-01 12:00,69
21-04-01 11:00,60
21-04-01 10:00,67
21-04-01 09:00,76
21-04-01 08:00,
21-04-01 07:00,71
21-04-01 06:00,71
21-04-01 05:00,75
21-04-01 04:00,81
21-04-01 03:00,87
21-04-01 02:00,80
21-04-01 01:00,74
21-04-01 00:00,75
20-04-01 23:00,71
20-04-01 22:00,63
20-04-01 21:00,58
20-04-01 20:00,66
20-04-01 19:00,74
20-04-01 18:00,80
20-04-01 17:00,83
20-04-01 16:00,85
20-04-01 15:00,86
20-04-01 14:00,88
20-04-01 13:00,91
20-04-01 12:00,89
20-04-01 11:00,86
20-04-01 10:00,81
20-04-01 09:00,75
20-04-01 08:00,
20-04-01 07:00,74
20-04-01 06:00,72
20-04-01 05:00,76
20-04-01 04:00,76
20-04-01 03:00,75
20-04-01 02:00,78
20-04-01 01:00,74
20-04-01 00:00,75
19-04-01 23:00,75
19-04-01 22:00,71
19-04-01 21:00,72
19-04-01 20:00,81
19-04-01 19:00,89
19-04-01 18:00,94
19-04-01 17:00,94
19-04-01 16:00,91
19-04-01 15:00,86
19-04-01 14:00,
19-04-01 13:00,
19-04-01 12:00,
19-04-01 11:00,83
19-04-01 10:00,79
19-04-01 09:00,81
19-04-01 08:00,80
19-04-01 07:00,80
19-04-01 06:00,79
19-04-01 05:00,81
19-04-01 04:00,79
19-04-01 03:00,79
19-04-01 02:00,80
19-04-01 01:00,78
19-04-01 00:00,81
18-04-01 23:00,83
18-04-01 22:00,89
18-04-01 21:00,
18-04-01 20:00,83
18-04-01 19:00,88
18-04-01 18:00,92
18-04-01 17:00,92
18-04-01 16:00,94
18-04-01 15:00,92
18-04-01 14:00,85
18-04-01 13:00,89
18-04-01 12:00,83
18-04-01 11:00,80
18-04-01 10:00,75
18-04-01 09:00,66
18-04-01 08:00,57
18-04-01 07:00,59
18-04-01 06:00,66
18-04-01 05:00,71
18-04-01 04:00,67
18-04-01 03:00,69
18-04-01 02:00,69
18-04-01 01:00,75
18-04-01 00:00,78
17-04-01 23:00,77
17-04-01 22:00,
17-04-01 21:00,82
17-04-01 20:00,83
17-04-01 19:00,86
17-04-01 18:00,87
17-04-01 17:00,88
17-04-01 16:00,76
17-04-01 15:00,76
17-04-01 14:00,75
17-04-01 13:00,68
17-04-01 12:00,66
17-04-01 11:00,57
17-04-01 10:00,53
17-04-01 09:00,56
17-04-01 08:00,60
17-04-01 07:00,64
17-04-01 06:00,63
17-04-01 05:00,63
17-04-01 04:00,63
17-04-01 03:00,60
17-04-01 02:00,61
17-04-01 01:00,68
17-04-01 00:00,74
16-04-01 23:00,78
16-04-01 22:00,
16-04-01 21:00,78
16-04-01 20:00,76
16-04-01 19:00,80
16-04-01 18:00,83
16-04-01 17:00,84
16-04-01 16:00,89
16-04-01 15:00,90
16-04-01 14:00,83
16-04-01 13:00,79
16-04-01 12:00,79
16-04-01 11:00,78
16-04-01 10:00,75
16-04-01 09:00,65
16-04-01 08:00,62
16-04-01 07:00,65
16-04-01 06:00,68
16-04-01 05:00,69
16-04-01 04:00,65
16-04-01 03:00,64
16-04-01 02:00,63
16-04-01 01:00,61
16-04-01 00:00,58
15-04-01 23:00,
15-04-01 22:00,57
15-04-01 21:00,62
15-04-01 20:00,63
15-04-01 19:00,63
15-04-01 18:00,67
15-04-01 17:00,69
15-04-01 16:00,73
15-04-01 15:00,79
15-04-01 14:00,82
15-04-01 13:00,83
15-04-01 12:00,84
15-04-01 11:00,84
15-04-01 10:00,87
15-04-01 09:00,86
15-04-01 08:00,87
15-04-01 07:00,87
15-04-01 06:00,86
15-04-01 05:00,84
15-04-01 04:00,83
15-04-01 03:00,81
15-04-01 02:00,79
15-04-01 01:00,80
15-04-01 00:00,82
14-04-01 23:00,
14-04-01 22:00,82
14-04-01 21:00,82
14-04-01 20:00,85
14-04-01 19:00,88
14-04-01 18:00,88
14-04-01 17:00,89
14-04-01 16:00,92
14-04-01 15:00,90
14-04-01 14:00,92
14-04-01 13:00,90
14-04-01 12:00,85
