Datum Zeit,Chemnitz-Mitte PM10
,µg/m³
30-04-01,48
29-04-01,14
28-04-01,16
27-04-01,23
26-04-01,14
25-04-01,41
24-04-01,52
23-04-01,55
22-04-01,15
21-04-01,23
20-04-01,38
19-04-01,19
18-04-01,22
17-04-01,22
16-04-01,9
15-04-01,9
14-04-01,13
13-04-01,8
12-04-01,29
11-04-01,36
10-04-01,30
09-04-01,23
08-04-01,21
07-04-01,17
06-04-01,20
05-04-01,32
04-04-01,38
03-04-01,79
02-04-01,109
01-04-01,31

