Datum Zeit,Bautzen SO2
,µg/m³
01-05-01 00:00,
30-04-01 23:00,12.9
30-04-01 22:00,13.9
30-04-01 21:00,12.9
30-04-01 20:00,10.0
30-04-01 19:00,3.0
30-04-01 18:00,1.6
30-04-01 17:00,1.3
30-04-01 16:00,1.4
30-04-01 15:00,2.1
30-04-01 14:00,3.7
30-04-01 13:00,4.6
30-04-01 12:00,6.0
30-04-01 11:00,7.6
30-04-01 10:00,8.7
30-04-01 09:00,9.0
30-04-01 08:00,10.6
30-04-01 07:00,10.9
30-04-01 06:00,7.1
30-04-01 05:00,3.8
30-04-01 04:00,2.7
30-04-01 03:00,2.2
30-04-01 02:00,1.4
30-04-01 01:00,1.0
30-04-01 00:00,
29-04-01 23:00,2.3
29-04-01 22:00,2.9
29-04-01 21:00,3.0
29-04-01 20:00,3.0
29-04-01 19:00,1.4
29-04-01 18:00,1.3
29-04-01 17:00,1.2
29-04-01 16:00,1.5
29-04-01 15:00,1.0
29-04-01 14:00,1.0
29-04-01 13:00,4.4
29-04-01 12:00,3.4
29-04-01 11:00,1.2
29-04-01 10:00,1.1
29-04-01 09:00,5.2
29-04-01 08:00,4.8
29-04-01 07:00,9.5
29-04-01 06:00,11.4
29-04-01 05:00,13.1
29-04-01 04:00,10.3
29-04-01 03:00,8.4
29-04-01 02:00,6.1
29-04-01 01:00,5.3
29-04-01 00:00,
28-04-01 23:00,1.1
28-04-01 22:00,1.0
28-04-01 21:00,1.0
28-04-01 20:00,1.0
28-04-01 19:00,1.0
28-04-01 18:00,1.0
28-04-01 17:00,1.0
28-04-01 16:00,1.1
28-04-01 15:00,2.0
28-04-01 14:00,7.1
28-04-01 13:00,8.0
28-04-01 12:00,8.6
28-04-01 11:00,13.3
28-04-01 10:00,16.9
28-04-01 09:00,21.2
28-04-01 08:00,17.1
28-04-01 07:00,13.5
28-04-01 06:00,1.8
28-04-01 05:00,1.0
28-04-01 04:00,1.0
28-04-01 03:00,1.0
28-04-01 02:00,1.3
28-04-01 01:00,3.7
28-04-01 00:00,
27-04-01 23:00,3.3
27-04-01 22:00,2.5
27-04-01 21:00,1.5
27-04-01 20:00,2.2
27-04-01 19:00,1.3
27-04-01 18:00,2.0
27-04-01 17:00,5.5
27-04-01 16:00,5.2
27-04-01 15:00,7.6
27-04-01 14:00,2.0
27-04-01 13:00,1.1
27-04-01 12:00,1.8
27-04-01 11:00,1.8
27-04-01 10:00,2.0
27-04-01 09:00,2.6
27-04-01 08:00,2.5
27-04-01 07:00,3.2
27-04-01 06:00,2.7
27-04-01 05:00,1.6
27-04-01 04:00,1.0
27-04-01 03:00,1.0
27-04-01 02:00,1.0
27-04-01 01:00,1.0
27-04-01 00:00,
26-04-01 23:00,1.0
26-04-01 22:00,1.0
26-04-01 21:00,1.0
26-04-01 20:00,1.9
26-04-01 19:00,1.1
26-04-01 18:00,1.0
26-04-01 17:00,1.0
26-04-01 16:00,1.0
26-04-01 15:00,1.0
26-04-01 14:00,1.0
26-04-01 13:00,1.1
