Datum Zeit,Goerlitz O3
,µg/m³
01-05-01 00:00,6
30-04-01 23:00,9
30-04-01 22:00,10
30-04-01 21:00,22
30-04-01 20:00,38
30-04-01 19:00,74
30-04-01 18:00,91
30-04-01 17:00,94
30-04-01 16:00,104
30-04-01 15:00,109
30-04-01 14:00,
30-04-01 13:00,102
30-04-01 12:00,102
30-04-01 11:00,99
30-04-01 10:00,96
30-04-01 09:00,95
30-04-01 08:00,82
30-04-01 07:00,83
30-04-01 06:00,55
30-04-01 05:00,34
30-04-01 04:00,4
30-04-01 03:00,18
30-04-01 02:00,26
30-04-01 01:00,5
30-04-01 00:00,4
29-04-01 23:00,12
29-04-01 22:00,57
29-04-01 21:00,67
29-04-01 20:00,76
29-04-01 19:00,88
29-04-01 18:00,97
29-04-01 17:00,93
29-04-01 16:00,79
29-04-01 15:00,75
29-04-01 14:00,
29-04-01 13:00,79
29-04-01 12:00,69
29-04-01 11:00,68
29-04-01 10:00,47
29-04-01 09:00,37
29-04-01 08:00,39
29-04-01 07:00,33
29-04-01 06:00,19
29-04-01 05:00,37
29-04-01 04:00,46
29-04-01 03:00,50
29-04-01 02:00,51
29-04-01 01:00,45
29-04-01 00:00,43
28-04-01 23:00,43
28-04-01 22:00,42
28-04-01 21:00,46
28-04-01 20:00,37
28-04-01 19:00,56
28-04-01 18:00,65
28-04-01 17:00,68
28-04-01 16:00,68
28-04-01 15:00,
28-04-01 14:00,72
28-04-01 13:00,74
28-04-01 12:00,76
28-04-01 11:00,69
28-04-01 10:00,62
28-04-01 09:00,51
28-04-01 08:00,36
28-04-01 07:00,35
28-04-01 06:00,36
28-04-01 05:00,19
28-04-01 04:00,24
28-04-01 03:00,12
28-04-01 02:00,12
28-04-01 01:00,8
28-04-01 00:00,25
27-04-01 23:00,23
27-04-01 22:00,25
27-04-01 21:00,48
27-04-01 20:00,57
27-04-01 19:00,66
27-04-01 18:00,61
27-04-01 17:00,69
27-04-01 16:00,82
27-04-01 15:00,
27-04-01 14:00,83
27-04-01 13:00,81
27-04-01 12:00,72
27-04-01 11:00,62
27-04-01 10:00,57
27-04-01 09:00,43
27-04-01 08:00,42
27-04-01 07:00,32
27-04-01 06:00,17
27-04-01 05:00,18
27-04-01 04:00,40
27-04-01 03:00,60
27-04-01 02:00,60
27-04-01 01:00,59
27-04-01 00:00,70
26-04-01 23:00,74
26-04-01 22:00,64
26-04-01 21:00,54
26-04-01 20:00,61
26-04-01 19:00,53
26-04-01 18:00,55
26-04-01 17:00,56
26-04-01 16:00,
26-04-01 15:00,57
26-04-01 14:00,66
26-04-01 13:00,57
26-04-01 12:00,64
26-04-01 11:00,65
26-04-01 10:00,57
26-04-01 09:00,45
26-04-01 08:00,43
26-04-01 07:00,40
26-04-01 06:00,47
26-04-01 05:00,63
26-04-01 04:00,78
26-04-01 03:00,76
26-04-01 02:00,85
26-04-01 01:00,89
26-04-01 00:00,99
25-04-01 23:00,83
25-04-01 22:00,58
25-04-01 21:00,27
25-04-01 20:00,21
25-04-01 19:00,103
25-04-01 18:00,113
25-04-01 17:00,122
25-04-01 16:00,
25-04-01 15:00,112
25-04-01 14:00,105
25-04-01 13:00,101
25-04-01 12:00,100
25-04-01 11:00,93
25-04-01 10:00,77
25-04-01 09:00,58
25-04-01 08:00,40
25-04-01 07:00,11
25-04-01 06:00,8
25-04-01 05:00,3
25-04-01 04:00,4
25-04-01 03:00,22
25-04-01 02:00,39
25-04-01 01:00,16
25-04-01 00:00,8
24-04-01 23:00,8
24-04-01 22:00,2
24-04-01 21:00,12
24-04-01 20:00,50
24-04-01 19:00,112
24-04-01 18:00,92
24-04-01 17:00,
24-04-01 16:00,100
24-04-01 15:00,97
24-04-01 14:00,88
24-04-01 13:00,91
24-04-01 12:00,90
24-04-01 11:00,75
24-04-01 10:00,70
24-04-01 09:00,57
24-04-01 08:00,31
24-04-01 07:00,10
24-04-01 06:00,2
24-04-01 05:00,7
24-04-01 04:00,14
24-04-01 03:00,12
24-04-01 02:00,9
24-04-01 01:00,10
24-04-01 00:00,8
23-04-01 23:00,6
23-04-01 22:00,5
23-04-01 21:00,19
23-04-01 20:00,22
23-04-01 19:00,36
23-04-01 18:00,60
23-04-01 17:00,
23-04-01 16:00,64
23-04-01 15:00,62
23-04-01 14:00,55
23-04-01 13:00,51
23-04-01 12:00,51
23-04-01 11:00,46
23-04-01 10:00,46
23-04-01 09:00,41
23-04-01 08:00,42
23-04-01 07:00,40
23-04-01 06:00,41
23-04-01 05:00,47
23-04-01 04:00,51
23-04-01 03:00,56
23-04-01 02:00,61
23-04-01 01:00,59
23-04-01 00:00,58
22-04-01 23:00,59
22-04-01 22:00,60
22-04-01 21:00,55
22-04-01 20:00,53
22-04-01 19:00,56
22-04-01 18:00,
22-04-01 17:00,50
22-04-01 16:00,58
22-04-01 15:00,60
22-04-01 14:00,57
22-04-01 13:00,55
22-04-01 12:00,56
22-04-01 11:00,57
22-04-01 10:00,59
22-04-01 09:00,58
22-04-01 08:00,60
22-04-01 07:00,66
22-04-01 06:00,71
22-04-01 05:00,73
22-04-01 04:00,72
22-04-01 03:00,70
22-04-01 02:00,70
22-04-01 01:00,74
22-04-01 00:00,72
21-04-01 23:00,72
21-04-01 22:00,65
21-04-01 21:00,69
21-04-01 20:00,66
