Datum Zeit,Klingenthal NO
,µg/m³
01-05-01 00:00,7
30-04-01 23:00,2
30-04-01 22:00,5
30-04-01 21:00,1
30-04-01 20:00,1
30-04-01 19:00,1
30-04-01 18:00,2
30-04-01 17:00,2
30-04-01 16:00,2
30-04-01 15:00,3
30-04-01 14:00,3
30-04-01 13:00,4
30-04-01 12:00,5
30-04-01 11:00,6
30-04-01 10:00,8
30-04-01 09:00,7
30-04-01 08:00,25
30-04-01 07:00,
30-04-01 06:00,57
30-04-01 05:00,31
30-04-01 04:00,1
30-04-01 03:00,1
30-04-01 02:00,2
30-04-01 01:00,2
30-04-01 00:00,2
29-04-01 23:00,3
29-04-01 22:00,2
29-04-01 21:00,4
29-04-01 20:00,3
29-04-01 19:00,1
29-04-01 18:00,2
29-04-01 17:00,2
29-04-01 16:00,1
29-04-01 15:00,2
29-04-01 14:00,1
29-04-01 13:00,2
29-04-01 12:00,1
29-04-01 11:00,1
29-04-01 10:00,2
29-04-01 09:00,1
29-04-01 08:00,1
29-04-01 07:00,
29-04-01 06:00,1
29-04-01 05:00,1
29-04-01 04:00,1
29-04-01 03:00,2
29-04-01 02:00,1
29-04-01 01:00,2
29-04-01 00:00,1
28-04-01 23:00,1
28-04-01 22:00,1
28-04-01 21:00,1
28-04-01 20:00,2
28-04-01 19:00,2
28-04-01 18:00,2
28-04-01 17:00,1
28-04-01 16:00,1
28-04-01 15:00,2
28-04-01 14:00,3
28-04-01 13:00,2
28-04-01 12:00,3
28-04-01 11:00,3
28-04-01 10:00,3
28-04-01 09:00,5
28-04-01 08:00,
28-04-01 07:00,1
28-04-01 06:00,1
28-04-01 05:00,1
28-04-01 04:00,1
28-04-01 03:00,1
28-04-01 02:00,1
28-04-01 01:00,1
28-04-01 00:00,1
27-04-01 23:00,3
27-04-01 22:00,1
27-04-01 21:00,1
27-04-01 20:00,2
27-04-01 19:00,1
27-04-01 18:00,3
27-04-01 17:00,1
27-04-01 16:00,5
27-04-01 15:00,7
27-04-01 14:00,5
27-04-01 13:00,7
27-04-01 12:00,8
27-04-01 11:00,6
27-04-01 10:00,6
27-04-01 09:00,11
27-04-01 08:00,
27-04-01 07:00,10
27-04-01 06:00,13
27-04-01 05:00,2
27-04-01 04:00,1
27-04-01 03:00,1
27-04-01 02:00,1
27-04-01 01:00,1
27-04-01 00:00,1
26-04-01 23:00,1
26-04-01 22:00,1
26-04-01 21:00,1
26-04-01 20:00,1
26-04-01 19:00,2
26-04-01 18:00,4
26-04-01 17:00,5
26-04-01 16:00,5
26-04-01 15:00,7
26-04-01 14:00,4
26-04-01 13:00,7
26-04-01 12:00,5
