Datum Zeit,Freiberg SO2
,µg/m³
01-05-01 00:00,4.6
30-04-01 23:00,3.7
30-04-01 22:00,3.5
30-04-01 21:00,3.8
30-04-01 20:00,5.9
30-04-01 19:00,5.6
30-04-01 18:00,3.5
30-04-01 17:00,3.9
30-04-01 16:00,6.2
30-04-01 15:00,7.1
30-04-01 14:00,11.2
30-04-01 13:00,17.7
30-04-01 12:00,12.8
30-04-01 11:00,6.4
30-04-01 10:00,5.2
30-04-01 09:00,5.5
30-04-01 08:00,4.6
30-04-01 07:00,4.5
30-04-01 06:00,4.2
30-04-01 05:00,4.0
30-04-01 04:00,1.6
30-04-01 03:00,1.0
30-04-01 02:00,1.0
30-04-01 01:00,
30-04-01 00:00,1.5
29-04-01 23:00,1.4
29-04-01 22:00,2.2
29-04-01 21:00,2.0
29-04-01 20:00,2.4
29-04-01 19:00,5.2
29-04-01 18:00,2.0
29-04-01 17:00,2.8
29-04-01 16:00,2.7
29-04-01 15:00,3.1
29-04-01 14:00,4.0
29-04-01 13:00,3.5
29-04-01 12:00,1.6
29-04-01 11:00,1.6
29-04-01 10:00,1.8
29-04-01 09:00,2.9
29-04-01 08:00,2.5
29-04-01 07:00,1.0
29-04-01 06:00,1.0
29-04-01 05:00,1.0
29-04-01 04:00,1.0
29-04-01 03:00,1.0
29-04-01 02:00,1.0
29-04-01 01:00,
29-04-01 00:00,1.0
28-04-01 23:00,1.0
28-04-01 22:00,1.0
28-04-01 21:00,1.0
28-04-01 20:00,1.0
28-04-01 19:00,1.0
28-04-01 18:00,1.0
28-04-01 17:00,1.0
28-04-01 16:00,1.0
28-04-01 15:00,1.0
28-04-01 14:00,1.0
28-04-01 13:00,1.0
28-04-01 12:00,1.0
28-04-01 11:00,1.0
28-04-01 10:00,1.0
28-04-01 09:00,1.0
28-04-01 08:00,1.0
28-04-01 07:00,1.0
28-04-01 06:00,1.0
28-04-01 05:00,1.0
28-04-01 04:00,1.0
28-04-01 03:00,1.0
28-04-01 02:00,1.0
28-04-01 01:00,
28-04-01 00:00,1.4
27-04-01 23:00,1.7
27-04-01 22:00,1.4
27-04-01 21:00,1.5
27-04-01 20:00,1.6
27-04-01 19:00,1.9
27-04-01 18:00,2.3
27-04-01 17:00,2.1
27-04-01 16:00,2.3
27-04-01 15:00,2.0
27-04-01 14:00,2.6
27-04-01 13:00,2.2
27-04-01 12:00,2.1
27-04-01 11:00,2.2
