Datum Zeit,Leipzig-Mitte PM2.5
,µg/m³
30-06-16,8.51
29-06-16,6.73
28-06-16,8.05
27-06-16,6.65
26-06-16,7.04
25-06-16,14.00
24-06-16,13.53
23-06-16,11.22
22-06-16,8.05
21-06-16,7.13
20-06-16,8.86
19-06-16,7.01
18-06-16,6.16
17-06-16,7.11
16-06-16,6.88
15-06-16,6.54
14-06-16,6.67
13-06-16,11.13
12-06-16,11.28
11-06-16,9.73
10-06-16,9.65
09-06-16,10.62
08-06-16,13.19
07-06-16,11.37
06-06-16,14.15
05-06-16,18.21
04-06-16,18.40
03-06-16,13.15
02-06-16,8.76
01-06-16,12.46

