Datum Zeit,Carlsfeld PM10
,µg/m³
30-06-16,5
29-06-16,5
28-06-16,5
27-06-16,5
26-06-16,5
25-06-16,15
24-06-16,12
23-06-16,8
22-06-16,5
21-06-16,4
20-06-16,6
19-06-16,5
18-06-16,3
17-06-16,3
16-06-16,5
15-06-16,4
14-06-16,5
13-06-16,4
12-06-16,7
11-06-16,7
10-06-16,11
09-06-16,14
08-06-16,10
07-06-16,8
06-06-16,10
05-06-16,12
04-06-16,10
03-06-16,7
02-06-16,7
01-06-16,7

