Datum Zeit,Collmberg PM10
,µg/m³
30-06-16,8
29-06-16,8
28-06-16,9
27-06-16,7
26-06-16,7
25-06-16,20
24-06-16,16
23-06-16,13
22-06-16,7
21-06-16,6
20-06-16,10
19-06-16,9
18-06-16,6
17-06-16,6
16-06-16,7
15-06-16,7
14-06-16,8
13-06-16,10
12-06-16,11
11-06-16,14
10-06-16,13
09-06-16,17
08-06-16,19
07-06-16,12
06-06-16,16
05-06-16,18
04-06-16,17
03-06-16,12
02-06-16,9
01-06-16,11

