Datum Zeit,Dresden-Bergstraße PM2.5
,µg/m³
30-06-16,7.61
29-06-16,6.69
28-06-16,8.73
27-06-16,6.62
26-06-16,6.77
25-06-16,17.24
24-06-16,16.20
23-06-16,10.48
22-06-16,9.98
21-06-16,7.69
20-06-16,8.83
19-06-16,6.60
18-06-16,5.45
17-06-16,6.20
16-06-16,7.16
15-06-16,6.28
14-06-16,6.25
13-06-16,9.33
12-06-16,10.22
11-06-16,11.78
10-06-16,10.13
09-06-16,
08-06-16,12.01
07-06-16,10.95
06-06-16,9.54
05-06-16,14.03
04-06-16,13.27
03-06-16,11.15
02-06-16,7.94
01-06-16,11.80

