Datum Zeit,Leipzig-Mitte PM10
,µg/m³
30-06-16,18
29-06-16,15
28-06-16,15
27-06-16,15
26-06-16,12
25-06-16,22
24-06-16,26
23-06-16,20
22-06-16,16
21-06-16,14
20-06-16,19
19-06-16,14
18-06-16,14
17-06-16,13
16-06-16,17
15-06-16,17
14-06-16,16
13-06-16,20
12-06-16,18
11-06-16,22
10-06-16,22
09-06-16,24
08-06-16,29
07-06-16,22
06-06-16,26
05-06-16,29
04-06-16,28
03-06-16,21
02-06-16,17
01-06-16,23

