Datum Zeit,Chemnitz-Leipziger Str. PM2.5
,µg/m³
30-06-16,7.37
29-06-16,6.98
28-06-16,6.66
27-06-16,6.44
26-06-16,5.47
25-06-16,12.19
24-06-16,15.11
23-06-16,10.73
22-06-16,7.64
21-06-16,6.43
20-06-16,7.20
19-06-16,6.10
18-06-16,5.15
17-06-16,5.32
16-06-16,5.63
15-06-16,5.05
14-06-16,5.21
13-06-16,8.09
12-06-16,8.08
11-06-16,10.23
10-06-16,9.07
09-06-16,11.88
08-06-16,12.01
07-06-16,7.68
06-06-16,11.10
05-06-16,13.00
04-06-16,12.63
03-06-16,9.15
02-06-16,7.23
01-06-16,15.13

