Datum Zeit,Bautzen PM10
,µg/m³
30-06-16,8
29-06-16,7
28-06-16,11
27-06-16,9
26-06-16,8
25-06-16,24
24-06-16,18
23-06-16,11
22-06-16,8
21-06-16,9
20-06-16,13
19-06-16,9
18-06-16,6
17-06-16,7
16-06-16,8
15-06-16,7
14-06-16,8
13-06-16,14
12-06-16,12
11-06-16,16
10-06-16,17
09-06-16,19
08-06-16,15
07-06-16,13
06-06-16,14
05-06-16,17
04-06-16,19
03-06-16,15
02-06-16,11
01-06-16,13

