Datum Zeit,Leipzig-Mitte CO
,mg/m3
01-07-01 00:00,0.3
30-06-01 23:00,0.5
30-06-01 22:00,0.6
30-06-01 21:00,0.3
30-06-01 20:00,0.4
30-06-01 19:00,0.3
30-06-01 18:00,0.2
30-06-01 17:00,0.4
30-06-01 16:00,0.6
30-06-01 15:00,0.7
30-06-01 14:00,0.5
30-06-01 13:00,0.8
30-06-01 12:00,0.6
30-06-01 11:00,0.6
30-06-01 10:00,0.4
30-06-01 09:00,0.4
30-06-01 08:00,0.5
30-06-01 07:00,0.5
30-06-01 06:00,0.8
30-06-01 05:00,0.6
30-06-01 04:00,0.8
30-06-01 03:00,0.9
30-06-01 02:00,1.5
30-06-01 01:00,2.1
30-06-01 00:00,1.8
29-06-01 23:00,1.2
29-06-01 22:00,2.0
29-06-01 21:00,2.0
29-06-01 20:00,1.6
29-06-01 19:00,1.3
29-06-01 18:00,1.4
29-06-01 17:00,1.1
29-06-01 16:00,0.8
29-06-01 15:00,1.1
29-06-01 14:00,0.9
29-06-01 13:00,0.9
29-06-01 12:00,0.5
29-06-01 11:00,0.7
29-06-01 10:00,1.2
29-06-01 09:00,1.1
29-06-01 08:00,
29-06-01 07:00,1.7
29-06-01 06:00,1.0
29-06-01 05:00,0.9
29-06-01 04:00,0.4
29-06-01 03:00,0.3
29-06-01 02:00,0.3
29-06-01 01:00,0.3
29-06-01 00:00,0.4
28-06-01 23:00,0.6
28-06-01 22:00,0.6
28-06-01 21:00,1.2
28-06-01 20:00,2.4
28-06-01 19:00,1.8
28-06-01 18:00,1.9
28-06-01 17:00,1.8
28-06-01 16:00,2.3
28-06-01 15:00,1.4
28-06-01 14:00,1.5
28-06-01 13:00,1.6
28-06-01 12:00,1.8
28-06-01 11:00,1.9
28-06-01 10:00,1.5
28-06-01 09:00,2.0
28-06-01 08:00,0.3
28-06-01 07:00,0.9
28-06-01 06:00,0.9
28-06-01 05:00,0.4
28-06-01 04:00,0.2
28-06-01 03:00,0.3
28-06-01 02:00,0.2
28-06-01 01:00,0.2
28-06-01 00:00,0.3
27-06-01 23:00,0.2
27-06-01 22:00,0.1
27-06-01 21:00,0.5
27-06-01 20:00,0.5
27-06-01 19:00,0.5
27-06-01 18:00,0.3
27-06-01 17:00,0.5
27-06-01 16:00,0.5
27-06-01 15:00,0.7
27-06-01 14:00,0.8
27-06-01 13:00,0.4
27-06-01 12:00,0.6
27-06-01 11:00,0.4
27-06-01 10:00,0.5
27-06-01 09:00,0.8
27-06-01 08:00,
27-06-01 07:00,0.9
27-06-01 06:00,0.7
27-06-01 05:00,0.3
27-06-01 04:00,0.1
27-06-01 03:00,0.1
27-06-01 02:00,0.1
27-06-01 01:00,0.2
27-06-01 00:00,0.3
26-06-01 23:00,0.5
26-06-01 22:00,0.6
26-06-01 21:00,0.3
26-06-01 20:00,0.6
26-06-01 19:00,0.6
26-06-01 18:00,0.8
26-06-01 17:00,0.7
26-06-01 16:00,0.5
26-06-01 15:00,0.6
26-06-01 14:00,0.5
26-06-01 13:00,0.5
26-06-01 12:00,0.8
26-06-01 11:00,0.8
26-06-01 10:00,0.9
26-06-01 09:00,0.7
26-06-01 08:00,1.6
26-06-01 07:00,2.0
26-06-01 06:00,2.1
26-06-01 05:00,0.7
26-06-01 04:00,0.2
26-06-01 03:00,0.1
26-06-01 02:00,0.1
26-06-01 01:00,0.2
26-06-01 00:00,0.2
25-06-01 23:00,0.6
25-06-01 22:00,0.8
25-06-01 21:00,1.2
25-06-01 20:00,1.2
25-06-01 19:00,0.9
25-06-01 18:00,1.5
25-06-01 17:00,1.2
25-06-01 16:00,1.0
25-06-01 15:00,0.6
25-06-01 14:00,0.9
25-06-01 13:00,0.8
25-06-01 12:00,0.7
25-06-01 11:00,0.8
25-06-01 10:00,0.8
25-06-01 09:00,
25-06-01 08:00,0.6
25-06-01 07:00,0.7
25-06-01 06:00,1.6
25-06-01 05:00,0.8
25-06-01 04:00,0.2
25-06-01 03:00,0.2
25-06-01 02:00,0.1
25-06-01 01:00,0.2
25-06-01 00:00,0.3
24-06-01 23:00,0.7
24-06-01 22:00,0.9
24-06-01 21:00,1.0
24-06-01 20:00,0.7
24-06-01 19:00,0.8
24-06-01 18:00,0.8
24-06-01 17:00,0.6
24-06-01 16:00,0.5
24-06-01 15:00,0.5
24-06-01 14:00,0.5
24-06-01 13:00,0.6
24-06-01 12:00,0.5
24-06-01 11:00,0.5
24-06-01 10:00,0.4
24-06-01 09:00,0.3
24-06-01 08:00,0.2
24-06-01 07:00,0.2
24-06-01 06:00,0.3
24-06-01 05:00,0.4
24-06-01 04:00,0.6
24-06-01 03:00,0.8
24-06-01 02:00,0.5
24-06-01 01:00,0.6
24-06-01 00:00,0.4
23-06-01 23:00,0.8
23-06-01 22:00,1.2
23-06-01 21:00,1.0
23-06-01 20:00,0.8
23-06-01 19:00,0.7
23-06-01 18:00,0.6
23-06-01 17:00,0.8
23-06-01 16:00,0.8
23-06-01 15:00,0.6
23-06-01 14:00,0.6
23-06-01 13:00,0.8
23-06-01 12:00,0.6
23-06-01 11:00,0.6
23-06-01 10:00,0.7
23-06-01 09:00,
23-06-01 08:00,0.3
23-06-01 07:00,0.2
23-06-01 06:00,0.2
23-06-01 05:00,0.1
23-06-01 04:00,0.1
23-06-01 03:00,0.2
23-06-01 02:00,0.4
23-06-01 01:00,0.4
23-06-01 00:00,0.6
22-06-01 23:00,0.7
22-06-01 22:00,0.8
22-06-01 21:00,1.0
22-06-01 20:00,1.0
22-06-01 19:00,1.5
22-06-01 18:00,1.4
22-06-01 17:00,1.6
22-06-01 16:00,1.2
22-06-01 15:00,1.5
22-06-01 14:00,1.2
22-06-01 13:00,1.8
22-06-01 12:00,0.8
22-06-01 11:00,0.5
22-06-01 10:00,0.7
22-06-01 09:00,0.8
22-06-01 08:00,1.8
22-06-01 07:00,1.6
22-06-01 06:00,0.9
22-06-01 05:00,0.3
22-06-01 04:00,0.1
22-06-01 03:00,0.1
22-06-01 02:00,0.2
22-06-01 01:00,0.2
22-06-01 00:00,0.3
21-06-01 23:00,0.4
21-06-01 22:00,0.8
21-06-01 21:00,0.7
21-06-01 20:00,1.5
21-06-01 19:00,1.2
21-06-01 18:00,1.1
21-06-01 17:00,1.4
21-06-01 16:00,1.3
21-06-01 15:00,1.2
21-06-01 14:00,0.7
21-06-01 13:00,1.5
21-06-01 12:00,1.0
21-06-01 11:00,0.5
21-06-01 10:00,
21-06-01 09:00,0.5
21-06-01 08:00,0.3
21-06-01 07:00,0.2
21-06-01 06:00,0.3
21-06-01 05:00,0.3
21-06-01 04:00,0.1
21-06-01 03:00,0.1
21-06-01 02:00,0.2
21-06-01 01:00,0.5
21-06-01 00:00,0.6
20-06-01 23:00,1.2
20-06-01 22:00,0.9
20-06-01 21:00,0.8
20-06-01 20:00,0.5
20-06-01 19:00,0.6
20-06-01 18:00,1.2
20-06-01 17:00,0.8
20-06-01 16:00,0.9
20-06-01 15:00,0.9
20-06-01 14:00,0.7
20-06-01 13:00,0.5
20-06-01 12:00,0.4
20-06-01 11:00,0.6
20-06-01 10:00,0.5
20-06-01 09:00,0.7
20-06-01 08:00,0.8
20-06-01 07:00,0.6
20-06-01 06:00,1.3
20-06-01 05:00,0.6
20-06-01 04:00,0.2
20-06-01 03:00,0.3
20-06-01 02:00,0.1
20-06-01 01:00,0.3
20-06-01 00:00,0.5
19-06-01 23:00,0.4
19-06-01 22:00,0.7
19-06-01 21:00,0.5
19-06-01 20:00,0.7
19-06-01 19:00,0.6
19-06-01 18:00,1.0
19-06-01 17:00,1.1
19-06-01 16:00,1.2
19-06-01 15:00,0.9
19-06-01 14:00,0.7
19-06-01 13:00,0.7
19-06-01 12:00,0.5
19-06-01 11:00,0.6
19-06-01 10:00,
19-06-01 09:00,0.9
19-06-01 08:00,0.9
19-06-01 07:00,1.2
19-06-01 06:00,1.1
19-06-01 05:00,0.4
19-06-01 04:00,0.1
19-06-01 03:00,0.1
19-06-01 02:00,0.1
19-06-01 01:00,0.1
19-06-01 00:00,0.2
18-06-01 23:00,0.2
18-06-01 22:00,0.5
18-06-01 21:00,0.6
18-06-01 20:00,0.7
18-06-01 19:00,1.2
18-06-01 18:00,1.0
18-06-01 17:00,1.3
18-06-01 16:00,1.5
18-06-01 15:00,1.2
18-06-01 14:00,1.1
18-06-01 13:00,0.9
18-06-01 12:00,0.9
18-06-01 11:00,0.9
18-06-01 10:00,0.8
18-06-01 09:00,1.0
18-06-01 08:00,1.5
18-06-01 07:00,1.6
18-06-01 06:00,0.8
18-06-01 05:00,0.9
18-06-01 04:00,0.2
18-06-01 03:00,0.1
18-06-01 02:00,0.1
18-06-01 01:00,0.2
18-06-01 00:00,0.2
17-06-01 23:00,0.7
17-06-01 22:00,0.9
17-06-01 21:00,0.5
17-06-01 20:00,0.6
17-06-01 19:00,0.5
17-06-01 18:00,0.4
17-06-01 17:00,0.5
17-06-01 16:00,0.4
17-06-01 15:00,0.2
17-06-01 14:00,0.4
17-06-01 13:00,0.3
17-06-01 12:00,0.1
17-06-01 11:00,
17-06-01 10:00,0.2
17-06-01 09:00,0.1
17-06-01 08:00,0.1
17-06-01 07:00,0.1
17-06-01 06:00,0.2
17-06-01 05:00,0.2
17-06-01 04:00,0.7
17-06-01 03:00,0.6
17-06-01 02:00,0.6
17-06-01 01:00,1.1
17-06-01 00:00,0.7
16-06-01 23:00,0.7
16-06-01 22:00,0.5
16-06-01 21:00,0.4
16-06-01 20:00,0.4
16-06-01 19:00,0.6
16-06-01 18:00,0.4
16-06-01 17:00,0.5
16-06-01 16:00,1.1
16-06-01 15:00,1.0
16-06-01 14:00,0.5
16-06-01 13:00,0.3
16-06-01 12:00,0.4
16-06-01 11:00,0.5
16-06-01 10:00,0.3
16-06-01 09:00,0.4
16-06-01 08:00,0.2
16-06-01 07:00,0.2
16-06-01 06:00,0.2
16-06-01 05:00,0.1
16-06-01 04:00,0.2
16-06-01 03:00,0.2
16-06-01 02:00,0.4
16-06-01 01:00,0.2
16-06-01 00:00,0.3
15-06-01 23:00,1.3
15-06-01 22:00,1.0
15-06-01 21:00,0.8
15-06-01 20:00,0.7
15-06-01 19:00,0.4
15-06-01 18:00,0.4
15-06-01 17:00,0.6
15-06-01 16:00,0.6
15-06-01 15:00,0.6
15-06-01 14:00,0.4
15-06-01 13:00,0.7
15-06-01 12:00,0.5
15-06-01 11:00,
15-06-01 10:00,0.7
15-06-01 09:00,
15-06-01 08:00,1.1
15-06-01 07:00,0.9
15-06-01 06:00,0.9
15-06-01 05:00,0.6
15-06-01 04:00,0.1
15-06-01 03:00,0.2
15-06-01 02:00,0.2
15-06-01 01:00,0.5
15-06-01 00:00,0.6
14-06-01 23:00,1.0
14-06-01 22:00,1.5
14-06-01 21:00,1.2
14-06-01 20:00,1.7
14-06-01 19:00,2.3
14-06-01 18:00,1.4
14-06-01 17:00,1.6
14-06-01 16:00,1.4
14-06-01 15:00,0.9
14-06-01 14:00,0.9
14-06-01 13:00,0.8
14-06-01 12:00,0.4
14-06-01 11:00,0.5
14-06-01 10:00,0.6
14-06-01 09:00,0.8
14-06-01 08:00,0.8
14-06-01 07:00,1.4
14-06-01 06:00,2.8
14-06-01 05:00,1.7
14-06-01 04:00,0.2
14-06-01 03:00,0.1
14-06-01 02:00,0.1
14-06-01 01:00,0.2
14-06-01 00:00,0.2
13-06-01 23:00,0.4
13-06-01 22:00,0.6
13-06-01 21:00,0.3
13-06-01 20:00,0.2
13-06-01 19:00,0.8
13-06-01 18:00,1.0
13-06-01 17:00,0.9
13-06-01 16:00,0.9
13-06-01 15:00,0.7
13-06-01 14:00,
13-06-01 13:00,0.7
13-06-01 12:00,0.8
13-06-01 11:00,0.8
13-06-01 10:00,0.6
13-06-01 09:00,0.9
13-06-01 08:00,1.1
13-06-01 07:00,2.5
13-06-01 06:00,1.9
13-06-01 05:00,1.1
13-06-01 04:00,0.3
13-06-01 03:00,0.3
13-06-01 02:00,0.5
13-06-01 01:00,0.4
13-06-01 00:00,0.9
12-06-01 23:00,2.1
12-06-01 22:00,2.2
12-06-01 21:00,1.7
12-06-01 20:00,2.1
12-06-01 19:00,1.6
12-06-01 18:00,2.0
12-06-01 17:00,1.2
12-06-01 16:00,1.6
12-06-01 15:00,1.9
12-06-01 14:00,1.8
12-06-01 13:00,0.5
12-06-01 12:00,0.5
12-06-01 11:00,0.4
12-06-01 10:00,0.3
12-06-01 09:00,0.4
12-06-01 08:00,0.3
12-06-01 07:00,0.5
12-06-01 06:00,0.2
12-06-01 05:00,0.1
12-06-01 04:00,0.1
12-06-01 03:00,0.1
12-06-01 02:00,0.1
12-06-01 01:00,0.1
12-06-01 00:00,0.2
11-06-01 23:00,0.2
11-06-01 22:00,0.3
11-06-01 21:00,0.3
11-06-01 20:00,0.7
11-06-01 19:00,0.6
11-06-01 18:00,1.0
11-06-01 17:00,1.0
11-06-01 16:00,1.0
11-06-01 15:00,0.9
11-06-01 14:00,
11-06-01 13:00,0.6
11-06-01 12:00,0.8
11-06-01 11:00,0.8
11-06-01 10:00,1.1
11-06-01 09:00,1.3
11-06-01 08:00,1.6
11-06-01 07:00,2.2
11-06-01 06:00,2.2
11-06-01 05:00,0.9
11-06-01 04:00,0.2
11-06-01 03:00,0.1
11-06-01 02:00,0.2
11-06-01 01:00,0.1
11-06-01 00:00,0.4
10-06-01 23:00,0.5
10-06-01 22:00,1.1
10-06-01 21:00,1.1
10-06-01 20:00,0.7
10-06-01 19:00,0.9
10-06-01 18:00,0.8
10-06-01 17:00,0.8
10-06-01 16:00,1.1
10-06-01 15:00,1.6
10-06-01 14:00,1.2
10-06-01 13:00,1.2
10-06-01 12:00,1.5
10-06-01 11:00,1.4
10-06-01 10:00,1.0
10-06-01 09:00,0.4
10-06-01 08:00,0.3
10-06-01 07:00,0.2
10-06-01 06:00,0.2
10-06-01 05:00,0.1
10-06-01 04:00,0.3
10-06-01 03:00,0.3
10-06-01 02:00,0.3
10-06-01 01:00,0.5
10-06-01 00:00,0.7
09-06-01 23:00,0.7
09-06-01 22:00,0.8
09-06-01 21:00,0.8
09-06-01 20:00,0.5
09-06-01 19:00,0.2
09-06-01 18:00,0.2
09-06-01 17:00,0.5
09-06-01 16:00,0.8
09-06-01 15:00,
09-06-01 14:00,0.8
09-06-01 13:00,1.3
09-06-01 12:00,0.8
09-06-01 11:00,0.6
09-06-01 10:00,0.8
09-06-01 09:00,1.0
09-06-01 08:00,0.6
09-06-01 07:00,0.4
09-06-01 06:00,0.6
09-06-01 05:00,0.3
09-06-01 04:00,0.5
09-06-01 03:00,0.4
09-06-01 02:00,1.2
09-06-01 01:00,1.0
09-06-01 00:00,1.5
08-06-01 23:00,0.4
08-06-01 22:00,0.7
08-06-01 21:00,0.7
08-06-01 20:00,0.8
08-06-01 19:00,0.7
08-06-01 18:00,0.9
08-06-01 17:00,0.6
08-06-01 16:00,0.4
08-06-01 15:00,0.4
08-06-01 14:00,0.3
08-06-01 13:00,0.6
08-06-01 12:00,0.3
08-06-01 11:00,0.3
08-06-01 10:00,0.9
08-06-01 09:00,0.8
08-06-01 08:00,1.4
08-06-01 07:00,1.6
08-06-01 06:00,1.1
08-06-01 05:00,0.3
08-06-01 04:00,0.1
08-06-01 03:00,0.1
08-06-01 02:00,0.2
08-06-01 01:00,0.4
08-06-01 00:00,0.3
07-06-01 23:00,0.6
07-06-01 22:00,0.6
07-06-01 21:00,0.5
07-06-01 20:00,0.4
07-06-01 19:00,0.3
07-06-01 18:00,0.4
07-06-01 17:00,0.3
07-06-01 16:00,0.6
07-06-01 15:00,
07-06-01 14:00,0.3
07-06-01 13:00,0.3
07-06-01 12:00,0.2
07-06-01 11:00,0.3
07-06-01 10:00,0.2
07-06-01 09:00,0.2
07-06-01 08:00,0.3
07-06-01 07:00,0.4
07-06-01 06:00,0.2
07-06-01 05:00,0.1
07-06-01 04:00,0.2
07-06-01 03:00,0.2
07-06-01 02:00,0.2
07-06-01 01:00,0.1
07-06-01 00:00,0.3
06-06-01 23:00,0.5
06-06-01 22:00,0.8
06-06-01 21:00,1.0
06-06-01 20:00,0.7
06-06-01 19:00,0.7
06-06-01 18:00,0.9
06-06-01 17:00,0.7
06-06-01 16:00,1.1
06-06-01 15:00,0.8
06-06-01 14:00,1.2
06-06-01 13:00,0.9
06-06-01 12:00,1.2
06-06-01 11:00,0.9
06-06-01 10:00,0.3
06-06-01 09:00,1.0
06-06-01 08:00,0.5
06-06-01 07:00,0.7
06-06-01 06:00,0.9
06-06-01 05:00,0.3
06-06-01 04:00,0.3
06-06-01 03:00,0.1
06-06-01 02:00,0.1
06-06-01 01:00,0.3
06-06-01 00:00,0.8
05-06-01 23:00,0.9
05-06-01 22:00,1.8
05-06-01 21:00,2.3
05-06-01 20:00,1.5
05-06-01 19:00,1.1
05-06-01 18:00,1.2
05-06-01 17:00,1.0
05-06-01 16:00,
05-06-01 15:00,0.7
05-06-01 14:00,
05-06-01 13:00,
05-06-01 12:00,0.6
05-06-01 11:00,0.6
05-06-01 10:00,0.8
05-06-01 09:00,0.7
05-06-01 08:00,0.8
05-06-01 07:00,1.2
05-06-01 06:00,0.7
05-06-01 05:00,0.4
05-06-01 04:00,0.2
05-06-01 03:00,0.3
05-06-01 02:00,0.1
05-06-01 01:00,0.2
05-06-01 00:00,0.2
04-06-01 23:00,0.3
04-06-01 22:00,0.3
04-06-01 21:00,0.5
04-06-01 20:00,0.3
04-06-01 19:00,0.5
04-06-01 18:00,0.3
04-06-01 17:00,1.0
