Datum Zeit,Schwartenberg PM10
,µg/m³
30-06-01,21
29-06-01,18
28-06-01,23
27-06-01,27
26-06-01,15
25-06-01,17
24-06-01,9
23-06-01,7
22-06-01,8
21-06-01,12
20-06-01,11
19-06-01,12
18-06-01,8
17-06-01,9
16-06-01,12
15-06-01,23
14-06-01,23
13-06-01,23
12-06-01,16
11-06-01,9
10-06-01,13
09-06-01,17
08-06-01,9
07-06-01,12
06-06-01,
05-06-01,19
04-06-01,5
03-06-01,4
02-06-01,8
01-06-01,8

