Datum Zeit,Chemnitz-Mitte NO2
,µg/m³
01-07-01 00:00,21
30-06-01 23:00,16
30-06-01 22:00,
30-06-01 21:00,15
30-06-01 20:00,16
30-06-01 19:00,12
30-06-01 18:00,16
30-06-01 17:00,14
30-06-01 16:00,12
30-06-01 15:00,13
30-06-01 14:00,11
30-06-01 13:00,27
30-06-01 12:00,31
30-06-01 11:00,20
30-06-01 10:00,20
30-06-01 09:00,22
30-06-01 08:00,37
30-06-01 07:00,29
30-06-01 06:00,40
30-06-01 05:00,30
30-06-01 04:00,29
30-06-01 03:00,24
30-06-01 02:00,29
30-06-01 01:00,41
30-06-01 00:00,49
29-06-01 23:00,39
29-06-01 22:00,
29-06-01 21:00,30
29-06-01 20:00,23
29-06-01 19:00,14
29-06-01 18:00,17
29-06-01 17:00,21
29-06-01 16:00,16
29-06-01 15:00,16
29-06-01 14:00,17
29-06-01 13:00,19
29-06-01 12:00,20
29-06-01 11:00,24
29-06-01 10:00,30
29-06-01 09:00,30
29-06-01 08:00,30
29-06-01 07:00,46
29-06-01 06:00,55
29-06-01 05:00,44
29-06-01 04:00,32
29-06-01 03:00,24
29-06-01 02:00,26
29-06-01 01:00,16
29-06-01 00:00,27
28-06-01 23:00,
28-06-01 22:00,48
28-06-01 21:00,40
28-06-01 20:00,29
28-06-01 19:00,22
28-06-01 18:00,21
28-06-01 17:00,23
28-06-01 16:00,27
28-06-01 15:00,33
28-06-01 14:00,31
28-06-01 13:00,26
28-06-01 12:00,24
28-06-01 11:00,31
28-06-01 10:00,34
28-06-01 09:00,35
28-06-01 08:00,34
28-06-01 07:00,44
28-06-01 06:00,39
28-06-01 05:00,17
28-06-01 04:00,12
28-06-01 03:00,17
28-06-01 02:00,18
28-06-01 01:00,35
28-06-01 00:00,42
27-06-01 23:00,
27-06-01 22:00,27
27-06-01 21:00,25
27-06-01 20:00,26
27-06-01 19:00,21
27-06-01 18:00,23
27-06-01 17:00,24
27-06-01 16:00,21
27-06-01 15:00,39
27-06-01 14:00,27
27-06-01 13:00,39
27-06-01 12:00,30
27-06-01 11:00,30
27-06-01 10:00,28
27-06-01 09:00,34
27-06-01 08:00,59
27-06-01 07:00,68
27-06-01 06:00,55
27-06-01 05:00,53
27-06-01 04:00,39
27-06-01 03:00,31
27-06-01 02:00,40
27-06-01 01:00,48
27-06-01 00:00,
26-06-01 23:00,53
26-06-01 22:00,23
26-06-01 21:00,21
26-06-01 20:00,22
26-06-01 19:00,17
26-06-01 18:00,24
26-06-01 17:00,23
26-06-01 16:00,16
