Datum Zeit,Glauchau NO2
,µg/m³
01-07-01 00:00,
30-06-01 23:00,10
30-06-01 22:00,9
30-06-01 21:00,9
30-06-01 20:00,14
30-06-01 19:00,10
30-06-01 18:00,10
30-06-01 17:00,11
30-06-01 16:00,7
30-06-01 15:00,10
30-06-01 14:00,10
30-06-01 13:00,9
30-06-01 12:00,13
30-06-01 11:00,13
30-06-01 10:00,18
30-06-01 09:00,21
30-06-01 08:00,21
30-06-01 07:00,22
30-06-01 06:00,28
30-06-01 05:00,30
30-06-01 04:00,42
30-06-01 03:00,42
30-06-01 02:00,51
30-06-01 01:00,
30-06-01 00:00,59
29-06-01 23:00,47
29-06-01 22:00,32
29-06-01 21:00,51
29-06-01 20:00,40
29-06-01 19:00,38
29-06-01 18:00,35
29-06-01 17:00,36
29-06-01 16:00,35
29-06-01 15:00,39
29-06-01 14:00,38
29-06-01 13:00,38
29-06-01 12:00,41
29-06-01 11:00,40
29-06-01 10:00,39
29-06-01 09:00,35
29-06-01 08:00,42
29-06-01 07:00,47
29-06-01 06:00,48
29-06-01 05:00,35
29-06-01 04:00,38
29-06-01 03:00,35
29-06-01 02:00,30
29-06-01 01:00,
29-06-01 00:00,38
28-06-01 23:00,45
28-06-01 22:00,63
28-06-01 21:00,63
28-06-01 20:00,41
28-06-01 19:00,52
28-06-01 18:00,29
28-06-01 17:00,32
28-06-01 16:00,22
28-06-01 15:00,48
28-06-01 14:00,56
28-06-01 13:00,54
28-06-01 12:00,60
28-06-01 11:00,73
28-06-01 10:00,56
28-06-01 09:00,68
28-06-01 08:00,77
28-06-01 07:00,69
28-06-01 06:00,52
28-06-01 05:00,36
28-06-01 04:00,28
28-06-01 03:00,34
28-06-01 02:00,
28-06-01 01:00,46
28-06-01 00:00,58
27-06-01 23:00,54
27-06-01 22:00,63
27-06-01 21:00,35
27-06-01 20:00,23
27-06-01 19:00,18
27-06-01 18:00,21
27-06-01 17:00,15
27-06-01 16:00,20
27-06-01 15:00,19
27-06-01 14:00,21
27-06-01 13:00,37
27-06-01 12:00,31
27-06-01 11:00,50
27-06-01 10:00,42
27-06-01 09:00,51
27-06-01 08:00,48
27-06-01 07:00,45
27-06-01 06:00,38
27-06-01 05:00,33
27-06-01 04:00,28
27-06-01 03:00,30
27-06-01 02:00,
27-06-01 01:00,50
27-06-01 00:00,59
26-06-01 23:00,67
26-06-01 22:00,57
26-06-01 21:00,61
26-06-01 20:00,19
26-06-01 19:00,13
26-06-01 18:00,13
26-06-01 17:00,19
26-06-01 16:00,23
26-06-01 15:00,28
26-06-01 14:00,19
26-06-01 13:00,32
26-06-01 12:00,29
26-06-01 11:00,27
26-06-01 10:00,33
26-06-01 09:00,26
26-06-01 08:00,36
26-06-01 07:00,41
26-06-01 06:00,34
26-06-01 05:00,32
26-06-01 04:00,33
26-06-01 03:00,
26-06-01 02:00,44
26-06-01 01:00,54
26-06-01 00:00,55
25-06-01 23:00,66
25-06-01 22:00,66
25-06-01 21:00,44
25-06-01 20:00,20
25-06-01 19:00,35
25-06-01 18:00,32
25-06-01 17:00,38
25-06-01 16:00,34
25-06-01 15:00,42
25-06-01 14:00,46
25-06-01 13:00,32
25-06-01 12:00,41
25-06-01 11:00,35
25-06-01 10:00,33
25-06-01 09:00,41
25-06-01 08:00,42
25-06-01 07:00,41
25-06-01 06:00,35
25-06-01 05:00,27
25-06-01 04:00,27
