Datum Zeit,Borna BEN
,µg/m³
01-07-01 00:00,
30-06-01 23:00,1.7
30-06-01 22:00,0.9
30-06-01 21:00,2.2
30-06-01 20:00,2.9
30-06-01 19:00,3.1
30-06-01 18:00,2.3
30-06-01 17:00,2.5
30-06-01 16:00,1.4
30-06-01 15:00,2.5
30-06-01 14:00,2.9
30-06-01 13:00,1.1
30-06-01 12:00,2.2
30-06-01 11:00,3.0
30-06-01 10:00,3.9
30-06-01 09:00,3.4
30-06-01 08:00,2.6
30-06-01 07:00,2.7
30-06-01 06:00,1.7
30-06-01 05:00,1.6
30-06-01 04:00,1.2
30-06-01 03:00,1.0
30-06-01 02:00,1.5
30-06-01 01:00,2.3
30-06-01 00:00,3.5
29-06-01 23:00,3.8
29-06-01 22:00,3.1
29-06-01 21:00,1.3
29-06-01 20:00,0.8
29-06-01 19:00,1.3
29-06-01 18:00,2.0
29-06-01 17:00,1.3
29-06-01 16:00,1.5
29-06-01 15:00,2.7
29-06-01 14:00,2.7
29-06-01 13:00,2.8
29-06-01 12:00,3.3
29-06-01 11:00,3.7
29-06-01 10:00,3.2
29-06-01 09:00,3.1
29-06-01 08:00,3.3
29-06-01 07:00,4.8
29-06-01 06:00,4.2
29-06-01 05:00,2.1
29-06-01 04:00,1.4
29-06-01 03:00,0.9
29-06-01 02:00,1.0
29-06-01 01:00,1.7
29-06-01 00:00,2.2
28-06-01 23:00,3.0
28-06-01 22:00,3.9
28-06-01 21:00,4.0
28-06-01 20:00,2.0
28-06-01 19:00,1.1
28-06-01 18:00,1.3
28-06-01 17:00,1.5
28-06-01 16:00,1.3
28-06-01 15:00,2.4
28-06-01 14:00,2.2
28-06-01 13:00,2.8
28-06-01 12:00,2.5
28-06-01 11:00,3.9
28-06-01 10:00,4.8
28-06-01 09:00,3.9
28-06-01 08:00,2.3
28-06-01 07:00,2.9
28-06-01 06:00,0.7
28-06-01 05:00,1.1
28-06-01 04:00,1.2
28-06-01 03:00,1.3
28-06-01 02:00,1.4
28-06-01 01:00,1.7
28-06-01 00:00,1.5
27-06-01 23:00,2.0
27-06-01 22:00,2.1
27-06-01 21:00,2.1
27-06-01 20:00,3.4
27-06-01 19:00,2.1
27-06-01 18:00,3.4
27-06-01 17:00,2.9
27-06-01 16:00,2.7
27-06-01 15:00,2.5
27-06-01 14:00,3.0
27-06-01 13:00,2.2
27-06-01 12:00,2.5
27-06-01 11:00,3.1
27-06-01 10:00,3.8
27-06-01 09:00,3.9
27-06-01 08:00,
27-06-01 07:00,
27-06-01 06:00,
27-06-01 05:00,
27-06-01 04:00,1.1
27-06-01 03:00,0.7
27-06-01 02:00,0.6
27-06-01 01:00,1.3
27-06-01 00:00,2.6
26-06-01 23:00,4.1
26-06-01 22:00,2.8
26-06-01 21:00,2.5
26-06-01 20:00,2.2
26-06-01 19:00,2.1
26-06-01 18:00,2.0
26-06-01 17:00,3.7
26-06-01 16:00,4.0
26-06-01 15:00,3.3
26-06-01 14:00,3.2
26-06-01 13:00,3.2
26-06-01 12:00,6.2
26-06-01 11:00,1.3
26-06-01 10:00,2.2
26-06-01 09:00,1.2
26-06-01 08:00,1.2
26-06-01 07:00,2.6
26-06-01 06:00,3.1
26-06-01 05:00,1.7
26-06-01 04:00,0.6
26-06-01 03:00,0.6
26-06-01 02:00,0.6
26-06-01 01:00,0.6
26-06-01 00:00,0.7
