Datum Zeit,Freiberg SO2
,µg/m³
01-07-01 00:00,1.1
30-06-01 23:00,1.0
30-06-01 22:00,1.4
30-06-01 21:00,2.7
30-06-01 20:00,1.9
30-06-01 19:00,1.3
30-06-01 18:00,1.5
30-06-01 17:00,2.0
30-06-01 16:00,2.0
30-06-01 15:00,2.7
30-06-01 14:00,3.6
30-06-01 13:00,4.2
30-06-01 12:00,3.6
30-06-01 11:00,
30-06-01 10:00,2.8
30-06-01 09:00,3.1
30-06-01 08:00,2.1
30-06-01 07:00,1.7
30-06-01 06:00,1.9
30-06-01 05:00,1.6
30-06-01 04:00,1.1
30-06-01 03:00,1.4
30-06-01 02:00,1.5
30-06-01 01:00,1.5
30-06-01 00:00,1.2
29-06-01 23:00,1.0
29-06-01 22:00,1.0
29-06-01 21:00,1.0
29-06-01 20:00,1.0
29-06-01 19:00,1.0
29-06-01 18:00,1.0
29-06-01 17:00,1.0
29-06-01 16:00,1.2
29-06-01 15:00,1.0
29-06-01 14:00,1.1
29-06-01 13:00,1.0
29-06-01 12:00,1.0
29-06-01 11:00,
29-06-01 10:00,1.0
29-06-01 09:00,1.0
29-06-01 08:00,1.3
29-06-01 07:00,1.2
29-06-01 06:00,1.2
29-06-01 05:00,1.0
29-06-01 04:00,
29-06-01 03:00,1.0
29-06-01 02:00,1.0
29-06-01 01:00,1.0
29-06-01 00:00,1.1
28-06-01 23:00,1.6
28-06-01 22:00,1.6
28-06-01 21:00,1.3
28-06-01 20:00,1.3
28-06-01 19:00,1.3
28-06-01 18:00,1.3
28-06-01 17:00,1.3
28-06-01 16:00,1.1
28-06-01 15:00,1.6
28-06-01 14:00,1.6
28-06-01 13:00,1.6
28-06-01 12:00,2.3
28-06-01 11:00,4.3
28-06-01 10:00,5.7
28-06-01 09:00,6.5
28-06-01 08:00,4.2
28-06-01 07:00,2.8
28-06-01 06:00,2.5
28-06-01 05:00,
28-06-01 04:00,7.5
28-06-01 03:00,12.0
28-06-01 02:00,13.1
28-06-01 01:00,21.8
28-06-01 00:00,6.9
27-06-01 23:00,3.9
27-06-01 22:00,2.6
27-06-01 21:00,2.9
27-06-01 20:00,3.5
27-06-01 19:00,3.0
27-06-01 18:00,1.9
27-06-01 17:00,1.9
27-06-01 16:00,2.0
27-06-01 15:00,2.9
27-06-01 14:00,3.1
27-06-01 13:00,3.9
27-06-01 12:00,4.3
27-06-01 11:00,6.5
27-06-01 10:00,10.1
27-06-01 09:00,13.1
27-06-01 08:00,14.7
27-06-01 07:00,14.0
27-06-01 06:00,14.3
27-06-01 05:00,
27-06-01 04:00,3.8
27-06-01 03:00,1.0
27-06-01 02:00,1.0
27-06-01 01:00,1.0
27-06-01 00:00,1.0
26-06-01 23:00,1.0
26-06-01 22:00,1.0
26-06-01 21:00,1.2
26-06-01 20:00,1.0
26-06-01 19:00,2.1
26-06-01 18:00,1.0
26-06-01 17:00,1.0
26-06-01 16:00,1.1
26-06-01 15:00,1.0
26-06-01 14:00,1.0
26-06-01 13:00,1.0
26-06-01 12:00,1.0
26-06-01 11:00,1.2
26-06-01 10:00,1.3
26-06-01 09:00,1.0
26-06-01 08:00,1.0
26-06-01 07:00,1.7
26-06-01 06:00,
26-06-01 05:00,1.0
26-06-01 04:00,1.0
26-06-01 03:00,1.0
26-06-01 02:00,1.0
26-06-01 01:00,1.0
26-06-01 00:00,1.3
25-06-01 23:00,1.5
25-06-01 22:00,2.0
25-06-01 21:00,2.2
25-06-01 20:00,1.9
25-06-01 19:00,1.3
25-06-01 18:00,1.1
25-06-01 17:00,1.0
25-06-01 16:00,1.0
25-06-01 15:00,1.1
25-06-01 14:00,1.1
25-06-01 13:00,1.0
25-06-01 12:00,1.0
25-06-01 11:00,1.4
25-06-01 10:00,1.2
25-06-01 09:00,1.1
25-06-01 08:00,1.6
25-06-01 07:00,2.3
25-06-01 06:00,
25-06-01 05:00,1.3
25-06-01 04:00,1.0
25-06-01 03:00,1.0
25-06-01 02:00,1.0
25-06-01 01:00,1.1
25-06-01 00:00,1.1
24-06-01 23:00,1.0
24-06-01 22:00,1.2
24-06-01 21:00,1.0
24-06-01 20:00,1.0
24-06-01 19:00,1.0
24-06-01 18:00,1.0
24-06-01 17:00,1.0
24-06-01 16:00,2.9
24-06-01 15:00,4.0
24-06-01 14:00,6.2
24-06-01 13:00,6.8
24-06-01 12:00,4.9
24-06-01 11:00,5.2
24-06-01 10:00,3.8
24-06-01 09:00,3.0
24-06-01 08:00,2.0
24-06-01 07:00,
24-06-01 06:00,2.7
24-06-01 05:00,3.2
24-06-01 04:00,3.3
24-06-01 03:00,2.7
24-06-01 02:00,2.7
24-06-01 01:00,1.1
24-06-01 00:00,1.0
23-06-01 23:00,1.0
23-06-01 22:00,1.0
23-06-01 21:00,1.1
23-06-01 20:00,1.4
23-06-01 19:00,3.8
23-06-01 18:00,3.8
23-06-01 17:00,4.9
23-06-01 16:00,1.2
23-06-01 15:00,1.0
23-06-01 14:00,1.0
23-06-01 13:00,1.0
23-06-01 12:00,1.0
23-06-01 11:00,1.0
23-06-01 10:00,1.0
23-06-01 09:00,1.0
23-06-01 08:00,1.2
