Datum Zeit,Leipzig-Mitte O3
,µg/m³
01-07-01 00:00,44
30-06-01 23:00,41
30-06-01 22:00,43
30-06-01 21:00,54
30-06-01 20:00,68
30-06-01 19:00,85
30-06-01 18:00,90
30-06-01 17:00,89
30-06-01 16:00,88
30-06-01 15:00,88
30-06-01 14:00,86
30-06-01 13:00,82
30-06-01 12:00,93
30-06-01 11:00,80
30-06-01 10:00,78
30-06-01 09:00,71
30-06-01 08:00,44
30-06-01 07:00,19
30-06-01 06:00,
30-06-01 05:00,3
30-06-01 04:00,7
30-06-01 03:00,10
30-06-01 02:00,5
30-06-01 01:00,5
30-06-01 00:00,11
29-06-01 23:00,23
29-06-01 22:00,19
29-06-01 21:00,32
29-06-01 20:00,50
29-06-01 19:00,65
29-06-01 18:00,57
29-06-01 17:00,62
29-06-01 16:00,61
29-06-01 15:00,52
29-06-01 14:00,67
29-06-01 13:00,71
29-06-01 12:00,84
29-06-01 11:00,62
29-06-01 10:00,33
29-06-01 09:00,28
29-06-01 08:00,21
29-06-01 07:00,
29-06-01 06:00,6
29-06-01 05:00,6
29-06-01 04:00,14
29-06-01 03:00,15
29-06-01 02:00,23
29-06-01 01:00,32
29-06-01 00:00,45
28-06-01 23:00,46
28-06-01 22:00,45
28-06-01 21:00,41
28-06-01 20:00,24
28-06-01 19:00,32
28-06-01 18:00,41
28-06-01 17:00,36
28-06-01 16:00,31
28-06-01 15:00,42
28-06-01 14:00,23
28-06-01 13:00,18
28-06-01 12:00,12
28-06-01 11:00,17
28-06-01 10:00,22
28-06-01 09:00,14
28-06-01 08:00,45
28-06-01 07:00,
28-06-01 06:00,49
28-06-01 05:00,62
28-06-01 04:00,82
28-06-01 03:00,61
28-06-01 02:00,39
28-06-01 01:00,44
28-06-01 00:00,78
27-06-01 23:00,84
27-06-01 22:00,84
27-06-01 21:00,83
27-06-01 20:00,91
27-06-01 19:00,113
27-06-01 18:00,129
27-06-01 17:00,132
27-06-01 16:00,123
27-06-01 15:00,113
27-06-01 14:00,89
27-06-01 13:00,81
27-06-01 12:00,65
