Datum Zeit,Dresden-Bergstraße PM2.5
,µg/m³
30-09-12,9.13
29-09-12,9.64
28-09-12,9.15
27-09-12,8.39
26-09-12,11.68
25-09-12,8.16
24-09-12,9.27
23-09-12,8.51
22-09-12,10.28
21-09-12,10.81
20-09-12,9.52
19-09-12,9.18
18-09-12,14.45
17-09-12,15.86
16-09-12,9.87
15-09-12,8.51
14-09-12,10.25
13-09-12,14.37
12-09-12,9.89
11-09-12,18.30
10-09-12,14.94
09-09-12,11.91
08-09-12,13.50
07-09-12,11.75
06-09-12,9.91
05-09-12,21.90
04-09-12,21.62
03-09-12,17.01
02-09-12,13.71
01-09-12,15.43

