Datum Zeit,Collmberg PM10
,µg/m³
30-09-12,8
29-09-12,8
28-09-12,7
27-09-12,4
26-09-12,11
25-09-12,7
24-09-12,12
23-09-12,7
22-09-12,9
21-09-12,10
20-09-12,8
19-09-12,6
18-09-12,15
17-09-12,13
16-09-12,9
15-09-12,11
14-09-12,10
13-09-12,12
12-09-12,8
11-09-12,19
10-09-12,15
09-09-12,16
08-09-12,15
07-09-12,16
06-09-12,13
05-09-12,22
04-09-12,14
03-09-12,15
02-09-12,11
01-09-12,10

