Datum Zeit,Leipzig-Mitte PM2.5
,µg/m³
30-09-12,11.37
29-09-12,10.20
28-09-12,9.46
27-09-12,6.21
26-09-12,10.27
25-09-12,9.54
24-09-12,10.93
23-09-12,6.85
22-09-12,10.79
21-09-12,12.97
20-09-12,12.47
19-09-12,9.54
18-09-12,15.20
17-09-12,17.37
16-09-12,8.40
15-09-12,7.52
14-09-12,11.44
13-09-12,13.16
12-09-12,10.91
11-09-12,22.15
10-09-12,22.64
09-09-12,14.57
08-09-12,16.53
07-09-12,15.00
06-09-12,12.14
05-09-12,21.33
04-09-12,19.68
03-09-12,15.57
02-09-12,8.85
01-09-12,8.39

