Datum Zeit,Klingenthal PM10
,µg/m³
30-09-12,11
29-09-12,11
28-09-12,9
27-09-12,4
26-09-12,13
25-09-12,8
24-09-12,12
23-09-12,8
22-09-12,12
21-09-12,11
20-09-12,8
19-09-12,7
18-09-12,14
17-09-12,14
16-09-12,10
15-09-12,10
14-09-12,9
13-09-12,15
12-09-12,7
11-09-12,16
10-09-12,17
09-09-12,11
08-09-12,14
07-09-12,14
06-09-12,14
05-09-12,19
04-09-12,17
03-09-12,14
02-09-12,11
01-09-12,13

