Datum Zeit,Niesky PM10
,µg/m³
30-09-12,10
29-09-12,11
28-09-12,9
27-09-12,10
26-09-12,13
25-09-12,11
24-09-12,15
23-09-12,9
22-09-12,11
21-09-12,12
20-09-12,9
19-09-12,10
18-09-12,17
17-09-12,13
16-09-12,13
15-09-12,10
14-09-12,12
13-09-12,11
12-09-12,9
11-09-12,16
10-09-12,12
09-09-12,11
08-09-12,16
07-09-12,16
06-09-12,13
05-09-12,19
04-09-12,18
03-09-12,15
02-09-12,13
01-09-12,15

