Datum Zeit,Freiberg PM10
,µg/m³
30-09-12,14
29-09-12,11
28-09-12,11
27-09-12,7
26-09-12,18
25-09-12,14
24-09-12,16
23-09-12,11
22-09-12,12
21-09-12,16
20-09-12,13
19-09-12,10
18-09-12,17
17-09-12,17
16-09-12,11
15-09-12,11
14-09-12,12
13-09-12,16
12-09-12,10
11-09-12,23
10-09-12,23
09-09-12,27
08-09-12,29
07-09-12,19
06-09-12,18
05-09-12,25
04-09-12,25
03-09-12,22
02-09-12,16
01-09-12,21

