Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
30-09-12,11
29-09-12,12
28-09-12,7
27-09-12,6
26-09-12,15
25-09-12,10
24-09-12,13
23-09-12,8
22-09-12,12
21-09-12,14
20-09-12,10
19-09-12,8
18-09-12,16
17-09-12,17
16-09-12,11
15-09-12,13
14-09-12,10
13-09-12,16
12-09-12,10
11-09-12,23
10-09-12,18
09-09-12,14
08-09-12,20
07-09-12,15
06-09-12,15
05-09-12,26
04-09-12,23
03-09-12,20
02-09-12,16
01-09-12,17

