Datum Zeit,Schwartenberg PM2.5
,µg/m³
30-09-07,7.22
29-09-07,
28-09-07,2.84
27-09-07,
26-09-07,5.93
25-09-07,
24-09-07,19.10
23-09-07,
22-09-07,13.29
21-09-07,
20-09-07,5.34
19-09-07,
18-09-07,5.73
17-09-07,
16-09-07,7.23
15-09-07,
14-09-07,9.38
13-09-07,
12-09-07,2.02
11-09-07,
10-09-07,3.06
09-09-07,
08-09-07,0.43
07-09-07,
06-09-07,3.61
05-09-07,
04-09-07,1.38
03-09-07,
02-09-07,7.86
01-09-07,

