Datum Zeit,Chemnitz-Leipziger Str. PM10
,µg/m³
30-09-07,23
29-09-07,13
28-09-07,22
27-09-07,31
26-09-07,33
25-09-07,34
24-09-07,46
23-09-07,36
22-09-07,38
21-09-07,41
20-09-07,28
19-09-07,26
18-09-07,23
17-09-07,38
16-09-07,27
15-09-07,26
14-09-07,35
13-09-07,29
12-09-07,26
11-09-07,15
10-09-07,18
09-09-07,12
08-09-07,11
07-09-07,24
06-09-07,24
05-09-07,10
04-09-07,15
03-09-07,23
02-09-07,22
01-09-07,17

