Datum Zeit,Zittau-Ost PM10
,µg/m³
30-09-07,15
29-09-07,7
28-09-07,16
27-09-07,30
26-09-07,18
25-09-07,23
24-09-07,23
23-09-07,26
22-09-07,23
21-09-07,30
20-09-07,16
19-09-07,13
18-09-07,15
17-09-07,20
16-09-07,15
15-09-07,18
14-09-07,21
13-09-07,17
12-09-07,11
11-09-07,7
10-09-07,9
09-09-07,7
08-09-07,6
07-09-07,16
06-09-07,9
05-09-07,6
04-09-07,7
03-09-07,10
02-09-07,14
01-09-07,9

