Datum Zeit,Freiberg PM10
,µg/m³
30-09-07,17
29-09-07,9
28-09-07,18
27-09-07,33
26-09-07,33
25-09-07,24
24-09-07,37
23-09-07,25
22-09-07,22
21-09-07,27
20-09-07,24
19-09-07,20
18-09-07,18
17-09-07,34
16-09-07,19
15-09-07,20
14-09-07,29
13-09-07,20
12-09-07,17
11-09-07,8
10-09-07,15
09-09-07,10
08-09-07,10
07-09-07,14
06-09-07,13
05-09-07,7
04-09-07,11
03-09-07,14
02-09-07,16
01-09-07,10

