Datum,Zeit,BEN,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2009-09-01,,,,,,18,,,
2009-09-01,01:00,,1,17,53,,,,
2009-09-01,02:00,,1,12,66,,,,
2009-09-01,03:00,,1,16,60,,,,
2009-09-01,04:00,,1,19,57,,,,
2009-09-01,05:00,,1,15,64,,,,
2009-09-01,06:00,,5,31,49,,,,
2009-09-01,07:00,,10,38,42,,,,
2009-09-01,08:00,,21,42,39,,,,
2009-09-01,09:00,,14,35,48,,,,
2009-09-01,10:00,,6,27,72,,,,
2009-09-01,11:00,,7,28,92,,,,
2009-09-01,12:00,,4,19,111,,,,
2009-09-01,13:00,,3,19,115,,,,
2009-09-01,14:00,,6,22,112,,,,
2009-09-01,15:00,,3,16,116,,,,
2009-09-01,16:00,,3,21,114,,,,
2009-09-01,17:00,,5,25,114,,,,
2009-09-01,18:00,,11,44,97,,,,
2009-09-01,19:00,,10,38,91,,,,
2009-09-01,20:00,,4,51,68,,,,
2009-09-01,21:00,,2,46,62,,,,
2009-09-01,22:00,,1,65,34,,,,
2009-09-01,23:00,,2,22,81,,,,
2009-09-02,,,,,,11,,,
2009-09-02,00:00,,1,7,95,,,,
2009-09-02,01:00,,2,9,78,,,,
2009-09-02,02:00,,1,9,63,,,,
2009-09-02,03:00,,1,11,49,,,,
2009-09-02,04:00,,1,11,58,,,,
2009-09-02,05:00,,1,14,55,,,,
2009-09-02,06:00,,2,23,51,,,,
2009-09-02,07:00,,10,38,34,,,,
2009-09-02,08:00,,7,29,40,,,,
2009-09-02,09:00,,4,17,50,,,,
2009-09-02,10:00,,3,12,54,,,,
2009-09-02,11:00,,3,12,58,,,,
2009-09-02,12:00,,,,60,,,,
2009-09-02,13:00,,4,13,73,,,,
2009-09-02,14:00,,3,12,79,,,,
2009-09-02,15:00,,4,13,85,,,,
2009-09-02,16:00,,4,14,87,,,,
2009-09-02,17:00,,4,21,82,,,,
2009-09-02,18:00,,4,27,70,,,,
2009-09-02,19:00,,9,48,42,,,,
2009-09-02,20:00,,9,71,11,,,,
2009-09-02,21:00,,8,62,5,,,,
2009-09-02,22:00,,3,43,14,,,,
2009-09-02,23:00,,1,36,19,,,,
2009-09-03,,,,,,8,,,
2009-09-03,00:00,,1,19,33,,,,
2009-09-03,01:00,,1,15,40,,,,
2009-09-03,02:00,,1,14,39,,,,
2009-09-03,03:00,,1,17,35,,,,
2009-09-03,04:00,,1,21,37,,,,
2009-09-03,05:00,,1,16,63,,,,
2009-09-03,06:00,,2,30,49,,,,
2009-09-03,07:00,,1,20,63,,,,
2009-09-03,08:00,,6,26,54,,,,
2009-09-03,09:00,,3,19,56,,,,
2009-09-03,10:00,,4,18,57,,,,
2009-09-03,11:00,,7,17,61,,,,
2009-09-03,12:00,,6,22,56,,,,
2009-09-03,13:00,,4,15,54,,,,
2009-09-03,14:00,,4,13,50,,,,
2009-09-03,15:00,,4,13,58,,,,
2009-09-03,16:00,,3,11,66,,,,
2009-09-03,17:00,,2,12,67,,,,
2009-09-03,18:00,,2,12,61,,,,
2009-09-03,19:00,,3,13,56,,,,
