Datum Zeit,Annaberg-Buchholz PM10
,µg/m³
31-07-17,
30-07-17,
29-07-17,
28-07-17,
27-07-17,
26-07-17,
25-07-17,
24-07-17,
23-07-17,
22-07-17,12
21-07-17,11
20-07-17,11
19-07-17,16
18-07-17,14
17-07-17,10
16-07-17,7
15-07-17,8
14-07-17,11
13-07-17,10
12-07-17,7
11-07-17,8
10-07-17,11
09-07-17,14
08-07-17,17
07-07-17,12
06-07-17,17
05-07-17,14
04-07-17,11
03-07-17,10
02-07-17,8
01-07-17,4

