Datum Zeit,Schwartenberg O3
,µg/m³
01-07-05 00:00,107
30-06-05 23:00,105
30-06-05 22:00,102
30-06-05 21:00,94
30-06-05 20:00,90
30-06-05 19:00,91
30-06-05 18:00,92
30-06-05 17:00,87
30-06-05 16:00,88
30-06-05 15:00,94
30-06-05 14:00,91
30-06-05 13:00,85
30-06-05 12:00,88
30-06-05 11:00,86
30-06-05 10:00,84
30-06-05 09:00,74
30-06-05 08:00,78
30-06-05 07:00,90
30-06-05 06:00,93
30-06-05 05:00,82
30-06-05 04:00,77
30-06-05 03:00,84
30-06-05 02:00,111
30-06-05 01:00,119
30-06-05 00:00,118
29-06-05 23:00,115
29-06-05 22:00,110
29-06-05 21:00,112
29-06-05 20:00,106
29-06-05 19:00,101
29-06-05 18:00,103
29-06-05 17:00,115
29-06-05 16:00,119
29-06-05 15:00,118
29-06-05 14:00,113
29-06-05 13:00,116
29-06-05 12:00,117
29-06-05 11:00,115
29-06-05 10:00,108
29-06-05 09:00,104
29-06-05 08:00,95
29-06-05 07:00,88
29-06-05 06:00,100
29-06-05 05:00,118
29-06-05 04:00,118
29-06-05 03:00,113
29-06-05 02:00,115
29-06-05 01:00,111
29-06-05 00:00,107
28-06-05 23:00,107
28-06-05 22:00,112
28-06-05 21:00,128
28-06-05 20:00,131
28-06-05 19:00,141
28-06-05 18:00,139
28-06-05 17:00,137
28-06-05 16:00,132
28-06-05 15:00,131
28-06-05 14:00,128
28-06-05 13:00,120
28-06-05 12:00,113
28-06-05 11:00,110
28-06-05 10:00,95
28-06-05 09:00,91
28-06-05 08:00,78
28-06-05 07:00,74
28-06-05 06:00,76
28-06-05 05:00,78
28-06-05 04:00,84
28-06-05 03:00,91
28-06-05 02:00,99
28-06-05 01:00,105
28-06-05 00:00,110
27-06-05 23:00,113
27-06-05 22:00,110
27-06-05 21:00,114
27-06-05 20:00,115
27-06-05 19:00,121
27-06-05 18:00,123
27-06-05 17:00,122
27-06-05 16:00,121
27-06-05 15:00,120
27-06-05 14:00,114
27-06-05 13:00,108
27-06-05 12:00,105
27-06-05 11:00,104
27-06-05 10:00,102
27-06-05 09:00,92
27-06-05 08:00,80
27-06-05 07:00,86
27-06-05 06:00,97
27-06-05 05:00,102
27-06-05 04:00,102
27-06-05 03:00,100
27-06-05 02:00,102
27-06-05 01:00,98
27-06-05 00:00,93
26-06-05 23:00,88
26-06-05 22:00,89
26-06-05 21:00,83
26-06-05 20:00,85
26-06-05 19:00,85
26-06-05 18:00,84
26-06-05 17:00,84
26-06-05 16:00,84
26-06-05 15:00,86
26-06-05 14:00,85
26-06-05 13:00,84
26-06-05 12:00,84
26-06-05 11:00,82
26-06-05 10:00,74
26-06-05 09:00,66
26-06-05 08:00,65
26-06-05 07:00,61
26-06-05 06:00,71
26-06-05 05:00,91
26-06-05 04:00,100
26-06-05 03:00,101
26-06-05 02:00,107
26-06-05 01:00,109
26-06-05 00:00,119
25-06-05 23:00,107
25-06-05 22:00,107
25-06-05 21:00,96
25-06-05 20:00,104
25-06-05 19:00,104
25-06-05 18:00,111
25-06-05 17:00,117
25-06-05 16:00,136
25-06-05 15:00,140
25-06-05 14:00,140
25-06-05 13:00,135
25-06-05 12:00,118
25-06-05 11:00,161
25-06-05 10:00,122
25-06-05 09:00,90
25-06-05 08:00,93
25-06-05 07:00,80
25-06-05 06:00,89
25-06-05 05:00,88
25-06-05 04:00,89
25-06-05 03:00,76
25-06-05 02:00,88
25-06-05 01:00,95
25-06-05 00:00,99
24-06-05 23:00,115
24-06-05 22:00,120
24-06-05 21:00,130
24-06-05 20:00,143
24-06-05 19:00,143
24-06-05 18:00,141
24-06-05 17:00,137
24-06-05 16:00,131
24-06-05 15:00,132
24-06-05 14:00,127
24-06-05 13:00,108
24-06-05 12:00,92
24-06-05 11:00,98
24-06-05 10:00,99
24-06-05 09:00,95
24-06-05 08:00,85
24-06-05 07:00,67
24-06-05 06:00,61
24-06-05 05:00,42
24-06-05 04:00,46
24-06-05 03:00,73
24-06-05 02:00,91
24-06-05 01:00,96
24-06-05 00:00,92
23-06-05 23:00,103
23-06-05 22:00,109
23-06-05 21:00,116
23-06-05 20:00,104
23-06-05 19:00,98
23-06-05 18:00,103
23-06-05 17:00,107
23-06-05 16:00,110
23-06-05 15:00,102
23-06-05 14:00,103
23-06-05 13:00,108
23-06-05 12:00,106
23-06-05 11:00,102
23-06-05 10:00,102
23-06-05 09:00,91
23-06-05 08:00,88
23-06-05 07:00,83
23-06-05 06:00,90
23-06-05 05:00,89
23-06-05 04:00,94
23-06-05 03:00,97
23-06-05 02:00,98
23-06-05 01:00,101
23-06-05 00:00,98
22-06-05 23:00,96
22-06-05 22:00,98
22-06-05 21:00,106
22-06-05 20:00,106
22-06-05 19:00,111
22-06-05 18:00,110
22-06-05 17:00,110
22-06-05 16:00,117
22-06-05 15:00,122
22-06-05 14:00,119
22-06-05 13:00,113
22-06-05 12:00,113
22-06-05 11:00,99
22-06-05 10:00,85
22-06-05 09:00,71
22-06-05 08:00,81
22-06-05 07:00,89
22-06-05 06:00,96
22-06-05 05:00,111
22-06-05 04:00,119
22-06-05 03:00,112
22-06-05 02:00,112
22-06-05 01:00,115
22-06-05 00:00,119
21-06-05 23:00,135
21-06-05 22:00,146
21-06-05 21:00,135
21-06-05 20:00,130
21-06-05 19:00,128
21-06-05 18:00,136
21-06-05 17:00,142
21-06-05 16:00,140
21-06-05 15:00,109
21-06-05 14:00,93
21-06-05 13:00,111
