Datum Zeit,Leipzig-Thekla O3
,µg/m³
01-07-05 00:00,14
30-06-05 23:00,23
30-06-05 22:00,29
30-06-05 21:00,35
30-06-05 20:00,49
30-06-05 19:00,41
30-06-05 18:00,22
30-06-05 17:00,23
30-06-05 16:00,39
30-06-05 15:00,40
30-06-05 14:00,34
30-06-05 13:00,30
30-06-05 12:00,24
30-06-05 11:00,24
30-06-05 10:00,29
30-06-05 09:00,35
30-06-05 08:00,31
30-06-05 07:00,27
30-06-05 06:00,31
30-06-05 05:00,34
30-06-05 04:00,47
30-06-05 03:00,55
30-06-05 02:00,64
30-06-05 01:00,70
30-06-05 00:00,49
29-06-05 23:00,29
29-06-05 22:00,39
29-06-05 21:00,57
29-06-05 20:00,77
29-06-05 19:00,101
29-06-05 18:00,108
29-06-05 17:00,103
29-06-05 16:00,100
29-06-05 15:00,101
29-06-05 14:00,80
29-06-05 13:00,84
29-06-05 12:00,88
29-06-05 11:00,66
29-06-05 10:00,45
29-06-05 09:00,40
29-06-05 08:00,57
29-06-05 07:00,21
29-06-05 06:00,1
29-06-05 05:00,1
29-06-05 04:00,1
29-06-05 03:00,1
29-06-05 02:00,5
29-06-05 01:00,22
29-06-05 00:00,33
28-06-05 23:00,47
28-06-05 22:00,68
28-06-05 21:00,90
28-06-05 20:00,106
28-06-05 19:00,110
28-06-05 18:00,106
28-06-05 17:00,112
28-06-05 16:00,109
28-06-05 15:00,109
28-06-05 14:00,103
28-06-05 13:00,98
28-06-05 12:00,94
28-06-05 11:00,80
28-06-05 10:00,79
28-06-05 09:00,71
28-06-05 08:00,57
28-06-05 07:00,47
28-06-05 06:00,19
28-06-05 05:00,22
28-06-05 04:00,24
28-06-05 03:00,30
28-06-05 02:00,24
28-06-05 01:00,17
28-06-05 00:00,26
27-06-05 23:00,48
27-06-05 22:00,53
27-06-05 21:00,74
27-06-05 20:00,94
27-06-05 19:00,108
27-06-05 18:00,111
27-06-05 17:00,110
27-06-05 16:00,110
27-06-05 15:00,104
27-06-05 14:00,97
27-06-05 13:00,86
27-06-05 12:00,80
27-06-05 11:00,70
27-06-05 10:00,51
27-06-05 09:00,35
27-06-05 08:00,26
27-06-05 07:00,17
27-06-05 06:00,16
27-06-05 05:00,16
27-06-05 04:00,16
27-06-05 03:00,10
27-06-05 02:00,15
27-06-05 01:00,18
27-06-05 00:00,17
26-06-05 23:00,34
26-06-05 22:00,53
26-06-05 21:00,74
26-06-05 20:00,87
26-06-05 19:00,95
26-06-05 18:00,96
26-06-05 17:00,95
26-06-05 16:00,91
26-06-05 15:00,86
26-06-05 14:00,85
26-06-05 13:00,83
26-06-05 12:00,75
26-06-05 11:00,72
26-06-05 10:00,66
26-06-05 09:00,62
26-06-05 08:00,52
26-06-05 07:00,51
26-06-05 06:00,46
26-06-05 05:00,41
26-06-05 04:00,47
26-06-05 03:00,57
26-06-05 02:00,57
26-06-05 01:00,61
26-06-05 00:00,71
25-06-05 23:00,77
25-06-05 22:00,52
25-06-05 21:00,60
25-06-05 20:00,73
25-06-05 19:00,83
25-06-05 18:00,96
25-06-05 17:00,118
25-06-05 16:00,131
25-06-05 15:00,119
25-06-05 14:00,126
25-06-05 13:00,138
25-06-05 12:00,147
25-06-05 11:00,127
25-06-05 10:00,98
25-06-05 09:00,77
25-06-05 08:00,52
25-06-05 07:00,44
25-06-05 06:00,11
25-06-05 05:00,2
25-06-05 04:00,1
25-06-05 03:00,7
25-06-05 02:00,17
25-06-05 01:00,30
25-06-05 00:00,34
24-06-05 23:00,46
24-06-05 22:00,74
24-06-05 21:00,77
24-06-05 20:00,76
24-06-05 19:00,103
24-06-05 18:00,102
24-06-05 17:00,120
24-06-05 16:00,128
24-06-05 15:00,118
24-06-05 14:00,100
24-06-05 13:00,114
24-06-05 12:00,100
24-06-05 11:00,88
24-06-05 10:00,69
24-06-05 09:00,62
24-06-05 08:00,45
24-06-05 07:00,24
24-06-05 06:00,8
24-06-05 05:00,21
24-06-05 04:00,31
24-06-05 03:00,24
24-06-05 02:00,6
24-06-05 01:00,3
24-06-05 00:00,8
23-06-05 23:00,2
23-06-05 22:00,35
23-06-05 21:00,61
23-06-05 20:00,79
23-06-05 19:00,101
23-06-05 18:00,105
23-06-05 17:00,97
23-06-05 16:00,97
23-06-05 15:00,90
23-06-05 14:00,85
23-06-05 13:00,84
23-06-05 12:00,80
23-06-05 11:00,72
23-06-05 10:00,71
23-06-05 09:00,55
23-06-05 08:00,39
23-06-05 07:00,22
23-06-05 06:00,7
23-06-05 05:00,5
23-06-05 04:00,4
23-06-05 03:00,21
23-06-05 02:00,25
23-06-05 01:00,31
23-06-05 00:00,36
22-06-05 23:00,60
22-06-05 22:00,73
22-06-05 21:00,85
22-06-05 20:00,93
22-06-05 19:00,100
22-06-05 18:00,100
22-06-05 17:00,98
22-06-05 16:00,96
22-06-05 15:00,94
22-06-05 14:00,87
22-06-05 13:00,79
22-06-05 12:00,77
22-06-05 11:00,75
22-06-05 10:00,62
22-06-05 09:00,43
22-06-05 08:00,35
22-06-05 07:00,29
22-06-05 06:00,25
22-06-05 05:00,38
22-06-05 04:00,47
22-06-05 03:00,37
22-06-05 02:00,39
22-06-05 01:00,45
22-06-05 00:00,64
21-06-05 23:00,66
21-06-05 22:00,101
21-06-05 21:00,91
21-06-05 20:00,99
21-06-05 19:00,125
21-06-05 18:00,129
21-06-05 17:00,119
21-06-05 16:00,142
21-06-05 15:00,133
21-06-05 14:00,139
21-06-05 13:00,129
21-06-05 12:00,118
21-06-05 11:00,99
21-06-05 10:00,82
21-06-05 09:00,61
21-06-05 08:00,39
21-06-05 07:00,31
21-06-05 06:00,19
21-06-05 05:00,4
21-06-05 04:00,1
21-06-05 03:00,1
