Datum Zeit,Leipzig-Thekla O3
,µg/m³
01-02-07 00:00,
31-01-07 23:00,
31-01-07 22:00,
31-01-07 21:00,
31-01-07 20:00,
31-01-07 19:00,
31-01-07 18:00,
31-01-07 17:00,
31-01-07 16:00,
31-01-07 15:00,
31-01-07 14:00,
31-01-07 13:00,
31-01-07 12:00,
31-01-07 11:00,
31-01-07 10:00,
31-01-07 09:00,
31-01-07 08:00,
31-01-07 07:00,
31-01-07 06:00,
31-01-07 05:00,
31-01-07 04:00,
31-01-07 03:00,
31-01-07 02:00,
31-01-07 01:00,
31-01-07 00:00,
30-01-07 23:00,
30-01-07 22:00,
30-01-07 21:00,
30-01-07 20:00,
30-01-07 19:00,
30-01-07 18:00,
30-01-07 17:00,
30-01-07 16:00,
30-01-07 15:00,
30-01-07 14:00,
30-01-07 13:00,
30-01-07 12:00,
30-01-07 11:00,
30-01-07 10:00,
30-01-07 09:00,
30-01-07 08:00,
30-01-07 07:00,
30-01-07 06:00,
30-01-07 05:00,
30-01-07 04:00,
30-01-07 03:00,
30-01-07 02:00,
30-01-07 01:00,
30-01-07 00:00,
29-01-07 23:00,
29-01-07 22:00,
29-01-07 21:00,
29-01-07 20:00,
29-01-07 19:00,
29-01-07 18:00,
29-01-07 17:00,
29-01-07 16:00,
29-01-07 15:00,
29-01-07 14:00,
29-01-07 13:00,
29-01-07 12:00,47
29-01-07 11:00,47
29-01-07 10:00,48
29-01-07 09:00,45
29-01-07 08:00,55
29-01-07 07:00,59
29-01-07 06:00,65
29-01-07 05:00,68
29-01-07 04:00,68
29-01-07 03:00,67
29-01-07 02:00,59
29-01-07 01:00,52
29-01-07 00:00,44
28-01-07 23:00,38
28-01-07 22:00,42
28-01-07 21:00,42
28-01-07 20:00,46
28-01-07 19:00,47
28-01-07 18:00,43
28-01-07 17:00,43
28-01-07 16:00,48
28-01-07 15:00,55
28-01-07 14:00,48
28-01-07 13:00,46
28-01-07 12:00,46
28-01-07 11:00,43
28-01-07 10:00,39
28-01-07 09:00,46
28-01-07 08:00,48
28-01-07 07:00,52
28-01-07 06:00,54
28-01-07 05:00,53
28-01-07 04:00,57
28-01-07 03:00,59
28-01-07 02:00,63
28-01-07 01:00,60
28-01-07 00:00,60
27-01-07 23:00,61
27-01-07 22:00,58
27-01-07 21:00,53
27-01-07 20:00,56
27-01-07 19:00,59
27-01-07 18:00,52
27-01-07 17:00,59
27-01-07 16:00,64
27-01-07 15:00,66
27-01-07 14:00,66
27-01-07 13:00,64
27-01-07 12:00,62
27-01-07 11:00,58
27-01-07 10:00,58
27-01-07 09:00,58
27-01-07 08:00,57
27-01-07 07:00,58
27-01-07 06:00,58
27-01-07 05:00,44
27-01-07 04:00,25
27-01-07 03:00,23
27-01-07 02:00,21
27-01-07 01:00,20
27-01-07 00:00,18
26-01-07 23:00,22
26-01-07 22:00,25
26-01-07 21:00,38
26-01-07 20:00,44
26-01-07 19:00,36
26-01-07 18:00,35
26-01-07 17:00,36
26-01-07 16:00,44
26-01-07 15:00,37
26-01-07 14:00,37
26-01-07 13:00,41
26-01-07 12:00,40
26-01-07 11:00,25
26-01-07 10:00,16
26-01-07 09:00,5
26-01-07 08:00,2
26-01-07 07:00,2
26-01-07 06:00,2
26-01-07 05:00,2
26-01-07 04:00,2
26-01-07 03:00,2
26-01-07 02:00,2
26-01-07 01:00,2
26-01-07 00:00,2
25-01-07 23:00,1
25-01-07 22:00,2
25-01-07 21:00,3
25-01-07 20:00,6
25-01-07 19:00,19
25-01-07 18:00,39
25-01-07 17:00,46
25-01-07 16:00,48
25-01-07 15:00,49
25-01-07 14:00,50
25-01-07 13:00,49
25-01-07 12:00,51
25-01-07 11:00,49
25-01-07 10:00,43
25-01-07 09:00,43
25-01-07 08:00,44
25-01-07 07:00,41
25-01-07 06:00,34
25-01-07 05:00,36
25-01-07 04:00,33
25-01-07 03:00,34
25-01-07 02:00,34
25-01-07 01:00,32
25-01-07 00:00,33
24-01-07 23:00,29
24-01-07 22:00,30
24-01-07 21:00,27
24-01-07 20:00,36
24-01-07 19:00,46
24-01-07 18:00,46
24-01-07 17:00,44
24-01-07 16:00,43
24-01-07 15:00,38
24-01-07 14:00,37
24-01-07 13:00,29
24-01-07 12:00,29
24-01-07 11:00,28
24-01-07 10:00,27
24-01-07 09:00,26
24-01-07 08:00,29
24-01-07 07:00,30
24-01-07 06:00,34
24-01-07 05:00,32
24-01-07 04:00,30
24-01-07 03:00,34
24-01-07 02:00,37
24-01-07 01:00,37
24-01-07 00:00,38
23-01-07 23:00,42
23-01-07 22:00,46
23-01-07 21:00,48
23-01-07 20:00,45
23-01-07 19:00,41
23-01-07 18:00,38
23-01-07 17:00,36
23-01-07 16:00,41
23-01-07 15:00,46
23-01-07 14:00,45
23-01-07 13:00,43
23-01-07 12:00,37
23-01-07 11:00,34
23-01-07 10:00,13
23-01-07 09:00,2
23-01-07 08:00,2
23-01-07 07:00,1
23-01-07 06:00,2
23-01-07 05:00,14
23-01-07 04:00,25
23-01-07 03:00,21
23-01-07 02:00,24
23-01-07 01:00,37
23-01-07 00:00,46
22-01-07 23:00,48
22-01-07 22:00,54
22-01-07 21:00,59
22-01-07 20:00,51
22-01-07 19:00,35
22-01-07 18:00,40
22-01-07 17:00,43
22-01-07 16:00,45
22-01-07 15:00,48
22-01-07 14:00,50
22-01-07 13:00,49
22-01-07 12:00,38
22-01-07 11:00,32
22-01-07 10:00,24
22-01-07 09:00,31
22-01-07 08:00,34
22-01-07 07:00,41
22-01-07 06:00,50
22-01-07 05:00,50
22-01-07 04:00,53
22-01-07 03:00,54
22-01-07 02:00,57
22-01-07 01:00,53
22-01-07 00:00,59
21-01-07 23:00,62
21-01-07 22:00,61
21-01-07 21:00,62
21-01-07 20:00,64
21-01-07 19:00,59
21-01-07 18:00,64
21-01-07 17:00,68
21-01-07 16:00,69
21-01-07 15:00,69
21-01-07 14:00,68
21-01-07 13:00,65
21-01-07 12:00,65
21-01-07 11:00,58
21-01-07 10:00,57
21-01-07 09:00,57
21-01-07 08:00,56
21-01-07 07:00,60
21-01-07 06:00,52
21-01-07 05:00,52
21-01-07 04:00,50
21-01-07 03:00,54
21-01-07 02:00,56
21-01-07 01:00,53
21-01-07 00:00,62
20-01-07 23:00,65
20-01-07 22:00,67
20-01-07 21:00,67
20-01-07 20:00,59
20-01-07 19:00,55
20-01-07 18:00,53
20-01-07 17:00,51
20-01-07 16:00,48
20-01-07 15:00,48
20-01-07 14:00,46
20-01-07 13:00,42
20-01-07 12:00,34
20-01-07 11:00,37
20-01-07 10:00,33
20-01-07 09:00,31
20-01-07 08:00,31
20-01-07 07:00,24
20-01-07 06:00,31
20-01-07 05:00,24
20-01-07 04:00,30
20-01-07 03:00,41
20-01-07 02:00,45
20-01-07 01:00,52
20-01-07 00:00,55
19-01-07 23:00,56
19-01-07 22:00,56
19-01-07 21:00,55
19-01-07 20:00,57
19-01-07 19:00,57
19-01-07 18:00,59
19-01-07 17:00,58
19-01-07 16:00,59
19-01-07 15:00,59
19-01-07 14:00,54
19-01-07 13:00,
19-01-07 12:00,
19-01-07 11:00,
19-01-07 10:00,
19-01-07 09:00,
19-01-07 08:00,
19-01-07 07:00,63
19-01-07 06:00,64
19-01-07 05:00,68
19-01-07 04:00,68
19-01-07 03:00,68
19-01-07 02:00,69
19-01-07 01:00,69
19-01-07 00:00,70
18-01-07 23:00,71
18-01-07 22:00,78
18-01-07 21:00,78
18-01-07 20:00,68
18-01-07 19:00,50
18-01-07 18:00,46
18-01-07 17:00,44
18-01-07 16:00,44
18-01-07 15:00,44
18-01-07 14:00,45
18-01-07 13:00,44
18-01-07 12:00,42
18-01-07 11:00,41
18-01-07 10:00,
18-01-07 09:00,
18-01-07 08:00,36
18-01-07 07:00,40
18-01-07 06:00,46
18-01-07 05:00,51
18-01-07 04:00,42
18-01-07 03:00,40
18-01-07 02:00,42
18-01-07 01:00,51
18-01-07 00:00,51
17-01-07 23:00,50
17-01-07 22:00,48
17-01-07 21:00,46
17-01-07 20:00,42
17-01-07 19:00,30
17-01-07 18:00,21
17-01-07 17:00,25
17-01-07 16:00,25
17-01-07 15:00,23
17-01-07 14:00,22
17-01-07 13:00,21
17-01-07 12:00,15
17-01-07 11:00,12
17-01-07 10:00,8
17-01-07 09:00,2
17-01-07 08:00,2
17-01-07 07:00,9
17-01-07 06:00,13
17-01-07 05:00,14
17-01-07 04:00,13
17-01-07 03:00,10
17-01-07 02:00,9
17-01-07 01:00,13
17-01-07 00:00,18
16-01-07 23:00,20
16-01-07 22:00,23
16-01-07 21:00,19
16-01-07 20:00,16
16-01-07 19:00,12
16-01-07 18:00,3
16-01-07 17:00,3
16-01-07 16:00,12
16-01-07 15:00,23
16-01-07 14:00,24
16-01-07 13:00,22
16-01-07 12:00,21
16-01-07 11:00,
16-01-07 10:00,13
16-01-07 09:00,3
16-01-07 08:00,2
16-01-07 07:00,6
16-01-07 06:00,10
16-01-07 05:00,14
16-01-07 04:00,20
16-01-07 03:00,13
16-01-07 02:00,16
16-01-07 01:00,17
16-01-07 00:00,16
15-01-07 23:00,18
15-01-07 22:00,20
15-01-07 21:00,20
15-01-07 20:00,16
15-01-07 19:00,17
15-01-07 18:00,17
15-01-07 17:00,30
15-01-07 16:00,56
15-01-07 15:00,53
15-01-07 14:00,
15-01-07 13:00,35
15-01-07 12:00,24
15-01-07 11:00,19
15-01-07 10:00,9
15-01-07 09:00,4
15-01-07 08:00,13
15-01-07 07:00,16
15-01-07 06:00,17
15-01-07 05:00,22
15-01-07 04:00,28
15-01-07 03:00,30
15-01-07 02:00,35
15-01-07 01:00,36
15-01-07 00:00,41
14-01-07 23:00,45
14-01-07 22:00,46
14-01-07 21:00,49
14-01-07 20:00,50
14-01-07 19:00,44
14-01-07 18:00,55
14-01-07 17:00,61
14-01-07 16:00,64
14-01-07 15:00,65
14-01-07 14:00,64
14-01-07 13:00,64
14-01-07 12:00,65
14-01-07 11:00,65
14-01-07 10:00,60
14-01-07 09:00,58
14-01-07 08:00,58
14-01-07 07:00,
14-01-07 06:00,
14-01-07 05:00,
14-01-07 04:00,
14-01-07 03:00,
14-01-07 02:00,
14-01-07 01:00,
14-01-07 00:00,
13-01-07 23:00,
13-01-07 22:00,
13-01-07 21:00,
13-01-07 20:00,
13-01-07 19:00,
13-01-07 18:00,
13-01-07 17:00,
13-01-07 16:00,
13-01-07 15:00,
13-01-07 14:00,
13-01-07 13:00,
13-01-07 12:00,
13-01-07 11:00,
13-01-07 10:00,
13-01-07 09:00,
13-01-07 08:00,
13-01-07 07:00,42
13-01-07 06:00,42
13-01-07 05:00,42
13-01-07 04:00,40
13-01-07 03:00,43
13-01-07 02:00,44
13-01-07 01:00,44
13-01-07 00:00,45
12-01-07 23:00,47
12-01-07 22:00,47
12-01-07 21:00,39
12-01-07 20:00,39
