Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
31-01-07,32
30-01-07,23
29-01-07,19
28-01-07,15
27-01-07,21
26-01-07,35
25-01-07,19
24-01-07,27
23-01-07,22
22-01-07,15
21-01-07,11
20-01-07,10
19-01-07,14
18-01-07,13
17-01-07,29
16-01-07,30
15-01-07,29
14-01-07,10
13-01-07,9
12-01-07,24
11-01-07,12
10-01-07,15
09-01-07,13
08-01-07,13
07-01-07,10
06-01-07,12
05-01-07,15
04-01-07,17
03-01-07,20
02-01-07,17
01-01-07,21

