Datum Zeit,Chemnitz-Leipziger Str. NO2
,µg/m³
01-02-07 00:00,21
31-01-07 23:00,27
31-01-07 22:00,30
31-01-07 21:00,33
31-01-07 20:00,44
31-01-07 19:00,55
31-01-07 18:00,58
31-01-07 17:00,59
31-01-07 16:00,59
31-01-07 15:00,
31-01-07 14:00,50
31-01-07 13:00,57
31-01-07 12:00,
31-01-07 11:00,
31-01-07 10:00,
31-01-07 09:00,
31-01-07 08:00,
31-01-07 07:00,
31-01-07 06:00,
31-01-07 05:00,
31-01-07 04:00,
31-01-07 03:00,
31-01-07 02:00,
31-01-07 01:00,
31-01-07 00:00,
30-01-07 23:00,
30-01-07 22:00,
30-01-07 21:00,
30-01-07 20:00,
30-01-07 19:00,
30-01-07 18:00,
30-01-07 17:00,
30-01-07 16:00,
30-01-07 15:00,
30-01-07 14:00,
30-01-07 13:00,
30-01-07 12:00,
30-01-07 11:00,
30-01-07 10:00,
30-01-07 09:00,
30-01-07 08:00,
30-01-07 07:00,
30-01-07 06:00,
30-01-07 05:00,
30-01-07 04:00,
30-01-07 03:00,
30-01-07 02:00,
30-01-07 01:00,
30-01-07 00:00,
29-01-07 23:00,
29-01-07 22:00,
29-01-07 21:00,
29-01-07 20:00,
29-01-07 19:00,
29-01-07 18:00,
29-01-07 17:00,
29-01-07 16:00,
29-01-07 15:00,
29-01-07 14:00,
29-01-07 13:00,
29-01-07 12:00,
29-01-07 11:00,
29-01-07 10:00,
29-01-07 09:00,
29-01-07 08:00,
29-01-07 07:00,
29-01-07 06:00,
29-01-07 05:00,
29-01-07 04:00,
29-01-07 03:00,
29-01-07 02:00,
29-01-07 01:00,
29-01-07 00:00,
28-01-07 23:00,
28-01-07 22:00,
28-01-07 21:00,
28-01-07 20:00,
28-01-07 19:00,
28-01-07 18:00,
28-01-07 17:00,
28-01-07 16:00,
28-01-07 15:00,
28-01-07 14:00,34
28-01-07 13:00,30
28-01-07 12:00,30
28-01-07 11:00,26
28-01-07 10:00,20
28-01-07 09:00,17
28-01-07 08:00,10
28-01-07 07:00,15
28-01-07 06:00,16
28-01-07 05:00,15
28-01-07 04:00,14
28-01-07 03:00,13
28-01-07 02:00,14
28-01-07 01:00,18
28-01-07 00:00,26
27-01-07 23:00,28
27-01-07 22:00,25
27-01-07 21:00,38
