Datum Zeit,Chemnitz-Leipziger Str. PM10
,µg/m³
31-01-07,27
30-01-07,20
29-01-07,14
28-01-07,11
27-01-07,19
26-01-07,38
25-01-07,15
24-01-07,34
23-01-07,12
22-01-07,19
21-01-07,8
20-01-07,9
19-01-07,14
18-01-07,12
17-01-07,31
16-01-07,35
15-01-07,42
14-01-07,9
13-01-07,11
12-01-07,25
11-01-07,14
10-01-07,20
09-01-07,12
08-01-07,17
07-01-07,8
06-01-07,10
05-01-07,14
04-01-07,14
03-01-07,21
02-01-07,16
01-01-07,20

