Datum Zeit,Zittau-Ost NO
,µg/m³
01-02-07 00:00,1
31-01-07 23:00,1
31-01-07 22:00,1
31-01-07 21:00,1
31-01-07 20:00,1
31-01-07 19:00,1
31-01-07 18:00,1
31-01-07 17:00,1
31-01-07 16:00,3
31-01-07 15:00,2
31-01-07 14:00,1
31-01-07 13:00,2
31-01-07 12:00,1
31-01-07 11:00,1
31-01-07 10:00,3
31-01-07 09:00,2
31-01-07 08:00,1
31-01-07 07:00,1
31-01-07 06:00,1
31-01-07 05:00,1
31-01-07 04:00,1
31-01-07 03:00,1
31-01-07 02:00,1
31-01-07 01:00,1
31-01-07 00:00,1
30-01-07 23:00,1
30-01-07 22:00,1
30-01-07 21:00,1
30-01-07 20:00,1
30-01-07 19:00,1
30-01-07 18:00,1
30-01-07 17:00,1
30-01-07 16:00,1
30-01-07 15:00,1
30-01-07 14:00,1
30-01-07 13:00,1
30-01-07 12:00,1
30-01-07 11:00,2
30-01-07 10:00,1
30-01-07 09:00,1
30-01-07 08:00,1
30-01-07 07:00,1
30-01-07 06:00,1
30-01-07 05:00,1
30-01-07 04:00,1
30-01-07 03:00,1
30-01-07 02:00,1
30-01-07 01:00,1
30-01-07 00:00,1
29-01-07 23:00,1
29-01-07 22:00,1
29-01-07 21:00,1
29-01-07 20:00,1
29-01-07 19:00,1
29-01-07 18:00,1
29-01-07 17:00,1
29-01-07 16:00,2
29-01-07 15:00,2
29-01-07 14:00,1
29-01-07 13:00,1
29-01-07 12:00,1
29-01-07 11:00,1
29-01-07 10:00,1
29-01-07 09:00,1
29-01-07 08:00,1
29-01-07 07:00,1
29-01-07 06:00,1
29-01-07 05:00,1
29-01-07 04:00,1
29-01-07 03:00,1
29-01-07 02:00,1
29-01-07 01:00,1
29-01-07 00:00,1
28-01-07 23:00,1
28-01-07 22:00,1
28-01-07 21:00,1
28-01-07 20:00,1
28-01-07 19:00,1
28-01-07 18:00,1
28-01-07 17:00,1
28-01-07 16:00,1
28-01-07 15:00,1
28-01-07 14:00,1
28-01-07 13:00,1
28-01-07 12:00,1
28-01-07 11:00,1
28-01-07 10:00,1
28-01-07 09:00,1
28-01-07 08:00,1
28-01-07 07:00,1
28-01-07 06:00,1
28-01-07 05:00,1
28-01-07 04:00,1
28-01-07 03:00,1
28-01-07 02:00,1
28-01-07 01:00,1
28-01-07 00:00,1
27-01-07 23:00,1
27-01-07 22:00,1
27-01-07 21:00,1
27-01-07 20:00,1
27-01-07 19:00,1
27-01-07 18:00,1
27-01-07 17:00,1
27-01-07 16:00,1
27-01-07 15:00,1
27-01-07 14:00,1
27-01-07 13:00,1
27-01-07 12:00,1
27-01-07 11:00,1
27-01-07 10:00,1
27-01-07 09:00,1
27-01-07 08:00,1
27-01-07 07:00,1
27-01-07 06:00,1
27-01-07 05:00,1
27-01-07 04:00,1
27-01-07 03:00,1
27-01-07 02:00,1
27-01-07 01:00,1
27-01-07 00:00,1
26-01-07 23:00,1
26-01-07 22:00,1
26-01-07 21:00,1
26-01-07 20:00,1
26-01-07 19:00,1
26-01-07 18:00,1
26-01-07 17:00,1
26-01-07 16:00,2
26-01-07 15:00,5
26-01-07 14:00,6
26-01-07 13:00,4
26-01-07 12:00,4
26-01-07 11:00,22
26-01-07 10:00,48
26-01-07 09:00,43
26-01-07 08:00,20
26-01-07 07:00,32
26-01-07 06:00,4
26-01-07 05:00,1
26-01-07 04:00,1
26-01-07 03:00,1
26-01-07 02:00,1
26-01-07 01:00,1
26-01-07 00:00,1
25-01-07 23:00,1
25-01-07 22:00,1
25-01-07 21:00,1
25-01-07 20:00,1
25-01-07 19:00,1
25-01-07 18:00,1
25-01-07 17:00,1
25-01-07 16:00,1
25-01-07 15:00,2
25-01-07 14:00,2
25-01-07 13:00,2
25-01-07 12:00,2
25-01-07 11:00,2
25-01-07 10:00,2
25-01-07 09:00,1
25-01-07 08:00,1
25-01-07 07:00,1
25-01-07 06:00,1
25-01-07 05:00,1
25-01-07 04:00,1
25-01-07 03:00,1
25-01-07 02:00,1
25-01-07 01:00,1
25-01-07 00:00,1
24-01-07 23:00,1
24-01-07 22:00,1
24-01-07 21:00,1
24-01-07 20:00,1
24-01-07 19:00,1
24-01-07 18:00,1
24-01-07 17:00,1
24-01-07 16:00,2
24-01-07 15:00,2
24-01-07 14:00,1
24-01-07 13:00,2
24-01-07 12:00,3
24-01-07 11:00,2
24-01-07 10:00,1
24-01-07 09:00,1
24-01-07 08:00,1
24-01-07 07:00,1
24-01-07 06:00,1
24-01-07 05:00,1
24-01-07 04:00,1
24-01-07 03:00,1
24-01-07 02:00,1
24-01-07 01:00,1
24-01-07 00:00,1
23-01-07 23:00,1
23-01-07 22:00,1
23-01-07 21:00,2
23-01-07 20:00,1
23-01-07 19:00,1
23-01-07 18:00,2
23-01-07 17:00,3
23-01-07 16:00,2
23-01-07 15:00,2
23-01-07 14:00,3
23-01-07 13:00,2
23-01-07 12:00,4
23-01-07 11:00,2
23-01-07 10:00,1
23-01-07 09:00,1
23-01-07 08:00,1
