Datum Zeit,Freiberg O3
,µg/m³
01-02-07 00:00,34
31-01-07 23:00,32
31-01-07 22:00,31
31-01-07 21:00,34
31-01-07 20:00,32
31-01-07 19:00,29
31-01-07 18:00,27
31-01-07 17:00,26
31-01-07 16:00,30
31-01-07 15:00,34
31-01-07 14:00,38
31-01-07 13:00,37
31-01-07 12:00,31
31-01-07 11:00,28
31-01-07 10:00,33
31-01-07 09:00,29
31-01-07 08:00,30
31-01-07 07:00,32
31-01-07 06:00,37
31-01-07 05:00,41
31-01-07 04:00,39
31-01-07 03:00,42
31-01-07 02:00,42
31-01-07 01:00,38
31-01-07 00:00,36
30-01-07 23:00,26
30-01-07 22:00,31
30-01-07 21:00,28
30-01-07 20:00,39
30-01-07 19:00,47
30-01-07 18:00,50
30-01-07 17:00,54
30-01-07 16:00,55
30-01-07 15:00,55
30-01-07 14:00,56
30-01-07 13:00,57
30-01-07 12:00,52
30-01-07 11:00,48
30-01-07 10:00,47
30-01-07 09:00,45
30-01-07 08:00,46
30-01-07 07:00,49
30-01-07 06:00,56
30-01-07 05:00,55
30-01-07 04:00,54
30-01-07 03:00,53
30-01-07 02:00,56
30-01-07 01:00,57
30-01-07 00:00,52
29-01-07 23:00,49
29-01-07 22:00,50
29-01-07 21:00,47
29-01-07 20:00,49
29-01-07 19:00,45
29-01-07 18:00,47
29-01-07 17:00,52
29-01-07 16:00,59
29-01-07 15:00,58
29-01-07 14:00,47
29-01-07 13:00,56
29-01-07 12:00,57
29-01-07 11:00,59
29-01-07 10:00,58
29-01-07 09:00,58
29-01-07 08:00,60
29-01-07 07:00,64
29-01-07 06:00,68
29-01-07 05:00,68
29-01-07 04:00,66
29-01-07 03:00,59
29-01-07 02:00,55
29-01-07 01:00,51
29-01-07 00:00,49
28-01-07 23:00,50
28-01-07 22:00,50
28-01-07 21:00,50
28-01-07 20:00,48
28-01-07 19:00,43
28-01-07 18:00,41
28-01-07 17:00,38
28-01-07 16:00,42
28-01-07 15:00,48
28-01-07 14:00,48
28-01-07 13:00,50
28-01-07 12:00,45
28-01-07 11:00,45
28-01-07 10:00,50
28-01-07 09:00,57
28-01-07 08:00,59
28-01-07 07:00,59
28-01-07 06:00,62
28-01-07 05:00,64
28-01-07 04:00,67
28-01-07 03:00,66
28-01-07 02:00,64
28-01-07 01:00,64
28-01-07 00:00,61
27-01-07 23:00,60
27-01-07 22:00,58
27-01-07 21:00,60
27-01-07 20:00,57
27-01-07 19:00,51
27-01-07 18:00,59
27-01-07 17:00,62
27-01-07 16:00,67
27-01-07 15:00,66
27-01-07 14:00,67
27-01-07 13:00,67
27-01-07 12:00,63
27-01-07 11:00,62
27-01-07 10:00,59
27-01-07 09:00,58
27-01-07 08:00,59
27-01-07 07:00,55
27-01-07 06:00,38
27-01-07 05:00,30
27-01-07 04:00,22
27-01-07 03:00,24
27-01-07 02:00,28
27-01-07 01:00,31
27-01-07 00:00,37
26-01-07 23:00,45
26-01-07 22:00,50
26-01-07 21:00,55
26-01-07 20:00,54
26-01-07 19:00,52
26-01-07 18:00,47
26-01-07 17:00,44
26-01-07 16:00,44
26-01-07 15:00,50
26-01-07 14:00,50
26-01-07 13:00,46
26-01-07 12:00,41
26-01-07 11:00,35
26-01-07 10:00,27
26-01-07 09:00,13
26-01-07 08:00,6
26-01-07 07:00,8
26-01-07 06:00,12
26-01-07 05:00,17
26-01-07 04:00,22
26-01-07 03:00,23
26-01-07 02:00,23
26-01-07 01:00,27
26-01-07 00:00,18
25-01-07 23:00,47
25-01-07 22:00,48
25-01-07 21:00,46
25-01-07 20:00,41
25-01-07 19:00,32
25-01-07 18:00,37
25-01-07 17:00,44
25-01-07 16:00,41
25-01-07 15:00,44
25-01-07 14:00,43
25-01-07 13:00,49
25-01-07 12:00,47
25-01-07 11:00,45
25-01-07 10:00,50
25-01-07 09:00,37
25-01-07 08:00,31
25-01-07 07:00,24
25-01-07 06:00,33
25-01-07 05:00,42
25-01-07 04:00,47
25-01-07 03:00,48
25-01-07 02:00,51
25-01-07 01:00,52
25-01-07 00:00,50
24-01-07 23:00,46
24-01-07 22:00,46
24-01-07 21:00,48
24-01-07 20:00,45
24-01-07 19:00,42
24-01-07 18:00,37
24-01-07 17:00,29
24-01-07 16:00,30
24-01-07 15:00,32
24-01-07 14:00,34
24-01-07 13:00,30
24-01-07 12:00,26
24-01-07 11:00,24
24-01-07 10:00,21
24-01-07 09:00,17
24-01-07 08:00,15
24-01-07 07:00,17
24-01-07 06:00,23
24-01-07 05:00,27
24-01-07 04:00,27
24-01-07 03:00,30
24-01-07 02:00,33
24-01-07 01:00,35
24-01-07 00:00,37
23-01-07 23:00,37
23-01-07 22:00,35
23-01-07 21:00,34
23-01-07 20:00,31
23-01-07 19:00,28
23-01-07 18:00,27
23-01-07 17:00,22
23-01-07 16:00,20
23-01-07 15:00,27
23-01-07 14:00,29
23-01-07 13:00,35
23-01-07 12:00,34
23-01-07 11:00,27
23-01-07 10:00,27
23-01-07 09:00,27
23-01-07 08:00,28
23-01-07 07:00,34
23-01-07 06:00,39
23-01-07 05:00,41
23-01-07 04:00,48
23-01-07 03:00,52
23-01-07 02:00,55
