Datum Zeit,Glauchau NO2
,µg/m³
01-02-07 00:00,14
31-01-07 23:00,15
31-01-07 22:00,16
31-01-07 21:00,16
31-01-07 20:00,19
31-01-07 19:00,24
31-01-07 18:00,26
31-01-07 17:00,24
31-01-07 16:00,22
31-01-07 15:00,18
31-01-07 14:00,15
31-01-07 13:00,16
31-01-07 12:00,15
31-01-07 11:00,18
31-01-07 10:00,18
31-01-07 09:00,17
31-01-07 08:00,18
31-01-07 07:00,19
31-01-07 06:00,13
31-01-07 05:00,8
31-01-07 04:00,9
31-01-07 03:00,13
31-01-07 02:00,12
31-01-07 01:00,11
31-01-07 00:00,10
30-01-07 23:00,13
30-01-07 22:00,13
30-01-07 21:00,14
30-01-07 20:00,18
30-01-07 19:00,25
30-01-07 18:00,46
30-01-07 17:00,36
30-01-07 16:00,20
30-01-07 15:00,15
30-01-07 14:00,15
30-01-07 13:00,12
30-01-07 12:00,17
30-01-07 11:00,17
30-01-07 10:00,27
30-01-07 09:00,19
30-01-07 08:00,20
30-01-07 07:00,18
30-01-07 06:00,10
30-01-07 05:00,8
30-01-07 04:00,10
30-01-07 03:00,10
30-01-07 02:00,12
30-01-07 01:00,13
30-01-07 00:00,14
29-01-07 23:00,16
29-01-07 22:00,17
29-01-07 21:00,16
29-01-07 20:00,21
29-01-07 19:00,27
29-01-07 18:00,21
29-01-07 17:00,16
29-01-07 16:00,14
29-01-07 15:00,15
29-01-07 14:00,12
29-01-07 13:00,13
29-01-07 12:00,16
29-01-07 11:00,17
29-01-07 10:00,20
29-01-07 09:00,19
29-01-07 08:00,10
29-01-07 07:00,10
29-01-07 06:00,6
29-01-07 05:00,5
29-01-07 04:00,4
29-01-07 03:00,5
29-01-07 02:00,5
29-01-07 01:00,6
29-01-07 00:00,7
28-01-07 23:00,7
28-01-07 22:00,7
28-01-07 21:00,7
28-01-07 20:00,7
28-01-07 19:00,7
28-01-07 18:00,7
28-01-07 17:00,8
28-01-07 16:00,9
28-01-07 15:00,10
28-01-07 14:00,8
28-01-07 13:00,8
28-01-07 12:00,7
28-01-07 11:00,6
28-01-07 10:00,6
28-01-07 09:00,6
28-01-07 08:00,5
28-01-07 07:00,4
28-01-07 06:00,4
28-01-07 05:00,4
28-01-07 04:00,5
28-01-07 03:00,4
28-01-07 02:00,5
28-01-07 01:00,6
28-01-07 00:00,7
27-01-07 23:00,9
27-01-07 22:00,8
27-01-07 21:00,10
27-01-07 20:00,17
27-01-07 19:00,11
27-01-07 18:00,13
27-01-07 17:00,8
27-01-07 16:00,5
27-01-07 15:00,5
27-01-07 14:00,4
27-01-07 13:00,5
27-01-07 12:00,6
27-01-07 11:00,7
27-01-07 10:00,8
27-01-07 09:00,7
27-01-07 08:00,7
27-01-07 07:00,11
27-01-07 06:00,20
27-01-07 05:00,23
27-01-07 04:00,24
27-01-07 03:00,24
27-01-07 02:00,23
27-01-07 01:00,26
27-01-07 00:00,24
26-01-07 23:00,20
26-01-07 22:00,17
26-01-07 21:00,15
26-01-07 20:00,14
26-01-07 19:00,15
26-01-07 18:00,21
26-01-07 17:00,20
26-01-07 16:00,20
26-01-07 15:00,14
26-01-07 14:00,15
26-01-07 13:00,19
26-01-07 12:00,22
26-01-07 11:00,26
26-01-07 10:00,29
26-01-07 09:00,33
26-01-07 08:00,47
26-01-07 07:00,46
26-01-07 06:00,39
26-01-07 05:00,40
26-01-07 04:00,38
26-01-07 03:00,39
26-01-07 02:00,40
26-01-07 01:00,42
26-01-07 00:00,45
25-01-07 23:00,44
25-01-07 22:00,33
25-01-07 21:00,24
25-01-07 20:00,28
25-01-07 19:00,34
25-01-07 18:00,41
25-01-07 17:00,41
25-01-07 16:00,28
25-01-07 15:00,24
25-01-07 14:00,19
25-01-07 13:00,
25-01-07 12:00,
25-01-07 11:00,16
25-01-07 10:00,16
25-01-07 09:00,21
25-01-07 08:00,26
25-01-07 07:00,31
25-01-07 06:00,17
25-01-07 05:00,15
25-01-07 04:00,13
25-01-07 03:00,13
25-01-07 02:00,16
25-01-07 01:00,17
25-01-07 00:00,20
24-01-07 23:00,31
24-01-07 22:00,20
24-01-07 21:00,23
24-01-07 20:00,23
24-01-07 19:00,20
24-01-07 18:00,25
24-01-07 17:00,28
24-01-07 16:00,24
24-01-07 15:00,22
24-01-07 14:00,21
24-01-07 13:00,19
24-01-07 12:00,19
24-01-07 11:00,17
24-01-07 10:00,16
24-01-07 09:00,15
24-01-07 08:00,17
24-01-07 07:00,15
24-01-07 06:00,13
24-01-07 05:00,12
24-01-07 04:00,12
24-01-07 03:00,9
24-01-07 02:00,7
24-01-07 01:00,7
24-01-07 00:00,7
23-01-07 23:00,7
23-01-07 22:00,8
23-01-07 21:00,11
23-01-07 20:00,9
23-01-07 19:00,12
23-01-07 18:00,13
23-01-07 17:00,13
23-01-07 16:00,16
23-01-07 15:00,16
23-01-07 14:00,13
23-01-07 13:00,12
23-01-07 12:00,13
23-01-07 11:00,12
23-01-07 10:00,12
23-01-07 09:00,25
23-01-07 08:00,30
23-01-07 07:00,29
23-01-07 06:00,29
23-01-07 05:00,27
23-01-07 04:00,13
23-01-07 03:00,12
23-01-07 02:00,13
23-01-07 01:00,13
23-01-07 00:00,7
22-01-07 23:00,6
22-01-07 22:00,10
22-01-07 21:00,14
22-01-07 20:00,13
22-01-07 19:00,30
22-01-07 18:00,34
22-01-07 17:00,34
22-01-07 16:00,23
22-01-07 15:00,
22-01-07 14:00,
22-01-07 13:00,
22-01-07 12:00,
22-01-07 11:00,
22-01-07 10:00,
22-01-07 09:00,
22-01-07 08:00,
22-01-07 07:00,
22-01-07 06:00,
22-01-07 05:00,
22-01-07 04:00,
22-01-07 03:00,
22-01-07 02:00,
22-01-07 01:00,
22-01-07 00:00,
21-01-07 23:00,
21-01-07 22:00,
21-01-07 21:00,
21-01-07 20:00,
21-01-07 19:00,
21-01-07 18:00,
21-01-07 17:00,
21-01-07 16:00,
21-01-07 15:00,
21-01-07 14:00,
21-01-07 13:00,
21-01-07 12:00,
21-01-07 11:00,
21-01-07 10:00,
21-01-07 09:00,
21-01-07 08:00,
21-01-07 07:00,
21-01-07 06:00,
21-01-07 05:00,
21-01-07 04:00,
21-01-07 03:00,
21-01-07 02:00,
21-01-07 01:00,
21-01-07 00:00,
20-01-07 23:00,
20-01-07 22:00,
