Datum Zeit,Leipzig-Luetzner Straße NO2
,µg/m³
01-02-07 00:00,30
31-01-07 23:00,32
31-01-07 22:00,31
31-01-07 21:00,35
31-01-07 20:00,37
31-01-07 19:00,41
31-01-07 18:00,44
31-01-07 17:00,44
31-01-07 16:00,44
31-01-07 15:00,31
31-01-07 14:00,31
31-01-07 13:00,30
31-01-07 12:00,
31-01-07 11:00,45
31-01-07 10:00,57
31-01-07 09:00,51
31-01-07 08:00,53
31-01-07 07:00,32
31-01-07 06:00,27
31-01-07 05:00,28
31-01-07 04:00,20
31-01-07 03:00,21
31-01-07 02:00,23
31-01-07 01:00,25
31-01-07 00:00,31
30-01-07 23:00,33
30-01-07 22:00,42
30-01-07 21:00,44
30-01-07 20:00,45
30-01-07 19:00,69
30-01-07 18:00,62
30-01-07 17:00,49
30-01-07 16:00,52
30-01-07 15:00,47
30-01-07 14:00,46
30-01-07 13:00,44
30-01-07 12:00,44
30-01-07 11:00,39
30-01-07 10:00,39
30-01-07 09:00,33
30-01-07 08:00,33
30-01-07 07:00,24
30-01-07 06:00,26
30-01-07 05:00,22
30-01-07 04:00,13
30-01-07 03:00,13
30-01-07 02:00,13
30-01-07 01:00,16
30-01-07 00:00,19
29-01-07 23:00,24
29-01-07 22:00,31
29-01-07 21:00,41
29-01-07 20:00,50
29-01-07 19:00,55
29-01-07 18:00,53
29-01-07 17:00,58
29-01-07 16:00,55
29-01-07 15:00,47
29-01-07 14:00,60
29-01-07 13:00,61
29-01-07 12:00,47
29-01-07 11:00,46
29-01-07 10:00,37
29-01-07 09:00,42
29-01-07 08:00,
29-01-07 07:00,26
29-01-07 06:00,20
29-01-07 05:00,13
29-01-07 04:00,9
29-01-07 03:00,9
29-01-07 02:00,13
29-01-07 01:00,14
29-01-07 00:00,13
28-01-07 23:00,15
28-01-07 22:00,19
28-01-07 21:00,17
28-01-07 20:00,19
28-01-07 19:00,16
28-01-07 18:00,16
28-01-07 17:00,17
28-01-07 16:00,18
28-01-07 15:00,18
28-01-07 14:00,20
28-01-07 13:00,21
28-01-07 12:00,19
28-01-07 11:00,19
28-01-07 10:00,15
28-01-07 09:00,16
28-01-07 08:00,13
28-01-07 07:00,12
28-01-07 06:00,16
28-01-07 05:00,16
28-01-07 04:00,15
28-01-07 03:00,13
28-01-07 02:00,14
28-01-07 01:00,15
28-01-07 00:00,17
27-01-07 23:00,19
27-01-07 22:00,20
27-01-07 21:00,31
27-01-07 20:00,35
27-01-07 19:00,31
27-01-07 18:00,34
27-01-07 17:00,38
27-01-07 16:00,33
27-01-07 15:00,27
27-01-07 14:00,28
27-01-07 13:00,27
27-01-07 12:00,27
27-01-07 11:00,26
27-01-07 10:00,25
27-01-07 09:00,24
27-01-07 08:00,19
27-01-07 07:00,19
27-01-07 06:00,21
27-01-07 05:00,28
27-01-07 04:00,30
27-01-07 03:00,32
27-01-07 02:00,35
27-01-07 01:00,34
27-01-07 00:00,34
26-01-07 23:00,34
26-01-07 22:00,31
26-01-07 21:00,28
26-01-07 20:00,25
26-01-07 19:00,41
26-01-07 18:00,48
26-01-07 17:00,49
26-01-07 16:00,61
26-01-07 15:00,59
26-01-07 14:00,64
26-01-07 13:00,46
26-01-07 12:00,51
26-01-07 11:00,60
26-01-07 10:00,67
26-01-07 09:00,70
26-01-07 08:00,77
26-01-07 07:00,56
26-01-07 06:00,54
26-01-07 05:00,48
26-01-07 04:00,46
26-01-07 03:00,47
26-01-07 02:00,50
26-01-07 01:00,48
26-01-07 00:00,62
25-01-07 23:00,63
25-01-07 22:00,71
25-01-07 21:00,72
25-01-07 20:00,89
25-01-07 19:00,89
25-01-07 18:00,66
25-01-07 17:00,55
25-01-07 16:00,52
25-01-07 15:00,53
25-01-07 14:00,57
25-01-07 13:00,53
25-01-07 12:00,48
25-01-07 11:00,46
25-01-07 10:00,55
25-01-07 09:00,53
25-01-07 08:00,45
25-01-07 07:00,33
25-01-07 06:00,24
25-01-07 05:00,22
25-01-07 04:00,16
25-01-07 03:00,15
25-01-07 02:00,15
25-01-07 01:00,17
25-01-07 00:00,20
24-01-07 23:00,27
24-01-07 22:00,26
24-01-07 21:00,36
24-01-07 20:00,44
24-01-07 19:00,42
24-01-07 18:00,45
24-01-07 17:00,51
24-01-07 16:00,45
24-01-07 15:00,45
24-01-07 14:00,50
24-01-07 13:00,51
24-01-07 12:00,43
24-01-07 11:00,43
24-01-07 10:00,44
24-01-07 09:00,42
24-01-07 08:00,45
24-01-07 07:00,31
24-01-07 06:00,23
24-01-07 05:00,25
24-01-07 04:00,18
24-01-07 03:00,16
24-01-07 02:00,15
24-01-07 01:00,18
24-01-07 00:00,19
23-01-07 23:00,22
23-01-07 22:00,23
23-01-07 21:00,42
23-01-07 20:00,39
23-01-07 19:00,43
23-01-07 18:00,59
23-01-07 17:00,65
23-01-07 16:00,61
23-01-07 15:00,58
23-01-07 14:00,67
23-01-07 13:00,64
23-01-07 12:00,71
23-01-07 11:00,77
23-01-07 10:00,86
23-01-07 09:00,82
23-01-07 08:00,82
23-01-07 07:00,70
23-01-07 06:00,43
23-01-07 05:00,34
23-01-07 04:00,27
23-01-07 03:00,32
23-01-07 02:00,33
23-01-07 01:00,25
23-01-07 00:00,26
22-01-07 23:00,29
22-01-07 22:00,25
22-01-07 21:00,26
22-01-07 20:00,30
22-01-07 19:00,40
22-01-07 18:00,53
22-01-07 17:00,52
22-01-07 16:00,34
22-01-07 15:00,34
22-01-07 14:00,39
22-01-07 13:00,39
22-01-07 12:00,52
22-01-07 11:00,56
22-01-07 10:00,53
22-01-07 09:00,54
22-01-07 08:00,60
22-01-07 07:00,51
22-01-07 06:00,25
22-01-07 05:00,19
22-01-07 04:00,12
22-01-07 03:00,11
22-01-07 02:00,10
22-01-07 01:00,10
22-01-07 00:00,13
21-01-07 23:00,11
21-01-07 22:00,15
21-01-07 21:00,17
21-01-07 20:00,17
21-01-07 19:00,16
21-01-07 18:00,17
21-01-07 17:00,14
21-01-07 16:00,11
21-01-07 15:00,11
21-01-07 14:00,9
21-01-07 13:00,10
21-01-07 12:00,11
21-01-07 11:00,19
21-01-07 10:00,21
21-01-07 09:00,26
21-01-07 08:00,11
21-01-07 07:00,10
21-01-07 06:00,11
21-01-07 05:00,18
21-01-07 04:00,15
21-01-07 03:00,14
21-01-07 02:00,13
21-01-07 01:00,13
21-01-07 00:00,12
20-01-07 23:00,15
20-01-07 22:00,16
20-01-07 21:00,13
20-01-07 20:00,14
20-01-07 19:00,15
20-01-07 18:00,15
20-01-07 17:00,19
20-01-07 16:00,22
20-01-07 15:00,17
20-01-07 14:00,21
20-01-07 13:00,22
20-01-07 12:00,36
20-01-07 11:00,37
20-01-07 10:00,29
20-01-07 09:00,31
20-01-07 08:00,22
20-01-07 07:00,26
20-01-07 06:00,22
20-01-07 05:00,25
20-01-07 04:00,29
20-01-07 03:00,22
20-01-07 02:00,21
20-01-07 01:00,28
20-01-07 00:00,21
19-01-07 23:00,17
19-01-07 22:00,20
19-01-07 21:00,19
19-01-07 20:00,22
19-01-07 19:00,29
19-01-07 18:00,35
19-01-07 17:00,30
19-01-07 16:00,26
19-01-07 15:00,39
19-01-07 14:00,39
19-01-07 13:00,27
19-01-07 12:00,32
19-01-07 11:00,34
19-01-07 10:00,36
19-01-07 09:00,37
19-01-07 08:00,32
19-01-07 07:00,19
19-01-07 06:00,16
19-01-07 05:00,13
19-01-07 04:00,6
19-01-07 03:00,6
19-01-07 02:00,7
19-01-07 01:00,7
19-01-07 00:00,8
18-01-07 23:00,9
18-01-07 22:00,11
18-01-07 21:00,18
18-01-07 20:00,18
18-01-07 19:00,18
18-01-07 18:00,23
18-01-07 17:00,27
18-01-07 16:00,27
18-01-07 15:00,30
18-01-07 14:00,37
18-01-07 13:00,42
18-01-07 12:00,39
18-01-07 11:00,40
18-01-07 10:00,37
18-01-07 09:00,58
18-01-07 08:00,44
18-01-07 07:00,42
18-01-07 06:00,39
18-01-07 05:00,28
18-01-07 04:00,14
18-01-07 03:00,17
18-01-07 02:00,22
18-01-07 01:00,18
18-01-07 00:00,19
17-01-07 23:00,22
17-01-07 22:00,26
17-01-07 21:00,33
17-01-07 20:00,27
17-01-07 19:00,29
17-01-07 18:00,37
17-01-07 17:00,37
17-01-07 16:00,37
17-01-07 15:00,50
17-01-07 14:00,45
17-01-07 13:00,57
17-01-07 12:00,58
17-01-07 11:00,61
17-01-07 10:00,52
17-01-07 09:00,48
17-01-07 08:00,52
17-01-07 07:00,45
17-01-07 06:00,37
17-01-07 05:00,29
17-01-07 04:00,27
17-01-07 03:00,29
17-01-07 02:00,32
17-01-07 01:00,30
17-01-07 00:00,27
16-01-07 23:00,42
16-01-07 22:00,44
16-01-07 21:00,49
16-01-07 20:00,52
16-01-07 19:00,53
16-01-07 18:00,74
16-01-07 17:00,71
16-01-07 16:00,71
16-01-07 15:00,63
16-01-07 14:00,58
16-01-07 13:00,61
16-01-07 12:00,53
16-01-07 11:00,56
16-01-07 10:00,57
16-01-07 09:00,60
16-01-07 08:00,63
16-01-07 07:00,52
16-01-07 06:00,40
16-01-07 05:00,36
16-01-07 04:00,33
16-01-07 03:00,29
16-01-07 02:00,31
16-01-07 01:00,34
16-01-07 00:00,31
15-01-07 23:00,38
15-01-07 22:00,36
15-01-07 21:00,37
15-01-07 20:00,44
15-01-07 19:00,55
15-01-07 18:00,65
15-01-07 17:00,64
15-01-07 16:00,59
15-01-07 15:00,56
15-01-07 14:00,47
15-01-07 13:00,61
15-01-07 12:00,66
15-01-07 11:00,58
15-01-07 10:00,63
15-01-07 09:00,78
