Datum Zeit,Glauchau O3
,µg/m³
01-02-07 00:00,36
31-01-07 23:00,36
31-01-07 22:00,36
31-01-07 21:00,37
31-01-07 20:00,34
31-01-07 19:00,31
31-01-07 18:00,28
31-01-07 17:00,31
31-01-07 16:00,33
31-01-07 15:00,37
31-01-07 14:00,40
31-01-07 13:00,39
31-01-07 12:00,39
31-01-07 11:00,35
31-01-07 10:00,35
31-01-07 09:00,37
31-01-07 08:00,37
31-01-07 07:00,38
31-01-07 06:00,43
31-01-07 05:00,45
31-01-07 04:00,44
31-01-07 03:00,39
31-01-07 02:00,40
31-01-07 01:00,42
31-01-07 00:00,44
30-01-07 23:00,42
30-01-07 22:00,42
30-01-07 21:00,42
30-01-07 20:00,39
30-01-07 19:00,35
30-01-07 18:00,17
30-01-07 17:00,29
30-01-07 16:00,48
30-01-07 15:00,52
30-01-07 14:00,48
30-01-07 13:00,52
30-01-07 12:00,42
30-01-07 11:00,40
30-01-07 10:00,30
30-01-07 09:00,39
30-01-07 08:00,39
30-01-07 07:00,42
30-01-07 06:00,46
30-01-07 05:00,50
30-01-07 04:00,47
30-01-07 03:00,45
30-01-07 02:00,43
30-01-07 01:00,40
30-01-07 00:00,42
29-01-07 23:00,44
29-01-07 22:00,41
29-01-07 21:00,43
29-01-07 20:00,39
29-01-07 19:00,32
29-01-07 18:00,41
29-01-07 17:00,49
29-01-07 16:00,53
29-01-07 15:00,52
29-01-07 14:00,53
29-01-07 13:00,53
29-01-07 12:00,47
29-01-07 11:00,45
29-01-07 10:00,43
29-01-07 09:00,45
29-01-07 08:00,57
29-01-07 07:00,54
29-01-07 06:00,62
29-01-07 05:00,62
29-01-07 04:00,61
29-01-07 03:00,58
29-01-07 02:00,53
29-01-07 01:00,49
29-01-07 00:00,48
28-01-07 23:00,48
28-01-07 22:00,49
28-01-07 21:00,52
28-01-07 20:00,52
28-01-07 19:00,51
28-01-07 18:00,48
28-01-07 17:00,45
28-01-07 16:00,40
28-01-07 15:00,41
28-01-07 14:00,45
28-01-07 13:00,48
28-01-07 12:00,48
28-01-07 11:00,47
28-01-07 10:00,49
28-01-07 09:00,53
28-01-07 08:00,60
28-01-07 07:00,64
28-01-07 06:00,64
28-01-07 05:00,64
28-01-07 04:00,65
28-01-07 03:00,66
28-01-07 02:00,66
28-01-07 01:00,63
28-01-07 00:00,61
27-01-07 23:00,60
27-01-07 22:00,61
27-01-07 21:00,58
27-01-07 20:00,51
27-01-07 19:00,57
27-01-07 18:00,57
27-01-07 17:00,61
27-01-07 16:00,65
27-01-07 15:00,66
27-01-07 14:00,64
27-01-07 13:00,61
27-01-07 12:00,60
27-01-07 11:00,58
27-01-07 10:00,55
27-01-07 09:00,56
27-01-07 08:00,57
27-01-07 07:00,49
27-01-07 06:00,29
27-01-07 05:00,23
27-01-07 04:00,21
27-01-07 03:00,22
27-01-07 02:00,26
27-01-07 01:00,25
27-01-07 00:00,29
26-01-07 23:00,37
26-01-07 22:00,42
26-01-07 21:00,46
26-01-07 20:00,48
26-01-07 19:00,49
26-01-07 18:00,44
26-01-07 17:00,50
26-01-07 16:00,49
26-01-07 15:00,53
26-01-07 14:00,50
26-01-07 13:00,42
26-01-07 12:00,32
26-01-07 11:00,23
26-01-07 10:00,18
26-01-07 09:00,11
26-01-07 08:00,4
26-01-07 07:00,3
26-01-07 06:00,1
26-01-07 05:00,1
26-01-07 04:00,2
26-01-07 03:00,2
26-01-07 02:00,2
26-01-07 01:00,3
26-01-07 00:00,2
25-01-07 23:00,6
25-01-07 22:00,19
25-01-07 21:00,27
25-01-07 20:00,25
25-01-07 19:00,22
25-01-07 18:00,15
25-01-07 17:00,18
25-01-07 16:00,28
25-01-07 15:00,34
25-01-07 14:00,35
25-01-07 13:00,35
25-01-07 12:00,38
25-01-07 11:00,43
25-01-07 10:00,38
25-01-07 09:00,26
25-01-07 08:00,18
25-01-07 07:00,15
25-01-07 06:00,26
25-01-07 05:00,27
25-01-07 04:00,32
25-01-07 03:00,33
25-01-07 02:00,30
25-01-07 01:00,27
25-01-07 00:00,26
24-01-07 23:00,22
24-01-07 22:00,28
24-01-07 21:00,25
24-01-07 20:00,26
24-01-07 19:00,36
24-01-07 18:00,29
24-01-07 17:00,25
24-01-07 16:00,24
24-01-07 15:00,27
24-01-07 14:00,26
24-01-07 13:00,26
24-01-07 12:00,24
24-01-07 11:00,27
24-01-07 10:00,26
24-01-07 09:00,22
24-01-07 08:00,18
24-01-07 07:00,24
24-01-07 06:00,27
24-01-07 05:00,25
24-01-07 04:00,27
24-01-07 03:00,32
24-01-07 02:00,36
24-01-07 01:00,37
24-01-07 00:00,37
23-01-07 23:00,39
23-01-07 22:00,38
23-01-07 21:00,35
23-01-07 20:00,39
23-01-07 19:00,37
23-01-07 18:00,36
23-01-07 17:00,36
23-01-07 16:00,34
23-01-07 15:00,32
23-01-07 14:00,38
23-01-07 13:00,38
23-01-07 12:00,35
23-01-07 11:00,35
23-01-07 10:00,35
23-01-07 09:00,15
23-01-07 08:00,2
23-01-07 07:00,9
23-01-07 06:00,3
23-01-07 05:00,6
23-01-07 04:00,33
23-01-07 03:00,37
23-01-07 02:00,41
23-01-07 01:00,43
23-01-07 00:00,57
22-01-07 23:00,59
22-01-07 22:00,51
22-01-07 21:00,38
22-01-07 20:00,37
22-01-07 19:00,22
22-01-07 18:00,19
22-01-07 17:00,24
22-01-07 16:00,37
22-01-07 15:00,47
22-01-07 14:00,51
22-01-07 13:00,49
22-01-07 12:00,44
22-01-07 11:00,43
22-01-07 10:00,34
22-01-07 09:00,34
22-01-07 08:00,34
22-01-07 07:00,42
22-01-07 06:00,48
22-01-07 05:00,55
22-01-07 04:00,59
22-01-07 03:00,60
22-01-07 02:00,62
22-01-07 01:00,64
22-01-07 00:00,66
21-01-07 23:00,65
21-01-07 22:00,65
21-01-07 21:00,63
21-01-07 20:00,63
21-01-07 19:00,66
21-01-07 18:00,66
21-01-07 17:00,68
21-01-07 16:00,71
21-01-07 15:00,69
21-01-07 14:00,68
21-01-07 13:00,68
21-01-07 12:00,66
21-01-07 11:00,65
21-01-07 10:00,61
21-01-07 09:00,60
21-01-07 08:00,60
21-01-07 07:00,60
21-01-07 06:00,60
21-01-07 05:00,61
21-01-07 04:00,63
21-01-07 03:00,64
21-01-07 02:00,67
21-01-07 01:00,68
21-01-07 00:00,71
20-01-07 23:00,70
20-01-07 22:00,67
20-01-07 21:00,64
20-01-07 20:00,54
20-01-07 19:00,51
20-01-07 18:00,49
20-01-07 17:00,50
20-01-07 16:00,53
20-01-07 15:00,49
20-01-07 14:00,45
20-01-07 13:00,42
20-01-07 12:00,40
20-01-07 11:00,42
20-01-07 10:00,44
20-01-07 09:00,37
20-01-07 08:00,39
20-01-07 07:00,46
20-01-07 06:00,43
20-01-07 05:00,40
20-01-07 04:00,37
20-01-07 03:00,44
20-01-07 02:00,50
20-01-07 01:00,53
20-01-07 00:00,44
19-01-07 23:00,48
19-01-07 22:00,57
19-01-07 21:00,61
19-01-07 20:00,64
19-01-07 19:00,64
19-01-07 18:00,60
19-01-07 17:00,58
19-01-07 16:00,63
19-01-07 15:00,63
19-01-07 14:00,62
19-01-07 13:00,64
19-01-07 12:00,58
19-01-07 11:00,52
19-01-07 10:00,48
19-01-07 09:00,43
19-01-07 08:00,44
19-01-07 07:00,55
19-01-07 06:00,63
19-01-07 05:00,71
19-01-07 04:00,69
19-01-07 03:00,68
19-01-07 02:00,70
19-01-07 01:00,69
19-01-07 00:00,72
18-01-07 23:00,73
18-01-07 22:00,81
18-01-07 21:00,66
18-01-07 20:00,55
18-01-07 19:00,55
18-01-07 18:00,54
18-01-07 17:00,51
18-01-07 16:00,51
18-01-07 15:00,51
18-01-07 14:00,51
18-01-07 13:00,50
18-01-07 12:00,49
18-01-07 11:00,50
18-01-07 10:00,49
18-01-07 09:00,48
18-01-07 08:00,46
18-01-07 07:00,46
18-01-07 06:00,51
18-01-07 05:00,55
18-01-07 04:00,55
18-01-07 03:00,53
18-01-07 02:00,53
18-01-07 01:00,54
18-01-07 00:00,53
17-01-07 23:00,50
17-01-07 22:00,50
17-01-07 21:00,48
17-01-07 20:00,46
17-01-07 19:00,39
