Datum Zeit,Niesky PM2.5
,µg/m³
31-01-07,12.73
30-01-07,
29-01-07,
28-01-07,
27-01-07,6.89
26-01-07,
25-01-07,
24-01-07,
23-01-07,7.70
22-01-07,
21-01-07,
20-01-07,
19-01-07,5.51
18-01-07,
17-01-07,
16-01-07,
15-01-07,8.25
14-01-07,
13-01-07,
12-01-07,
11-01-07,3.69
10-01-07,
09-01-07,
08-01-07,
07-01-07,4.11
06-01-07,
05-01-07,
04-01-07,
03-01-07,3.34
02-01-07,
01-01-07,

