Datum Zeit,Plauen-Sued PM10
,µg/m³
31-08-15,21
30-08-15,16
29-08-15,13
28-08-15,15
27-08-15,14
26-08-15,13
25-08-15,10
24-08-15,14
23-08-15,25
22-08-15,28
21-08-15,25
20-08-15,25
19-08-15,25
18-08-15,11
17-08-15,9
16-08-15,22
15-08-15,13
14-08-15,35
13-08-15,34
12-08-15,26
11-08-15,31
10-08-15,29
09-08-15,18
08-08-15,27
07-08-15,26
06-08-15,20
05-08-15,15
04-08-15,19
03-08-15,24
02-08-15,21
01-08-15,16

