Datum Zeit,Dresden-Nord PM2.5
,µg/m³
31-08-15,19.20
30-08-15,15.71
29-08-15,11.49
28-08-15,8.17
27-08-15,8.21
26-08-15,6.52
25-08-15,5.25
24-08-15,18.19
23-08-15,16.37
22-08-15,20.46
21-08-15,16.46
20-08-15,13.53
19-08-15,7.62
18-08-15,4.25
17-08-15,14.82
16-08-15,26.88
15-08-15,14.54
14-08-15,21.59
13-08-15,16.78
12-08-15,13.78
11-08-15,23.04
10-08-15,20.03
09-08-15,12.66
08-08-15,19.04
07-08-15,15.50
06-08-15,12.37
05-08-15,9.28
04-08-15,18.47
03-08-15,15.57
02-08-15,15.75
01-08-15,12.18

