Datum Zeit,Dresden-Winckelmannstr. PM2.5
,µg/m³
31-08-15,17.37
30-08-15,14.86
29-08-15,9.74
28-08-15,6.31
27-08-15,7.41
26-08-15,5.34
25-08-15,3.64
24-08-15,17.22
23-08-15,16.48
22-08-15,19.58
21-08-15,15.32
20-08-15,12.21
19-08-15,5.19
18-08-15,2.21
17-08-15,10.65
16-08-15,22.89
15-08-15,11.24
14-08-15,20.32
13-08-15,16.55
12-08-15,12.64
11-08-15,20.32
10-08-15,18.69
09-08-15,11.23
08-08-15,17.16
07-08-15,13.61
06-08-15,11.37
05-08-15,1.98
04-08-15,15.09
03-08-15,13.29
02-08-15,12.75
01-08-15,11.19

