Datum Zeit,Brockau PM10
,µg/m³
31-08-15,18
30-08-15,13
29-08-15,67
28-08-15,7
27-08-15,11
26-08-15,9
25-08-15,7
24-08-15,10
23-08-15,20
22-08-15,24
21-08-15,16
20-08-15,15
19-08-15,16
18-08-15,6
17-08-15,3
16-08-15,22
15-08-15,11
14-08-15,29
13-08-15,30
12-08-15,21
11-08-15,26
10-08-15,
09-08-15,16
08-08-15,25
07-08-15,24
06-08-15,20
05-08-15,13
04-08-15,21
03-08-15,19
02-08-15,19
01-08-15,16

