Datum Zeit,Carlsfeld PM10
,µg/m³
31-08-15,13
30-08-15,10
29-08-15,5
28-08-15,4
27-08-15,7
26-08-15,5
25-08-15,3
24-08-15,10
23-08-15,15
22-08-15,17
21-08-15,16
20-08-15,9
19-08-15,3
18-08-15,3
17-08-15,0
16-08-15,9
15-08-15,7
14-08-15,20
13-08-15,20
12-08-15,18
11-08-15,21
10-08-15,18
09-08-15,13
08-08-15,18
07-08-15,15
06-08-15,12
05-08-15,8
04-08-15,12
03-08-15,13
02-08-15,11
01-08-15,10

