Datum Zeit,Leipzig-Mitte PM2.5
,µg/m³
31-08-15,18.38
30-08-15,13.38
29-08-15,11.66
28-08-15,8.10
27-08-15,9.09
26-08-15,7.23
25-08-15,6.17
24-08-15,12.02
23-08-15,18.94
22-08-15,24.15
21-08-15,21.17
20-08-15,14.95
19-08-15,17.93
18-08-15,7.23
17-08-15,9.63
16-08-15,22.34
15-08-15,12.38
14-08-15,18.25
13-08-15,15.94
12-08-15,10.88
11-08-15,14.90
10-08-15,16.22
09-08-15,9.19
08-08-15,14.09
07-08-15,18.85
06-08-15,12.79
05-08-15,9.16
04-08-15,
03-08-15,16.39
02-08-15,15.72
01-08-15,10.88

