Datum Zeit,Schwartenberg PM10
,µg/m³
31-08-15,24
30-08-15,19
29-08-15,10
28-08-15,6
27-08-15,14
26-08-15,10
25-08-15,5
24-08-15,20
23-08-15,19
22-08-15,22
21-08-15,16
20-08-15,13
19-08-15,2
18-08-15,1
17-08-15,3
16-08-15,13
15-08-15,10
14-08-15,29
13-08-15,27
12-08-15,23
11-08-15,29
10-08-15,29
09-08-15,16
08-08-15,27
07-08-15,22
06-08-15,19
05-08-15,12
04-08-15,23
03-08-15,21
02-08-15,17
01-08-15,17

