Datum Zeit,Glauchau PM10
,µg/m³
31-08-15,18
30-08-15,16
29-08-15,10
28-08-15,7
27-08-15,12
26-08-15,11
25-08-15,6
24-08-15,14
23-08-15,22
22-08-15,25
21-08-15,21
20-08-15,17
19-08-15,16
18-08-15,5
17-08-15,5
16-08-15,18
15-08-15,11
14-08-15,25
13-08-15,26
12-08-15,19
11-08-15,26
10-08-15,23
09-08-15,13
08-08-15,23
07-08-15,20
06-08-15,20
05-08-15,14
04-08-15,17
03-08-15,19
02-08-15,21
01-08-15,17

