Datum Zeit,Dresden-Winckelmannstr. PM10
,µg/m³
31-08-15,26
30-08-15,19
29-08-15,12
28-08-15,10
27-08-15,14
26-08-15,10
25-08-15,6
24-08-15,22
23-08-15,21
22-08-15,25
21-08-15,22
20-08-15,18
19-08-15,7
18-08-15,4
17-08-15,14
16-08-15,27
15-08-15,15
14-08-15,30
13-08-15,26
12-08-15,22
11-08-15,33
10-08-15,27
09-08-15,15
08-08-15,26
07-08-15,22
06-08-15,20
05-08-15,14
04-08-15,23
03-08-15,19
02-08-15,19
01-08-15,18

