Datum Zeit,Klingenthal PM10
,µg/m³
31-08-15,16
30-08-15,13
29-08-15,9
28-08-15,9
27-08-15,11
26-08-15,8
25-08-15,7
24-08-15,15
23-08-15,19
22-08-15,20
21-08-15,17
20-08-15,13
19-08-15,11
18-08-15,7
17-08-15,4
16-08-15,11
15-08-15,11
14-08-15,25
13-08-15,24
12-08-15,22
11-08-15,26
10-08-15,22
09-08-15,16
08-08-15,23
07-08-15,19
06-08-15,16
05-08-15,10
04-08-15,15
03-08-15,17
02-08-15,15
01-08-15,13

